sumallPC1,sumallPC2,site
-1.34532685713895,-0.150673963417979,1982
-1.09405169962353,0.0916060147606326,1983
-0.988019243420959,0.715270562741727,1984
0.126705436339395,-1.30709542367234,1985
-0.738917486317747,-0.359331489009986,1986
0.820463239774422,-0.132422499516865,1987
1.15063594411713,-0.938237113511643,1988
-0.0609603388657568,-0.774375448145031,1989
0.11457736649347,0.504847143288018,1990
-0.236832170426651,0.303783770043742,1991
-0.174767653737223,-0.51023759352777,1992
-0.356597875083232,-1.33757338236492,1993
0.992535551913789,-0.535480133012682,1994
-0.931487678786906,0.61120763137285,1995
0.590906149827268,-0.727388547274339,1996
-0.258911380910378,0.0671052781885551,1997
-0.87867717797382,0.663074414758622,1998
-0.419579680463415,1.12174500397347,1999
0.721721814911199,-0.0994149593178664,2000
0.173744005283471,1.06609437467725,2001
1.58329773734867,0.354789312500084,2002
0.719241263662634,0.0796905185764599,2003
-0.616593173401464,0.175749521937294,2004
-0.00647274824062173,-0.0528615283331086,2005
0.609303723258941,0.197588491760338,2006
0.517457187863358,0.908703886626073,2007
-0.166126017124821,0.633226679207778,2008
-0.45357268184667,-0.60828121914337,2009
-0.0214989644721953,0.0354054910363538,2010
0.000807600558122797,1.2885627304986,2011
1.23440789271739,0.869943791445681,2012
0.513036285246486,0.552601257485495,2013
-0.532160773798665,-0.298710123391966,2014
-0.552271177505983,-1.11229765251021,2015
-0.743235659743827,-0.644625563091061,2016
0.308109983523435,0.450938450350387,2017
0.399109256043639,-1.10292768598829,2018
