siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO02,NC4337OW,"1984-06-05 21:00","1984-06-12 21:00",198406,5.330,6.500," ",.270," ",.043," ",.040," ",.072," ",.180," ",1.020," ",.120," ",.740,551.000,23.370,23.370,"w ","            ",1985-03-14
CO02,NC4391OW,"1984-06-12 21:00","1984-06-19 20:10",198406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1670.200,32.510,32.510,"  ","u           ",1985-03-14
CO02,NC4479OW,"1984-06-19 21:15","1984-06-26 19:00",198406,6.400,29.500," ",.450," ",.061," ",5.810," ",1.730,<,.020," ",.040," ",.240," ",1.740,383.600,7.870,7.870,"w ","            ",1985-04-11
CO02,NC4706OW,"1984-06-26 20:00","1984-07-03 16:00",198406,4.930,12.100," ",.290," ",.051," ",.096," ",.062," ",.260," ",1.490," ",.110," ",1.120,556.500,10.160,10.160,"w ","            ",1992-08-13
CO02,NC4903OW,"1984-07-03 16:00","1984-07-10 15:00",198407,5.020,7.500," ",.190," ",.023," ",.039," ",.042," ",.140," ",.760," ",.100," ",.800,1366.600,23.370,23.370,"w ","            ",1992-08-13
CO02,NC5130OW,"1984-07-10 15:00","1984-07-17 15:55",198407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1025.500,16.000,16.000,"  ","c           ",1985-04-11
CO02,NC5196OW,"1984-07-17 15:55","1984-07-24 14:40",198407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1820.600,31.500,31.500,"  ","u           ",1985-04-11
CO02,NC5417OW,"1984-07-24 14:40","1984-07-31 16:00",198407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6256.300,95.500,95.500,"  ","u           ",1985-04-04
CO02,NC5495OW,"1984-07-31 16:00","1984-08-07 15:25",198408,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1330.100,20.320,20.320,"  ","u           ",1985-04-04
CO02,NC5716OW,"1984-08-07 15:25","1984-08-14 14:45",198408,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,313.700,13.210,13.210,"  ","b           ",1985-04-04
CO02,NC5824OW,"1984-08-14 14:45","1984-08-21 15:00",198408,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,713.800,20.070,20.070,"  ","b           ",1985-04-04
CO02,NC6186OW,"1984-08-21 15:00","1984-08-28 17:20",198408,4.630,12.200," ",.050," ",.018," ",.015," ",.030," ",.100," ",.850," ",.070," ",.870,1431.900,21.080,21.080,"w ","            ",1985-04-04
CO02,NC6164OW,"1984-08-28 17:30","1984-09-04 16:40",198408,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1018.500,25.400,25.400,"  ","u           ",1985-04-04
CO02,NC6397OW,"1984-09-04 16:40","1984-09-11 17:00",198409,5.760,6.800," ",.440," ",.077," ",.120," ",.056," ",.100," ",.670," ",.140," ",.870,1364.200,26.920,26.920,"w ","            ",1985-04-04
CO02,NC6552OW,"1984-09-11 17:00","1984-09-18 15:45",198409,5.060,6.200," ",.090," ",.034," ",.023," ",.070,<,.020," ",.560," ",.090," ",.650,769.500,10.160,10.160,"w ","            ",1985-04-04
CO02,NC6710OW,"1984-09-18 15:45","1984-09-25 16:00",198409,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,118.700,7.110,7.110,"  ","c           ",1985-04-04
CO02,NC6970OW,"1984-09-25 16:00","1984-10-02 16:20",198409,4.900,12.700," ",.340," ",.081," ",.048," ",.116," ",.320," ",1.500," ",.410," ",1.220,505.900,14.220,14.220,"w ","            ",1985-06-28
CO02,NC7074OW,"1984-10-02 16:20","1984-10-09 16:30",198410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,1962.300,54.360,54.360,"  ","u           ",1985-06-28
CO02,NC7309OW,"1984-10-09 17:15","1984-10-16 20:00",198410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,255.600,34.540,34.540,"  ","b           ",1985-06-28
CO02,NC7528OW,"1984-10-16 20:00","1984-10-23 17:00",198410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,451.100,37.080,37.080,"  ","b           ",1986-01-31
CO02,NC7633OW,"1984-10-23 17:00","1984-10-30 16:30",198410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,18.290,18.290,"  ","vb          ",1985-06-28
CO02,NC7819OW,"1984-10-30 14:30","1984-11-06 18:45",198411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,30.480,30.480,"  ","vbc         ",1986-02-10
CO02,NC7985OW,"1984-11-06 18:45","1984-11-13 18:00",198411,5.130,4.600," ",.120," ",.018," ",.021," ",.041," ",.070," ",.420," ",.070," ",.480,2296.500,41.660,41.660,"w ","            ",1986-01-31
CO02,NC8248OW,"1984-11-13 18:00","1984-11-20 17:15",198411,5.080,7.000," ",.260," ",.046," ",.024," ",.075," ",.050," ",.780," ",.100," ",.620,540.600,29.460,29.460,"w ","            ",1985-06-28
CO02,NC8490OW,"1984-11-20 17:15","1984-11-27 17:50",198411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,921.500,14.220,14.220,"  ","b           ",1985-06-28
CO02,NC8569OW,"1984-11-27 18:00","1984-12-04 17:20",198411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,2.900,60.960,60.960,"  ","vb          ",1985-06-28
CO02,NC8667OW,"1984-12-04 17:20","1984-12-11 17:45",198412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.400,15.240,15.240,"  ","vb          ",1985-06-28
CO02,NC8868OW,"1984-12-11 17:45","1984-12-18 21:02",198412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.200,55.880,55.880,"  ","vb          ",1985-06-28
CO02,NC9008OW,"1984-12-18 21:05","1984-12-26 21:50",198412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"d ","            ",1988-10-13
CO02,NC9470OW,"1984-12-26 21:50","1985-01-02 21:15",198412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,-9.990,.000,"d ","            ",1988-10-13
CO02,NC9474OW,"1985-01-02 21:15","1985-01-08 16:00",198501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,18.900,4.570,4.570,"  ","u           ",1988-10-13
CO02,NC9619OW,"1985-01-08 16:00","1985-01-15 16:40",198501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.500,-9.990,.007,"t ","            ",1985-09-16
CO02,NC9782OW,"1985-01-15 16:40","1985-01-22 17:30",198501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,132.900,85.340,85.340,"  ","b           ",1985-09-16
CO02,NC9924OW,"1985-01-22 17:30","1985-01-29 16:45",198501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,45.600,-9.990,.671,"  ","u           ",1985-09-16
CO02,ND0151OW,"1985-01-29 16:47","1985-02-05 19:20",198502,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1.900,33.530,33.530,"  ","vb          ",1985-10-18
CO02,ND0254OW,"1985-02-05 19:24","1985-02-12 18:00",198502,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.600,18.540,18.540,"  ","vu          ",1985-10-18
CO02,ND0427OW,"1985-02-12 18:00","1985-02-19 17:50",198502,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,9.140,9.140,"  ","vb          ",1985-10-18
CO02,ND0672OW,"1985-02-19 17:50","1985-02-26 18:00",198502,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,87.300,37.080,37.080,"  ","b           ",1985-10-18
CO02,ND0909OW,"1985-02-26 18:00","1985-03-05 17:30",198503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,14.220,14.220,"  ","vb          ",1985-12-16
CO02,ND1076OW,"1985-03-05 17:30","1985-03-12 17:50",198503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,74.600,25.400,25.400,"  ","b           ",1985-12-16
CO02,ND1267OW,"1985-03-12 17:50","1985-03-19 17:40",198503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,168.200,11.180,11.180,"  ","b           ",1985-12-16
CO02,ND1483OW,"1985-03-19 17:40","1985-03-26 17:20",198503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.200,41.660,41.660,"  ","vb          ",1985-12-16
CO02,ND1579OW,"1985-03-26 17:20","1985-04-02 18:00",198503,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,63.100,52.830,52.830,"  ","b           ",1985-12-16
CO02,ND1851OW,"1985-04-02 18:00","1985-04-09 17:00",198504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,13.600,71.370,71.370,"  ","b           ",1985-12-16
CO02,ND1946OW,"1985-04-09 17:00","1985-04-16 15:00",198504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,2.030,2.030,"  ","vb          ",1985-12-16
CO02,ND2109OW,"1985-04-16 15:00","1985-04-23 18:07",198504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,365.900,74.680,74.680,"  ","b           ",1985-12-16
CO02,ND2310OW,"1985-04-23 18:07","1985-04-30 16:40",198504,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,445.800,28.450,28.450,"  ","b           ",1986-02-13
CO02,ND2508OW,"1985-04-30 16:40","1985-05-07 16:45",198505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,67.300,8.130,8.130,"  ","b           ",1986-02-13
CO02,ND2735OW,"1985-05-07 16:45","1985-05-14 18:00",198505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,284.900,36.580,36.580,"  ","b           ",1986-09-24
CO02,ND2908OW,"1985-05-14 18:00","1985-05-21 16:25",198505,4.670,15.300," ",.260," ",.035," ",.027," ",.059," ",.400," ",1.730," ",.150," ",1.350,583.900,15.750,15.750,"w ","            ",1986-09-24
CO02,ND3189OW,"1985-05-21 16:25","1985-05-28 17:52",198505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,9.140,9.140,"  ","vu          ",1986-09-30
CO02,ND3309OW,"1985-05-28 17:52","1985-06-04 16:12",198505,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,227.300,9.140,9.140,"  ","b           ",1986-09-24
CO02,ND3533OW,"1985-06-04 16:12","1985-06-11 16:21",198506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,7.700,6.100,6.100,"  ","vb          ",1986-02-27
CO02,N@0491OW,"1985-06-11 00:00","1985-06-18 00:00",198506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,-9.000,3.050,3.050,"  ","n           ",1986-02-27
CO02,ND3959OW,"1985-06-18 15:35","1985-06-25 13:40",198506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,341.100,7.370,7.370,"  ","f           ",1988-12-08
CO02,ND4046OW,"1985-06-25 15:45","1985-07-02 16:45",198506,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,141.400,12.190,12.190,"  ","c           ",1986-10-15
CO02,ND4349OW,"1985-07-02 16:45","1985-07-09 16:25",198507,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,22.500,2.030,2.030,"  ","c           ",1986-09-30
CO02,ND4456OW,"1985-07-09 16:25","1985-07-16 15:30",198507,4.960,11.800," ",.180," ",.035," ",.180," ",.043," ",.100," ",1.050," ",.220," ",1.250,974.400,14.220,14.220,"w ","            ",1986-09-30
CO02,ND4627OW,"1985-07-16 15:30","1985-07-23 15:30",198507,5.320,5.300," ",.040," ",.010," ",.048," ",.020,<,.020,<,.030," ",.070," ",.440,2481.000,35.560,35.560,"w ","            ",1986-09-24
CO02,ND4886OW,"1985-07-23 15:30","1985-07-30 16:00",198507,4.590,15.900," ",.170," ",.035," ",.016," ",.035,<,.020," ",1.380," ",.100," ",.980,895.800,14.220,14.220,"w ","            ",1986-09-24
CO02,ND4962OW,"1985-07-30 16:00","1985-08-06 16:30",198508,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,205.300,6.100,6.100,"  ","c           ",1986-09-24
CO02,ND5477OW,"1985-08-06 16:30","1985-08-20 15:50",198508,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,60.800,5.080,5.080,"  ","e           ",1988-10-17
CO02,ND5788OW,"1985-08-20 15:50","1985-08-27 16:24",198508,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.000,.000,"d ","            ",1986-09-24
CO02,ND5749OW,"1985-08-27 16:24","1985-09-03 15:30",198508,4.680,14.500," ",.230," ",.038," ",.025," ",.035," ",.270," ",1.630," ",.090," ",1.210,682.000,1.020,1.020,"w ","            ",1986-09-24
CO02,ND6100OW,"1985-09-03 15:30","1985-09-10 16:30",198509,5.060,9.000," ",.150," ",.056," ",.014," ",.078," ",.030," ",1.000," ",.070," ",.860,1285.100,19.300,19.300,"w ","            ",1986-09-24
CO02,ND6219OW,"1985-09-10 16:30","1985-09-17 16:00",198509,4.510,17.000," ",.150," ",.025," ",.010," ",.025," ",.180," ",1.300," ",.060," ",1.360,870.700,18.290,18.290,"w ","            ",1986-09-24
CO02,ND6494OW,"1985-09-17 16:00","1985-09-24 17:00",198509,4.900,8.600," ",.200," ",.045," ",.041," ",.039,<,.020," ",.130," ",.130," ",.730,787.800,20.830,20.830,"w ","            ",1986-09-24
CO02,ND6635OW,"1985-09-24 17:00","1985-10-01 17:30",198509,5.250,4.400," ",.120," ",.020," ",.019," ",.046,<,.020,<,.030," ",.080," ",.300,1559.300,30.480,30.480,"w ","            ",1986-09-24
CO02,ND6751OW,"1985-10-01 17:30","1985-10-08 17:30",198510,5.360,3.100," ",.020," ",.009," ",.004," ",.005,<,.020," ",.160,<,.030," ",.190,940.800,23.370,23.370,"w ","            ",1986-09-24
CO02,ND6983OW,"1985-10-08 17:30","1985-10-15 15:40",198510,5.120,5.000," ",.040," ",.013,<,.003," ",.016,<,.020,<,.030,<,.030," ",.260,490.500,22.350,22.350,"w ","            ",1986-09-24
CO02,ND7235OW,"1985-10-15 15:40","1985-10-22 17:40",198510,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.000,2.030,2.030,"  ","v           ",1986-07-09
CO02,ND7437OW,"1985-10-22 17:40","1985-10-29 19:20",198510,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.100,4.060,4.060,"  ","v           ",1986-07-09
CO02,ND7654OW,"1985-10-29 19:20","1985-11-05 17:30",198511,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,23.600,17.270,17.270,"  ","b           ",1986-10-15
CO02,ND7701OW,"1985-11-05 17:30","1985-11-12 20:20",198511,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,1226.200,57.910,57.910,"  ","b           ",1986-09-24
CO02,ND7929OW,"1985-11-12 20:20","1985-11-19 18:15",198511,4.980,6.000," ",.060," ",.027," ",.005," ",.027,<,.020," ",.510," ",.050," ",.440,456.700,-9.990,6.727,"w ","            ",1986-09-30
CO02,ND8184OW,"1985-11-19 18:15","1985-11-26 17:25",198511,5.130,4.500," ",.070," ",.019,<,.003," ",.017,<,.020," ",.140,<,.030," ",.270,297.400,31.500,31.500,"w ","            ",1986-09-24
CO02,ND8236OW,"1985-11-26 17:25","1985-12-03 19:00",198511,5.190,4.600," ",.060," ",.021," ",.014," ",.035,<,.020," ",.550," ",.070," ",.240,155.000,67.060,67.060,"w ","            ",1986-09-24
CO02,ND8560OW,"1985-12-03 19:00","1985-12-10 18:45",198512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,1206.900,52.830,52.830,"  ","b           ",1986-09-30
CO02,ND8712OW,"1985-12-10 18:45","1985-12-17 18:30",198512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,175.800,81.280,81.280,"  ","b           ",1986-09-30
CO02,ND8938OW,"1985-12-17 18:30","1985-12-24 18:00",198512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,23.300,27.430,27.430,"  ","b           ",1986-10-15
CO02,ND9108OW,"1985-12-24 18:00","1985-12-31 18:00",198512,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,87.600,15.240,15.240,"  ","b           ",1986-09-24
CO02,ND9381OW,"1985-12-31 18:00","1986-01-07 18:00",198601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,355.700,27.430,27.430,"  ","b           ",1986-09-16
CO02,ND9475OW,"1986-01-07 18:00","1986-01-14 20:00",198601,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,.000,7.110,7.110,"  ","vb          ",1986-09-16
CO02,ND9839OW,"1986-01-14 20:00","1986-01-21 18:30",198601,4.700,12.100," ",.140," ",.036," ",.016," ",.031,<,.020," ",1.200," ",.090," ",.790,126.700,59.940,59.940,"w ","            ",1986-09-30
CO02,NE0014OW,"1986-01-21 18:30","1986-01-28 18:00",198601,5.430,11.800," ",.330," ",.079,<,.018," ",.133,<,.120," ",2.480," ",.240," ",.970,17.900,12.450,12.450,wa,"            ",1990-09-18
CO02,NE0081OW,"1986-01-28 18:00","1986-02-04 18:20",198601,5.870,5.500," ",.170," ",.077,<,.019," ",.108,<,.130," ",.450," ",.260," ",.640,20.300,7.110,7.110,wa,"            ",1990-09-18
CO02,NE0290OW,"1986-02-04 18:20","1986-02-11 19:00",198602,4.690,9.200," ",.030," ",.010," ",.005," ",.023,<,.020," ",1.100," ",.070," ",.260,200.800,15.240,15.240,"w ","            ",1986-12-03
CO02,NE0535OW,"1986-02-11 19:00","1986-02-18 20:00",198602,5.160,4.900," ",.050," ",.008," ",.012," ",.042,<,.020," ",.270," ",.050," ",.260,449.200,139.190,139.190,"w ","            ",1986-12-03
CO02,NE0690OW,"1986-02-18 20:00","1986-02-25 18:50",198602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,1547.100,71.120,71.120,"  ","b           ",1986-12-03
CO02,NE0972OW,"1986-02-25 18:50","1986-03-04 19:40",198602,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,34.500,4.570,4.570,"  ","b           ",1990-09-18
CO02,NE1078OW,"1986-03-04 19:40","1986-03-11 19:40",198603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,529.700,28.450,28.450,"  ","b           ",1986-12-03
CO02,NE1343OW,"1986-03-11 19:40","1986-03-18 18:30",198603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1519.700,50.800,50.800,"  ","b           ",1986-12-03
CO02,NE1570OW,"1986-03-18 18:30","1986-03-25 17:45",198603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.000,17.270,17.270,"  ","vb          ",1986-12-03
CO02,NE1821OW,"1986-03-25 17:45","1986-04-01 17:50",198603,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,99.200,4.060,4.060,"  ","b           ",1986-12-03
CO02,NE2033OW,"1986-04-01 17:50","1986-04-08 19:15",198604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1633.800,80.260,80.260,"  ","b           ",1986-12-03
CO02,NE2185OW,"1986-04-08 19:15","1986-04-15 19:00",198604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,779.600,95.500,95.500,"  ","b           ",1986-12-03
CO02,NE2370OW,"1986-04-15 19:00","1986-04-22 17:50",198604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,638.500,47.750,47.750,"  ","b           ",1986-12-03
CO02,NE2526OW,"1986-04-22 17:50","1986-04-29 17:00",198604,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,82.300,62.990,62.990,"  ","b           ",1987-01-13
CO02,NE2834OW,"1986-04-29 17:00","1986-05-06 16:45",198605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,.000,.760,.760,"  ","vb          ",1987-01-13
CO02,NE3035OW,"1986-05-06 16:45","1986-05-13 18:00",198605,6.330,9.900," ",.750," ",.064," ",.052," ",.181,<,.020," ",1.120," ",.140," ",1.200,816.300,28.450,28.450,"w ","            ",1987-01-13
CO02,NE3181OW,"1986-05-13 18:00","1986-05-20 18:20",198605,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000,1364.000,25.400,25.400,"  ","b           ",1987-01-13
CO02,NE3431OW,"1986-05-20 18:20","1986-05-27 20:00",198605,-9.000,-9.000,<,-9.000,<,-9.000,<,-9.000," ",-9.000,<,-9.000,<,-9.000,<,-9.000,<,-9.000,8.700,.000,.000,"d ","            ",1990-09-18
CO02,NE3563OW,"1986-05-27 20:00","1986-06-03 17:15",198605,6.080,7.300," ",.130," ",.018," ",.012," ",.019," ",.650," ",1.060," ",.060," ",.860,1492.500,27.430,27.430,"w ","            ",1987-01-13
CO02,NE3876OW,"1986-06-03 17:15","1986-06-10 16:15",198606,5.100,7.300," ",.090," ",.013," ",.014," ",.014," ",.140," ",.670," ",.140," ",.580,1003.300,26.420,26.420,"w ","            ",1987-02-03
CO02,NE4068OW,"1986-06-10 16:15","1986-06-17 17:40",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,111.400,15.240,15.240,"  ","c           ",1987-02-03
CO02,NE4272OW,"1986-06-17 17:40","1986-06-24 18:45",198606,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,86.700,-7.000,.127,"  ","c           ",1987-02-03
CO02,NE4526OW,"1986-06-24 18:45","1986-07-01 16:15",198606,4.780,13.400," ",.280," ",.065," ",.097," ",.110," ",.050," ",1.400," ",.200," ",1.430,206.500,2.030,2.030,"w ","            ",1987-02-03
CO02,NE4684OW,"1986-07-01 16:15","1986-07-08 16:32",198607,5.410,7.300," ",.370," ",.052," ",.066," ",.112," ",.110," ",.930," ",.180," ",.870,2320.900,33.530,33.530,"w ","            ",1987-02-03
CO02,NE4865OW,"1986-07-08 16:32","1986-07-15 16:24",198607,4.930,10.400," ",.290," ",.050," ",.030," ",.081,<,.020," ",1.330," ",.190," ",.830,693.100,10.160,10.160,"w ","            ",1987-02-03
CO02,NE5105OW,"1986-07-15 16:24","1986-07-22 16:30",198607,4.680,13.200," ",.110," ",.021," ",.014," ",.033," ",.060," ",1.390," ",.070," ",1.000,1360.800,18.290,18.290,"w ","            ",1987-02-03
CO02,NE5320OW,"1986-07-22 16:30","1986-07-29 16:20",198607,4.810,8.500," ",.080," ",.010," ",.003," ",.027,<,.020," ",.790,<,.030," ",.540,863.800,13.210,13.210,"w ","            ",1987-02-17
