siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO02,NL3554OW,"1992-10-20 17:10","1992-10-27 16:30",199210,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,.000,10.410,10.410,"  ","vb          ",1993-03-16
CO02,NL3757OW,"1992-10-27 16:30","1992-11-03 18:30",199210,5.320,3.600," ",.040," ",.008," ",.009," ",.021," ",.020," ",.280," ",.030," ",.400,286.100,51.310,51.310,"w ","            ",1993-04-12
CO02,NL3996OW,"1992-11-03 18:30","1992-11-10 17:40",199211,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,461.400,86.360,86.360,"  ","b           ",1993-04-12
CO02,NL4217OW,"1992-11-10 17:40","1992-11-17 18:15",199211,5.530,4.300," ",.110," ",.012," ",.012," ",.068,<,.020," ",.790," ",.060," ",.400,235.900,297.180,297.180,"w ","            ",1993-04-12
CO02,NL4506OW,"1992-11-17 18:15","1992-11-25 01:30",199211,5.290,4.900," ",.070," ",.006,<,.003," ",.014," ",.090," ",.920,<,.030," ",.370,554.700,13.970,13.970,"w ","            ",1993-04-12
CO02,NL4616OW,"1992-11-25 01:30","1992-12-01 18:00",199211,4.590,20.000," ",.450," ",.062," ",.117," ",.317,<,.070," ",1.140," ",.210," ",.590,33.000,63.500,63.500,wa,"            ",1993-05-17
CO02,NL4910OW,"1992-12-01 18:00","1992-12-08 17:15",199212,4.610,37.400," ",1.290," ",.163," ",.137," ",.695," ",.170," ",7.980," ",.510," ",3.000,18.600,49.280,49.280,wa,"            ",1993-05-17
CO02,NL5093OW,"1992-12-08 17:15","1992-12-15 17:30",199212,5.190,4.800," ",.090," ",.015," ",.014," ",.022," ",.030," ",.580," ",.040," ",.350,332.500,88.900,88.900,"w ","            ",1993-05-17
CO02,NL5456OW,"1992-12-15 17:30","1992-12-22 18:45",199212,5.610,2.600," ",.020," ",.003,<,.003," ",.020,<,.020," ",.400," ",.060," ",.190,332.700,33.270,33.270,"w ","            ",1993-05-17
CO02,NL5662OW,"1992-12-22 18:45","1992-12-29 17:15",199212,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,10.200,2.790,2.790,"  ","v           ",1993-06-10
CO02,NL5818OW,"1992-12-29 17:15","1993-01-05 19:45",199301,5.520,2.300," ",.060," ",.007," ",.025," ",.051,<,.020," ",.140," ",.050," ",.190,397.800,32.770,32.770,"w ","            ",1993-06-10
CO02,NL6038OW,"1993-01-05 19:45","1993-01-12 18:15",199301,6.090,3.600," ",.070," ",.015," ",.021," ",.030,<,.020," ",.350," ",.040," ",.280,199.200,21.840,21.840,"w ","            ",1993-06-10
CO02,NL6255OW,"1993-01-12 18:15","1993-01-19 18:10",199301,5.540,2.500," ",.030," ",.005,<,.003," ",.015,<,.020," ",.230,<,.030," ",.260,337.300,29.720,29.720,"w ","            ",1993-06-10
CO02,NL6546OW,"1993-01-19 18:30","1993-01-26 17:30",199301,5.310,5.000," ",.080," ",.016," ",.021," ",.058,<,.020," ",.580," ",.080," ",.610,124.000,1.270,1.270,"w ","            ",1993-06-10
CO02,NL6840OW,"1993-01-26 17:30","1993-02-02 18:00",199301,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.800,7.370,7.370,"  ","v           ",1993-07-14
CO02,NL6996OW,"1993-02-02 18:00","1993-02-08 17:30",199302,5.140,4.500," ",.020," ",.004,<,.003," ",.018," ",.060," ",.490,<,.030," ",.330,727.700,31.750,31.750,"w ","            ",1993-07-14
CO02,NL7207OW,"1993-02-08 17:30","1993-02-16 17:50",199302,4.980,6.400," ",.030," ",.003,<,.003," ",.025," ",.090," ",.700," ",.050," ",.370,508.400,47.240,47.240,"w ","            ",1993-07-14
CO02,NL7457OW,"1993-02-16 18:00","1993-02-23 18:15",199302,4.940,7.000," ",.070," ",.010," ",.009," ",.044," ",.060," ",.610," ",.050," ",.510,446.500,82.550,82.550,"w ","            ",1993-07-14
CO02,NL7811OW,"1993-02-23 18:20","1993-03-02 17:15",199302,5.330,5.200," ",.100," ",.014," ",.005," ",.069," ",.190," ",.640," ",.080," ",.640,256.500,17.780,17.780,"w ","            ",1993-08-09
CO02,NL7964OW,"1993-03-02 17:15","1993-03-09 18:15",199303,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,.500,11.180,11.180,"  ","v           ",1993-08-09
CO02,NL8194OW,"1993-03-09 18:15","1993-03-16 17:30",199303,5.070,5.500," ",.040," ",.006," ",.014," ",.025," ",.080," ",.450," ",.040," ",.450,482.400,81.030,81.030,"w ","            ",1993-08-09
CO02,NL8560OW,"1993-03-16 17:30","1993-03-23 18:00",199303,4.860,8.500," ",.120," ",.020," ",.015," ",.042," ",.090," ",1.000," ",.060," ",.710,-9.000,31.750,31.750,"w ","            ",1993-08-09
CO02,NL8769OW,"1993-03-23 18:00","1993-03-31 19:00",199303,5.150,5.600," ",.090," ",.007," ",.006," ",.042," ",.190," ",.580," ",.040," ",.490,2132.900,41.910,41.910,"w ","            ",1993-09-14
CO02,NL8915OW,"1993-03-31 19:00","1993-04-06 17:00",199304,4.640,13.700," ",.080," ",.019," ",.010," ",.031," ",.190," ",1.310," ",.040," ",1.040,622.300,124.210,124.210,"w ","            ",1993-09-14
CO02,NL9154OW,"1993-04-06 17:00","1993-04-13 19:20",199304,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,1422.500,133.600,133.600,"  ","u           ",1993-09-14
CO02,NL9392OW,"1993-04-13 19:20","1993-04-20 16:15",199304,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,665.000,-9.990,9.795,"  ","b           ",1993-09-14
CO02,NL9622OW,"1993-04-20 16:15","1993-04-27 15:25",199304,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,541.600,90.170,90.170,"  ","b           ",1993-09-14
CO02,NL9896OW,"1993-04-27 15:45","1993-05-04 16:30",199304,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,77.700,50.800,50.800,"  ","b           ",1993-10-11
CO02,NM0121OW,"1993-05-04 16:30","1993-05-11 17:32",199305,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,106.900,107.950,107.950,"  ","b           ",1993-10-11
CO02,NM0364OW,"1993-05-11 17:32","1993-05-18 16:05",199305,5.230,5.000," ",.070," ",.013," ",.009," ",.027," ",.140," ",.690," ",.040," ",.570,1110.200,14.990,14.990,"w ","            ",1993-10-11
CO02,NM0585OW,"1993-05-18 16:05","1993-05-25 15:20",199305,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,838.000,11.430,11.430,"  ","u           ",1993-10-11
CO02,NM0836OW,"1993-05-25 15:20","1993-06-01 15:15",199305,4.910,11.900," ",.340," ",.042," ",.040," ",.114," ",.250," ",1.490," ",.150," ",1.420,402.600,3.300,3.300,"w ","            ",1993-10-11
CO02,NM1036OW,"1993-06-01 15:15","1993-06-08 16:00",199306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,348.300,8.890,8.890,"  ","c           ",1993-11-12
CO02,NM1364OW,"1993-06-08 16:15","1993-06-15 14:58",199306,5.170,9.300," ",.210," ",.032," ",.022," ",.058," ",.170," ",1.540," ",.090," ",1.210,175.100,81.280,81.280,"w ","            ",1993-11-12
CO02,NM1533OW,"1993-06-15 14:58","1993-06-22 15:30",199306,5.570,5.900," ",.330," ",.030," ",.047," ",.047," ",.080," ",.880," ",.080," ",.690,1467.600,22.100,22.100,"w ","            ",1993-11-12
CO02,NM1764OW,"1993-06-22 15:30","1993-06-29 15:15",199306,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,<,-9.000," ",-9.000," ",-9.000,16.600,-7.000,.127,"  ","c           ",1993-11-12
CO02,NM1976OW,"1993-06-29 15:15","1993-07-06 14:45",199307,5.400,4.400," ",.110," ",.014," ",.013," ",.051," ",.060," ",.550," ",.070," ",.430,796.500,21.340,21.340,"w ","            ",1993-11-12
CO02,NM2246OW,"1993-07-06 14:45","1993-07-13 15:15",199307,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,233.000,2.540,2.540,"  ","c           ",1993-12-10
CO02,NM2491OW,"1993-07-13 15:15","1993-07-20 14:45",199307,6.010,12.200," ",.310," ",.038," ",.041," ",.207," ",.650," ",1.840," ",.160," ",1.410,247.900,2.790,2.790,"w ","            ",1993-12-10
CO02,NM2723OW,"1993-07-20 14:45","1993-07-27 14:45",199307,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,86.200,1.020,1.020,"  ","c           ",1993-12-10
CO02,NM3022OW,"1993-07-27 14:45","1993-08-03 15:10",199307,6.290,13.800," ",.410," ",.057," ",.060," ",.136," ",.470," ",2.520," ",.210," ",1.570,110.300,1.520,1.520,"w ","            ",1993-12-10
CO02,NM3291OW,"1993-08-03 15:10","1993-08-10 14:45",199308,4.730,14.600," ",.220," ",.026," ",.027," ",.070," ",.290," ",1.740," ",.120," ",1.150,732.300,10.920,10.920,"w ","            ",1994-01-04
CO02,NM3436OW,"1993-08-10 14:45","1993-08-17 14:55",199308,4.620,17.400," ",.200," ",.024," ",.019," ",.105," ",.270," ",1.930," ",.120," ",1.400,566.300,6.600,6.600,"w ","            ",1994-01-04
CO02,NM3941OW,"1993-08-17 14:55","1993-08-24 16:20",199308,4.710,17.500," ",.230," ",.031," ",.029," ",.143," ",.400," ",2.440," ",.180," ",1.630,289.800,3.300,3.300,"w ","            ",1994-01-04
CO02,NM3911OW,"1993-08-24 16:20","1993-08-31 15:00",199308,4.720,23.200," ",.560," ",.062," ",.127," ",.221," ",.840," ",4.060," ",.320," ",2.390,443.900,6.860,6.860,"w ","            ",1994-01-04
CO02,NM4194OW,"1993-08-31 15:00","1993-09-07 17:00",199309,4.670,14.700," ",.270," ",.034," ",.033," ",.079," ",.320," ",1.720," ",.130," ",1.260,933.200,17.530,17.530,"w ","            ",1994-01-04
CO02,NM4340OW,"1993-09-07 17:05","1993-09-14 16:20",199309,5.090,5.100," ",.060," ",.007," ",.006," ",.023," ",.090," ",.510," ",.050," ",.350,2316.100,23.370,23.370,"w ","            ",1994-02-10
CO02,NM4737OW,"1993-09-14 16:20","1993-09-21 15:50",199309,4.820,13.200," ",.230," ",.026," ",.020," ",.100," ",.350," ",1.720," ",.100," ",1.350,473.100,10.160,10.160,"w ","            ",1994-02-10
CO02,NM4910OW,"1993-09-21 15:50","1993-09-28 16:00",199309,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,.000,-7.000,.127,"t ","            ",1994-02-10
CO02,NM5101OW,"1993-09-28 16:00","1993-10-05 16:00",199310,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1994-02-10
CO02,NM5296OW,"1993-10-05 16:00","1993-10-12 16:45",199310,6.070,4.400," ",.120," ",.019," ",.039," ",.100," ",.040," ",.480," ",.080," ",.430,193.300,19.810,19.810,"w ","            ",1994-02-10
CO02,NM5504OW,"1993-10-12 16:45","1993-10-19 16:15",199310,5.020,5.200," ",.010,<,.003," ",.003," ",.022,<,.020," ",.520,<,.030," ",.260,1276.300,33.020,33.020,"w ","            ",1994-03-17
CO02,NM5791OW,"1993-10-19 16:15","1993-10-26 15:55",199310,5.670,5.600," ",.090," ",.010," ",.008," ",.042," ",.330," ",1.050," ",.060," ",.520,487.000,5.330,5.330,"w ","            ",1994-03-17
CO02,NM6022OW,"1993-10-26 15:55","1993-11-02 17:30",199310,5.410,4.100," ",.060," ",.007," ",.003," ",.023,<,.020," ",.400," ",.030," ",.260,950.100,-9.990,13.994,"w ","            ",1994-03-17
CO02,NM6215OW,"1993-11-02 17:30","1993-11-09 17:30",199311,5.480,4.700," ",.070," ",.011," ",.014," ",.146,<,.020," ",.660," ",.100," ",.560,256.700,79.250,79.250,"w ","            ",1994-03-17
CO02,NM6496OW,"1993-11-09 17:30","1993-11-16 18:00",199311,5.230,3.400," ",.040," ",.003," ",.005," ",.018," ",.100," ",.490,<,.030," ",.310,566.800,59.690,59.690,"w ","            ",1994-04-12
CO02,NM6796OW,"1993-11-16 18:00","1993-11-23 17:15",199311,5.050,5.600," ",.080," ",.010," ",.010," ",.036," ",.060," ",.530," ",.040," ",.630,353.100,96.270,96.270,"w ","            ",1994-04-12
CO02,NM6891OW,"1993-11-23 17:15","1993-11-30 17:45",199311,5.330,4.900," ",.150," ",.022," ",.019," ",.056," ",.060," ",.600," ",.050," ",.510,231.700,80.260,80.260,"w ","            ",1994-04-12
CO02,NM7107OW,"1993-11-30 17:45","1993-12-07 17:45",199312,5.260,5.400," ",.250," ",.036," ",.067," ",.070," ",.020," ",.960," ",.110," ",.370,608.000,84.840,84.840,"w ","            ",1994-04-12
CO02,NM7326OW,"1993-12-07 17:45","1993-12-14 18:00",199312,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000," ",-9.000,590.600,67.820,67.820,"  ","u           ",1994-05-13
CO02,NM7556OW,"1993-12-14 18:00","1993-12-21 17:15",199312,5.310,3.600," ",.030," ",.003,<,.003," ",.028," ",.100," ",.520," ",.060," ",.240,354.100,70.360,70.360,"w ","            ",1994-05-13
CO02,NM7746OW,"1993-12-21 17:15","1993-12-28 17:55",199312,5.360,3.200," ",.070," ",.006," ",.004," ",.042,<,.020," ",.550," ",.060," ",.190,286.800,93.470,93.470,"w ","            ",1994-05-13
CO02,NM7871OW,"1993-12-28 18:05","1994-01-04 17:30",199312,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,164.200,56.390,56.390,"  ","l           ",1994-05-13
CO02,NN0136SW,"1994-01-04 17:30","1994-01-11 17:00",199401,4.830,7.100," ",.060," ",.009," ",.016," ",.049,<,.020," ",.570," ",.070," ",.450,126.400,97.790,97.790,"w ","            ",1994-08-09
CO02,NN0271SW,"1994-01-11 17:00","1994-01-18 17:45",199401,4.810,8.700," ",.130," ",.018," ",.015," ",.074," ",.040," ",.790," ",.120," ",.550,257.100,69.850,69.850,"w ","            ",1994-08-09
CO02,NN0476SW,"1994-01-18 17:45","1994-01-25 17:25",199401,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1994-08-09
CO02,NN0682SW,"1994-01-25 17:25","1994-02-01 17:15",199401,5.260,5.100," ",.090," ",.009," ",.025," ",.038," ",.170," ",.780," ",.040," ",.240,244.300,44.450,44.450,"w ","            ",1994-08-09
CO02,NN0909SW,"1994-02-01 17:25","1994-02-08 17:30",199402,5.190,5.800," ",.150," ",.019," ",.040," ",.042," ",.030," ",.650," ",.060," ",.260,608.500,-9.990,8.963,"w ","            ",1994-08-09
CO02,NN1122SW,"1994-02-08 17:30","1994-02-15 17:00",199402,5.020,4.800," ",.040," ",.003," ",.010," ",.027," ",.040," ",.520,<,.030," ",.220,1215.000,166.120,166.120,"w ","            ",1994-08-09
CO02,NN1329SW,"1994-02-15 17:00","1994-02-22 18:00",199402,5.140,3.900," ",.020,<,.003,<,.003," ",.021," ",.080," ",.450,<,.030," ",.140,620.900,36.580,36.580,"w ","            ",1994-09-16
CO02,NN1565SW,"1994-02-22 18:00","1994-03-01 17:50",199402,4.820,6.600," ",.050," ",.004," ",.004," ",.024," ",.050," ",.470,<,.030," ",.430,552.000,54.360,54.360,"w ","            ",1994-09-16
CO02,NN1675SW,"1994-03-01 18:00","1994-03-08 17:10",199403,5.200,5.100," ",.100," ",.008," ",.010," ",.033," ",.140," ",.670," ",.030," ",.410,441.400,23.370,23.370,"w ","            ",1994-09-16
CO02,NN1954SW,"1994-03-08 17:10","1994-03-15 17:15",199403,5.040,8.700," ",.120," ",.017," ",.012," ",.050," ",.460," ",1.360," ",.060," ",.920,301.600,27.180,27.180,"w ","            ",1994-09-16
CO02,NN2064SW,"1994-03-15 17:15","1994-03-22 17:00",199403,5.250,4.900," ",.170," ",.018," ",.019," ",.097," ",.090," ",.650," ",.060," ",.450,410.700,31.240,31.240,"w ","            ",1994-09-16
CO02,NN2311SW,"1994-03-22 17:00","1994-03-29 18:15",199403,5.090,9.200," ",.120," ",.012," ",.003," ",.055," ",.140," ",.890," ",.040," ",.450,1170.000,125.730,125.730,"w ","            ",1994-10-13
CO02,NN2507SW,"1994-03-29 18:15","1994-04-05 16:20",199404,6.230,6.400," ",.410," ",.038," ",.033," ",.046," ",.370," ",1.030," ",.080," ",.500,938.200,26.160,26.160,"w ","            ",1994-10-13
CO02,NN2762SW,"1994-04-05 16:20","1994-04-12 17:00",199404,5.160,5.400," ",.050," ",.005," ",.011," ",.022," ",.100," ",.530," ",.040," ",.380,1081.600,59.690,59.690,"w ","            ",1994-10-13
CO02,NN2940SW,"1994-04-12 17:00","1994-04-19 16:15",199404,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,93.700,14.480,14.480,"  ","c           ",1994-10-13
CO02,NN3154SW,"1994-04-19 16:15","1994-04-26 16:50",199404,4.970,13.900," ",.500," ",.066," ",.036," ",.115," ",.470," ",1.600," ",.120," ",1.990,545.500,28.450,28.450,"w ","            ",1994-10-13
CO02,NN3354SW,"1994-04-26 17:00","1994-05-03 16:15",199404,4.930,6.000," ",.030," ",.004," ",.004," ",.014," ",.110," ",.640,<,.030," ",.320,1117.500,19.050,19.050,"w ","            ",1994-11-09
CO02,NN3606SW,"1994-05-03 16:15","1994-05-10 16:30",199405,4.870,13.200," ",.310," ",.036," ",.019," ",.046," ",.420," ",1.820," ",.050," ",1.240,511.800,10.160,10.160,"w ","            ",1994-11-09
CO02,NN3796SW,"1994-05-10 16:30","1994-05-17 15:10",199405,5.360,11.900," ",.370," ",.044," ",.047," ",.158," ",.710," ",2.030," ",.090," ",1.500,535.900,7.370,7.370,"w ","            ",1994-11-09
CO02,NN3981SW,"1994-05-17 15:10","1994-05-24 16:50",199405,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1994-11-09
CO02,NN4241SW,"1994-05-24 16:50","1994-05-31 15:15",199405,5.170,8.700," ",.150," ",.019," ",.017," ",.026," ",.520," ",1.360," ",.050," ",.920,1799.700,25.910,25.910,"w ","            ",1994-11-09
CO02,NN4498SW,"1994-05-31 15:15","1994-06-07 15:10",199406,4.710,16.600," ",.420," ",.056," ",.070," ",.065," ",.450," ",1.890," ",.100," ",1.680,406.100,4.570,4.570,"w ","            ",1994-11-14
CO02,NN4629SW,"1994-06-07 15:10","1994-06-14 15:45",199406,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000,.000,.000,.000,"d ","            ",1994-11-14
CO02,NN4837SW,"1994-06-14 15:45","1994-06-21 18:30",199406,4.870,10.500," ",.150," ",.021," ",.082," ",.037," ",.240," ",1.160," ",.070," ",.750,1132.300,14.480,14.480,"w ","            ",1994-11-14
CO02,NN5074SW,"1994-06-21 18:30","1994-06-28 15:15",199406,4.850,7.600," ",.030," ",.003," ",.013," ",.021,<,.020," ",.560,<,.030," ",.290,314.000,3.810,3.810,"w ","            ",1994-11-14
CO02,NN5265SW,"1994-06-28 15:15","1994-07-05 15:45",199407,5.390,6.800," ",.280," ",.030," ",.036," ",.045," ",.190," ",.760," ",.070," ",.590,961.300,14.990,14.990,"w ","            ",1994-11-29
CO02,NN5539SW,"1994-07-05 15:45","1994-07-12 15:15",199407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,3.000,.250,.250,"  ","v           ",1994-11-29
CO02,NN5709SW,"1994-07-12 15:15","1994-07-19 16:00",199407,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,264.300,3.560,3.560,"  ","c           ",1994-11-29
CO02,NN5960SW,"1994-07-19 16:00","1994-07-26 15:10",199407,4.660,24.300," ",.730," ",.078," ",.147," ",.097," ",.870," ",3.440," ",.310," ",2.400,338.000,5.080,5.080,"w ","            ",1994-11-29
CO02,NN6116SW,"1994-07-26 15:10","1994-08-02 16:15",199407,4.690,13.100," ",.140," ",.019," ",.041," ",.059," ",.280," ",1.310," ",.120," ",.900,2097.200,29.460,29.460,"w ","            ",1995-01-12
CO02,NN6415SW,"1994-08-02 16:15","1994-08-09 15:10",199408,4.650,16.300," ",.280," ",.036," ",.036," ",.068," ",.100," ",1.860," ",.140," ",1.200,1045.500,12.700,12.700,"w ","            ",1995-01-12
CO02,NN6564SW,"1994-08-09 15:10","1994-08-16 18:45",199408,4.670,13.200," ",.070," ",.011," ",.007," ",.021," ",.300," ",1.300," ",.060," ",.890,1234.900,17.020,17.020,"w ","            ",1995-01-12
CO02,NN6754SW,"1994-08-16 18:45","1994-08-23 15:10",199408,4.750,10.900," ",.110," ",.010," ",.022," ",.015," ",.250," ",1.010," ",.100," ",.690,1051.200,13.460,13.460,"w ","            ",1995-01-12
CO02,NN7049SW,"1994-08-23 15:10","1994-08-30 15:30",199408,4.560,15.700," ",.130," ",.015," ",.013," ",.039," ",.200," ",1.580," ",.090," ",.960,1154.000,15.240,15.240,"w ","            ",1995-01-18
CO02,NN7191SW,"1994-08-30 15:30","1994-09-06 15:30",199409,4.570,17.400," ",.220," ",.043," ",.033," ",.158," ",.290," ",1.950," ",.240," ",1.260,211.800,3.810,3.810,"w ","            ",1995-01-18
CO02,NN7354SW,"1994-09-06 15:30","1994-09-13 15:40",199409,4.260,29.000," ",.250," ",.027," ",.017," ",.047," ",.220," ",3.290," ",.080," ",1.530,653.800,8.640,8.640,"w ","            ",1995-01-18
CO02,NN7570SW,"1994-09-13 15:40","1994-09-20 17:00",199409,4.390,22.900," ",.190," ",.022," ",.011," ",.046," ",.330," ",2.350," ",.090," ",1.570,919.900,12.700,12.700,"w ","            ",1995-01-18
CO02,NN7787SW,"1994-09-20 17:00","1994-09-27 15:30",199409,4.600,15.900," ",.220," ",.024," ",.026," ",.031," ",.280," ",1.690," ",.070," ",1.280,809.200,12.190,12.190,"w ","            ",1995-02-21
CO02,NN8030SW,"1994-09-27 15:30","1994-10-04 15:30",199409,4.790,9.500," ",.070," ",.009," ",.013," ",.025," ",.160," ",.890," ",.060," ",.660,570.600,11.180,11.180,"w ","            ",1995-02-21
CO02,NN8216SW,"1994-10-04 15:30","1994-10-11 15:45",199410,4.730,10.300," ",.020,<,.003," ",.005," ",.016," ",.210," ",.780,<,.030," ",.830,1091.800,70.610,70.610,"w ","            ",1995-02-21
CO02,NN8445SW,"1994-10-11 15:45","1994-10-18 16:25",199410,5.050,4.500," ",.010,<,.003,<,.003," ",.034," ",.050," ",.440," ",.070," ",.190,822.400,68.070,68.070,"w ","            ",1995-02-21
CO02,NN8642SW,"1994-10-18 16:25","1994-10-25 15:30",199410,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.900,2.540,2.540,"  ","v           ",1995-04-19
CO02,NN8822SW,"1994-10-25 15:30","1994-11-01 16:30",199410,4.460,20.800," ",.230," ",.026," ",.096," ",.169," ",.280," ",2.870," ",.260," ",.960,114.400,9.650,9.650,"w ","            ",1995-04-19
CO02,NN9060SW,"1994-11-01 16:30","1994-11-08 17:15",199411,5.130,4.300," ",.060," ",.004," ",.013," ",.019," ",.060," ",.580," ",.040," ",.180,348.700,6.600,6.600,"w ","            ",1995-04-19
CO02,NN9268SW,"1994-11-08 17:15","1994-11-15 16:30",199411,5.000,5.000," ",.050," ",.007," ",.013," ",.036," ",.060," ",.400," ",.060," ",.330,156.700,38.860,38.860,"w ","            ",1995-04-19
CO02,NN9490SW,"1994-11-15 16:30","1994-11-22 17:10",199411,4.950,6.200," ",.040," ",.007," ",.011," ",.035," ",.070," ",.540," ",.050," ",.370,222.500,27.940,27.940,"w ","            ",1995-05-09
CO02,NN9610SW,"1994-11-22 17:10","1994-11-29 17:15",199411,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,19.800,55.630,55.630,"  ","v           ",1995-05-09
CO02,NN9872SW,"1994-11-29 17:15","1994-12-06 16:45",199412,5.220,3.300," ",.050," ",.007," ",.010," ",.014," ",.040," ",.270," ",.040," ",.110,115.600,49.020,49.020,"w ","            ",1995-05-09
CO02,NO0061SW,"1994-12-06 16:45","1994-12-13 17:00",199412,5.090,4.200," ",.020," ",.006," ",.011," ",.029," ",.060," ",.320," ",.050," ",.220,69.100,13.720,13.720,"w ","            ",1995-05-09
CO02,NO0319SW,"1994-12-13 17:00","1994-12-20 17:00",199412,4.790,9.800," ",.180," ",.027," ",.032," ",.261," ",.040," ",1.240," ",.360," ",.460,41.200,84.070,84.070,"w ","            ",1995-06-02
CO02,NO0495SW,"1994-12-20 17:00","1994-12-27 16:10",199412,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,<,-9.000," ",-9.000," ",-9.000,<,-9.000,.000,1.270,1.270,"  ","v           ",1995-06-02
CO02,NO0716SW,"1994-12-27 16:10","1995-01-03 17:15",199412,4.920,6.100," ",.020," ",.004,<,.003," ",.029," ",.090," ",.840," ",.050," ",.150,284.100,60.710,60.710,"w ","            ",1995-06-02
CO02,NO0969SW,"1995-01-03 17:15","1995-01-10 17:00",199501,5.060,5.100," ",.030," ",.005," ",.006," ",.037," ",.030," ",.400," ",.070," ",.250,154.600,97.030,97.030,"w ","            ",1995-06-02
CO02,NO1192SW,"1995-01-10 17:00","1995-01-17 19:30",199501,4.950,6.500," ",.030," ",.006," ",.007," ",.056," ",.070," ",.490," ",.090," ",.410,118.700,98.550,98.550,"w ","            ",1995-06-02
CO02,NO1435SW,"1995-01-17 19:30","1995-01-24 17:50",199501,-9.000,-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000," ",-9.000,6.600,-9.990,.097,"t ","            ",1995-07-11
CO02,NO1600SW,"1995-01-24 17:50","1995-01-31 18:45",199501,4.900,7.000," ",.070," ",.011," ",.037," ",.078," ",.050," ",.740," ",.140," ",.350,82.200,10.160,10.160,"w ","            ",1995-07-11
