"date" "yr" "mon" "d" "TX" "TN" "TG"
"177" 1982-01-01 1982 1 1 -10 -15 -12.5
"178" 1982-01-02 1982 1 2 -14 -20 -17
"179" 1982-01-03 1982 1 3 -19 -22 -20.5
"180" 1982-01-04 1982 1 4 -10 -22 -16
"181" 1982-01-05 1982 1 5 -10 -12 -11
"182" 1982-01-06 1982 1 6 -12 -27 -19.5
"183" 1982-01-07 1982 1 7 -17 -26 -21.5
"184" 1982-01-08 1982 1 8 -13 -19 -16
"185" 1982-01-09 1982 1 9 -8 -13 -10.5
"186" 1982-01-10 1982 1 10 -11 -13 -12
"187" 1982-01-11 1982 1 11 -9 -16 -12.5
"188" 1982-01-12 1982 1 12 -17 -21 -19
"189" 1982-01-13 1982 1 13 -16 -22 -19
"190" 1982-01-14 1982 1 14 -13 -16 -14.5
"191" 1982-01-15 1982 1 15 -16 -17 -16.5
"192" 1982-01-16 1982 1 16 -11 -17 -14
"193" 1982-01-17 1982 1 17 -7 -10 -8.5
"194" 1982-01-18 1982 1 18 -8 -13 -10.5
"195" 1982-01-19 1982 1 19 -9 -13 -11
"196" 1982-01-20 1982 1 20 -14 -16 -15
"197" 1982-01-21 1982 1 21 -11 -16 -13.5
"198" 1982-01-22 1982 1 22 -17 -25 -21
"199" 1982-01-23 1982 1 23 -13 -26 -19.5
"200" 1982-01-24 1982 1 24 -7 -12 -9.5
"201" 1982-01-25 1982 1 25 -4 -13 -8.5
"202" 1982-01-26 1982 1 26 0 -7 -3.5
"203" 1982-01-27 1982 1 27 -7 -17 -12
"204" 1982-01-28 1982 1 28 -7 -14 -10.5
"205" 1982-01-29 1982 1 29 -12 -18 -15
"206" 1982-01-30 1982 1 30 -12 -16 -14
"207" 1982-01-31 1982 1 31 -13 -16 -14.5
"208" 1982-02-01 1982 2 1 -15 -21 -18
"209" 1982-02-02 1982 2 2 -17 -25 -21
"210" 1982-02-03 1982 2 3 -17 -25 -21
"211" 1982-02-04 1982 2 4 -15 -27 -21
"212" 1982-02-05 1982 2 5 -27 -30 -28.5
"213" 1982-02-06 1982 2 6 -15 -29 -22
"214" 1982-02-07 1982 2 7 -10 -16 -13
"215" 1982-02-08 1982 2 8 -14 -22 -18
"216" 1982-02-09 1982 2 9 -17 -23 -20
"217" 1982-02-10 1982 2 10 -15 -20 -17.5
"218" 1982-02-11 1982 2 11 -8 -20 -14
"219" 1982-02-12 1982 2 12 -10 -18 -14
"220" 1982-02-13 1982 2 13 -6 -12 -9
"221" 1982-02-14 1982 2 14 -6 -10 -8
"222" 1982-02-15 1982 2 15 -6 -10 -8
"223" 1982-02-16 1982 2 16 -3 -11 -7
"224" 1982-02-17 1982 2 17 -8 -12 -10
"225" 1982-02-18 1982 2 18 -3 -15 -9
"226" 1982-02-19 1982 2 19 -4 -11 -7.5
"227" 1982-02-20 1982 2 20 -1 -7 -4
"228" 1982-02-21 1982 2 21 2 -6 -2
"229" 1982-02-22 1982 2 22 0 -6 -3
"230" 1982-02-23 1982 2 23 -5 -9 -7
"231" 1982-02-24 1982 2 24 -5 -11 -8
"232" 1982-02-25 1982 2 25 -4 -14 -9
"233" 1982-02-26 1982 2 26 -6 -13 -9.5
"234" 1982-02-27 1982 2 27 -7 -11 -9
"235" 1982-02-28 1982 2 28 -6 -11 -8.5
"236" 1982-03-01 1982 3 1 -3 -8 -5.5
"237" 1982-03-02 1982 3 2 -6 -11 -8.5
"238" 1982-03-03 1982 3 3 -6 -13 -9.5
"239" 1982-03-04 1982 3 4 -13 -18 -15.5
"240" 1982-03-05 1982 3 5 -10 -19 -14.5
"241" 1982-03-06 1982 3 6 -16 -20 -18
"242" 1982-03-07 1982 3 7 -11 -16 -13.5
"243" 1982-03-08 1982 3 8 -8 -12 -10
"244" 1982-03-09 1982 3 9 -8 -12 -10
"245" 1982-03-10 1982 3 10 -7 -9 -8
"246" 1982-03-11 1982 3 11 -3 -9 -6
"247" 1982-03-12 1982 3 12 -6 -15 -10.5
"248" 1982-03-13 1982 3 13 -2 -11 -6.5
"249" 1982-03-14 1982 3 14 -4 -8 -6
"250" 1982-03-15 1982 3 15 -6 -11 -8.5
"251" 1982-03-16 1982 3 16 -4 -12 -8
"252" 1982-03-17 1982 3 17 -5 -13 -9
"253" 1982-03-18 1982 3 18 -2 -12 -7
"254" 1982-03-19 1982 3 19 -8 -18 -13
"255" 1982-03-20 1982 3 20 -15 -20 -17.5
"256" 1982-03-21 1982 3 21 -12 -19 -15.5
"257" 1982-03-22 1982 3 22 -9 -17 -13
"258" 1982-03-23 1982 3 23 -9 -16 -12.5
"259" 1982-03-24 1982 3 24 -8 -14 -11
"260" 1982-03-25 1982 3 25 -4 -13 -8.5
"261" 1982-03-26 1982 3 26 -4 -10 -7
"262" 1982-03-27 1982 3 27 -3 -11 -7
"263" 1982-03-28 1982 3 28 -1 -10 -5.5
"264" 1982-03-29 1982 3 29 -4 -18 -11
"265" 1982-03-30 1982 3 30 -14 -18 -16
"266" 1982-03-31 1982 3 31 -4 -16 -10
"267" 1982-04-01 1982 4 1 1 -7 -3
"268" 1982-04-02 1982 4 2 -7 -18 -12.5
"269" 1982-04-03 1982 4 3 -5 -15 -10
"270" 1982-04-04 1982 4 4 -2 -15 -8.5
"271" 1982-04-05 1982 4 5 -11 -20 -15.5
"272" 1982-04-06 1982 4 6 -7 -11 -9
"273" 1982-04-07 1982 4 7 -9 -19 -14
"274" 1982-04-08 1982 4 8 -15 -20 -17.5
"275" 1982-04-09 1982 4 9 -11 -20 -15.5
"276" 1982-04-10 1982 4 10 -7 -18 -12.5
"277" 1982-04-11 1982 4 11 2 -10 -4
"278" 1982-04-12 1982 4 12 -1 -7 -4
"279" 1982-04-13 1982 4 13 0 -8 -4
"280" 1982-04-14 1982 4 14 2 -7 -2.5
"281" 1982-04-15 1982 4 15 -1 -9 -5
"282" 1982-04-16 1982 4 16 -10 -17 -13.5
"283" 1982-04-17 1982 4 17 -3 -15 -9
"284" 1982-04-18 1982 4 18 -3 -13 -8
"285" 1982-04-19 1982 4 19 -14 -20 -17
"286" 1982-04-20 1982 4 20 -14 -24 -19
"287" 1982-04-21 1982 4 21 -2 -21 -11.5
"288" 1982-04-22 1982 4 22 -2 -16 -9
"289" 1982-04-23 1982 4 23 1 -10 -4.5
"290" 1982-04-24 1982 4 24 -1 -8 -4.5
"291" 1982-04-25 1982 4 25 -1 -8 -4.5
"292" 1982-04-26 1982 4 26 -2 -10 -6
"293" 1982-04-27 1982 4 27 -6 -11 -8.5
"294" 1982-04-28 1982 4 28 -2 -12 -7
"295" 1982-04-29 1982 4 29 -3 -10 -6.5
"296" 1982-04-30 1982 4 30 -2 -12 -7
"297" 1982-05-01 1982 5 1 4 -5 -0.5
"298" 1982-05-02 1982 5 2 6 -3 1.5
"299" 1982-05-03 1982 5 3 0 -4 -2
"300" 1982-05-04 1982 5 4 0 -6 -3
"301" 1982-05-05 1982 5 5 -4 -13 -8.5
"302" 1982-05-06 1982 5 6 -8 -16 -12
"303" 1982-05-07 1982 5 7 -4 -10 -7
"304" 1982-05-08 1982 5 8 1 -7 -3
"305" 1982-05-09 1982 5 9 2 -4 -1
"306" 1982-05-10 1982 5 10 0 -9 -4.5
"307" 1982-05-11 1982 5 11 -3 -7 -5
"308" 1982-05-12 1982 5 12 -4 -9 -6.5
"309" 1982-05-13 1982 5 13 -5 -9 -7
"310" 1982-05-14 1982 5 14 -5 -10 -7.5
"311" 1982-05-15 1982 5 15 -2 -9 -5.5
"312" 1982-05-16 1982 5 16 -1 -7 -4
"313" 1982-05-17 1982 5 17 -1 -7 -4
"314" 1982-05-18 1982 5 18 3 -4 -0.5
"315" 1982-05-19 1982 5 19 5 -6 -0.5
"316" 1982-05-20 1982 5 20 -3 -7 -5
"317" 1982-05-21 1982 5 21 3 -8 -2.5
"318" 1982-05-22 1982 5 22 9 -6 1.5
"319" 1982-05-23 1982 5 23 5 -4 0.5
"320" 1982-05-24 1982 5 24 3 -7 -2
"321" 1982-05-25 1982 5 25 -3 -10 -6.5
"322" 1982-05-26 1982 5 26 4 -9 -2.5
"323" 1982-05-27 1982 5 27 8 1 4.5
"324" 1982-05-28 1982 5 28 3 -4 -0.5
"325" 1982-05-29 1982 5 29 5 -5 0
"326" 1982-05-30 1982 5 30 1 -6 -2.5
"327" 1982-05-31 1982 5 31 3 -8 -2.5
"328" 1982-06-01 1982 6 1 5 -5 0
"329" 1982-06-02 1982 6 2 3 -6 -1.5
"330" 1982-06-03 1982 6 3 0 -6 -3
"331" 1982-06-04 1982 6 4 2 -3 -0.5
"332" 1982-06-05 1982 6 5 5 -3 1
"333" 1982-06-06 1982 6 6 0 -7 -3.5
"334" 1982-06-07 1982 6 7 7 -6 0.5
"335" 1982-06-08 1982 6 8 5 -4 0.5
"336" 1982-06-09 1982 6 9 0 -6 -3
"337" 1982-06-10 1982 6 10 4 -2 1
"338" 1982-06-11 1982 6 11 2 -3 -0.5
"339" 1982-06-12 1982 6 12 6 -2 2
"340" 1982-06-13 1982 6 13 9 -1 4
"341" 1982-06-14 1982 6 14 5 -2 1.5
"342" 1982-06-15 1982 6 15 1 -5 -2
"343" 1982-06-16 1982 6 16 9 -1 4
"344" 1982-06-17 1982 6 17 5 -2 1.5
"345" 1982-06-18 1982 6 18 1 -6 -2.5
"346" 1982-06-19 1982 6 19 10 -9 0.5
"347" 1982-06-20 1982 6 20 9 -2 3.5
"348" 1982-06-21 1982 6 21 8 -2 3
"349" 1982-06-22 1982 6 22 8 0 4
"350" 1982-06-23 1982 6 23 8 1 4.5
"351" 1982-06-24 1982 6 24 7 -2 2.5
"352" 1982-06-25 1982 6 25 11 -1 5
"353" 1982-06-26 1982 6 26 5 -2 1.5
"354" 1982-06-27 1982 6 27 11 1 6
"355" 1982-06-28 1982 6 28 25 6 15.5
"356" 1982-06-29 1982 6 29 13 5 9
"357" 1982-06-30 1982 6 30 13 1 7
"358" 1982-07-01 1982 7 1 10 1 5.5
"359" 1982-07-02 1982 7 2 10 1 5.5
"360" 1982-07-03 1982 7 3 13 4 8.5
"361" 1982-07-04 1982 7 4 13 4 8.5
"362" 1982-07-05 1982 7 5 11 3 7
"363" 1982-07-06 1982 7 6 8 -3 2.5
"364" 1982-07-07 1982 7 7 11 1 6
"365" 1982-07-08 1982 7 8 11 4 7.5
"366" 1982-07-09 1982 7 9 9 1 5
"367" 1982-07-10 1982 7 10 11 2 6.5
"368" 1982-07-11 1982 7 11 12 4 8
"369" 1982-07-12 1982 7 12 12 5 8.5
"370" 1982-07-13 1982 7 13 13 3 8
"371" 1982-07-14 1982 7 14 15 4 9.5
"372" 1982-07-15 1982 7 15 15 4 9.5
"373" 1982-07-16 1982 7 16 13 6 9.5
"374" 1982-07-17 1982 7 17 12 5 8.5
"375" 1982-07-18 1982 7 18 13 4 8.5
"376" 1982-07-19 1982 7 19 14 4 9
"377" 1982-07-20 1982 7 20 17 5 11
"378" 1982-07-21 1982 7 21 17 6 11.5
"379" 1982-07-22 1982 7 22 16 7 11.5
"380" 1982-07-23 1982 7 23 17 9 13
"381" 1982-07-24 1982 7 24 18 7 12.5
"382" 1982-07-25 1982 7 25 15 6 10.5
"383" 1982-07-26 1982 7 26 13 4 8.5
"384" 1982-07-27 1982 7 27 7 0 3.5
"385" 1982-07-28 1982 7 28 9 2 5.5
"386" 1982-07-29 1982 7 29 5 1 3
"387" 1982-07-30 1982 7 30 10 -1 4.5
"388" 1982-07-31 1982 7 31 13 3 8
"389" 1982-08-01 1982 8 1 15 4 9.5
"390" 1982-08-02 1982 8 2 12 4 8
"391" 1982-08-03 1982 8 3 11 4 7.5
"392" 1982-08-04 1982 8 4 10 3 6.5
"393" 1982-08-05 1982 8 5 14 2 8
"394" 1982-08-06 1982 8 6 13 3 8
"395" 1982-08-07 1982 8 7 12 2 7
"396" 1982-08-08 1982 8 8 11 2 6.5
"397" 1982-08-09 1982 8 9 12 4 8
"398" 1982-08-10 1982 8 10 12 3 7.5
"399" 1982-08-11 1982 8 11 11 3 7
"400" 1982-08-12 1982 8 12 12 4 8
"401" 1982-08-13 1982 8 13 11 3 7
"402" 1982-08-14 1982 8 14 13 4 8.5
"403" 1982-08-15 1982 8 15 12 4 8
"404" 1982-08-16 1982 8 16 13 3 8
"405" 1982-08-17 1982 8 17 14 4 9
"406" 1982-08-18 1982 8 18 14 5 9.5
"407" 1982-08-19 1982 8 19 16 4 10
"408" 1982-08-20 1982 8 20 14 3 8.5
"409" 1982-08-21 1982 8 21 13 4 8.5
"410" 1982-08-22 1982 8 22 14 4 9
"411" 1982-08-23 1982 8 23 13 3 8
"412" 1982-08-24 1982 8 24 7 0 3.5
"413" 1982-08-25 1982 8 25 11 3 7
"414" 1982-08-26 1982 8 26 11 4 7.5
"415" 1982-08-27 1982 8 27 11 2 6.5
"416" 1982-08-28 1982 8 28 12 4 8
"417" 1982-08-29 1982 8 29 10 4 7
"418" 1982-08-30 1982 8 30 12 5 8.5
"419" 1982-08-31 1982 8 31 12 4 8
"420" 1982-09-01 1982 9 1 11 4 7.5
"421" 1982-09-02 1982 9 2 12 2 7
"422" 1982-09-03 1982 9 3 12 1 6.5
"423" 1982-09-04 1982 9 4 13 4 8.5
"424" 1982-09-05 1982 9 5 7 1 4
"425" 1982-09-06 1982 9 6 10 0 5
"426" 1982-09-07 1982 9 7 11 1 6
"427" 1982-09-08 1982 9 8 6 2 4
"428" 1982-09-09 1982 9 9 11 3 7
"429" 1982-09-10 1982 9 10 11 3 7
"430" 1982-09-11 1982 9 11 3 -3 0
"431" 1982-09-12 1982 9 12 0 -4 -2
"432" 1982-09-13 1982 9 13 -1 -6 -3.5
"433" 1982-09-14 1982 9 14 -3 -7 -5
"434" 1982-09-15 1982 9 15 4 -4 0
"435" 1982-09-16 1982 9 16 9 1 5
"436" 1982-09-17 1982 9 17 6 -1 2.5
"437" 1982-09-18 1982 9 18 7 -1 3
"438" 1982-09-19 1982 9 19 4 -3 0.5
"439" 1982-09-20 1982 9 20 6 -2 2
"440" 1982-09-21 1982 9 21 9 1 5
"441" 1982-09-22 1982 9 22 9 1 5
"442" 1982-09-23 1982 9 23 9 1 5
"443" 1982-09-24 1982 9 24 8 0 4
"444" 1982-09-25 1982 9 25 6 2 4
"445" 1982-09-26 1982 9 26 7 2 4.5
"446" 1982-09-27 1982 9 27 9 -3 3
"447" 1982-09-28 1982 9 28 -3 -7 -5
"448" 1982-09-29 1982 9 29 1 -7 -3
"449" 1982-09-30 1982 9 30 -1 -7 -4
"450" 1982-10-01 1982 10 1 2 -7 -2.5
"451" 1982-10-02 1982 10 2 2 -9 -3.5
"452" 1982-10-03 1982 10 3 6 0 3
"453" 1982-10-04 1982 10 4 6 -1 2.5
"454" 1982-10-05 1982 10 5 5 -9 -2
"455" 1982-10-06 1982 10 6 1 -10 -4.5
"456" 1982-10-07 1982 10 7 9 -1 4
"457" 1982-10-08 1982 10 8 -1 -14 -7.5
"458" 1982-10-09 1982 10 9 -11 -14 -12.5
"459" 1982-10-10 1982 10 10 -4 -13 -8.5
"460" 1982-10-11 1982 10 11 -6 -12 -9
"461" 1982-10-12 1982 10 12 -5 -11 -8
"462" 1982-10-13 1982 10 13 -5 -10 -7.5
"463" 1982-10-14 1982 10 14 2 -7 -2.5
"464" 1982-10-15 1982 10 15 4 -4 0
"465" 1982-10-16 1982 10 16 0 -2 -1
"466" 1982-10-17 1982 10 17 3 -4 -0.5
"467" 1982-10-18 1982 10 18 3 -7 -2
"468" 1982-10-19 1982 10 19 -7 -16 -11.5
"469" 1982-10-20 1982 10 20 -3 -7 -5
"470" 1982-10-21 1982 10 21 -1 -7 -4
"471" 1982-10-22 1982 10 22 0 -5 -2.5
"472" 1982-10-23 1982 10 23 2 -4 -1
"473" 1982-10-24 1982 10 24 5 -2 1.5
"474" 1982-10-25 1982 10 25 0 -3 -1.5
"475" 1982-10-26 1982 10 26 1 -3 -1
"476" 1982-10-27 1982 10 27 -4 -15 -9.5
"477" 1982-10-28 1982 10 28 -11 -15 -13
"478" 1982-10-29 1982 10 29 -5 -12 -8.5
"479" 1982-10-30 1982 10 30 -1 -6 -3.5
"480" 1982-10-31 1982 10 31 -5 -7 -6
"481" 1982-11-01 1982 11 1 -6 -14 -10
"482" 1982-11-02 1982 11 2 -13 -18 -15.5
"483" 1982-11-03 1982 11 3 -13 -18 -15.5
"484" 1982-11-04 1982 11 4 -8 -15 -11.5
"485" 1982-11-05 1982 11 5 -6 -8 -7
"486" 1982-11-06 1982 11 6 -2 -8 -5
"487" 1982-11-07 1982 11 7 -1 -7 -4
"488" 1982-11-08 1982 11 8 -1 -5 -3
"489" 1982-11-09 1982 11 9 -2 -8 -5
"490" 1982-11-10 1982 11 10 -2 -9 -5.5
"491" 1982-11-11 1982 11 11 -8 -15 -11.5
"492" 1982-11-12 1982 11 12 -10 -18 -14
"493" 1982-11-13 1982 11 13 -9 -18 -13.5
"494" 1982-11-14 1982 11 14 -3 -19 -11
"495" 1982-11-15 1982 11 15 -7 -11 -9
"496" 1982-11-16 1982 11 16 -6 -12 -9
"497" 1982-11-17 1982 11 17 -4 -9 -6.5
"498" 1982-11-18 1982 11 18 -4 -7 -5.5
"499" 1982-11-19 1982 11 19 -5 -14 -9.5
"500" 1982-11-20 1982 11 20 -13 -15 -14
"501" 1982-11-21 1982 11 21 -11 -15 -13
"502" 1982-11-22 1982 11 22 -11 -18 -14.5
"503" 1982-11-23 1982 11 23 -11 -20 -15.5
"504" 1982-11-24 1982 11 24 -2 -11 -6.5
"505" 1982-11-25 1982 11 25 -10 -14 -12
"506" 1982-11-26 1982 11 26 -1 -14 -7.5
"507" 1982-11-27 1982 11 27 -2 -12 -7
"508" 1982-11-28 1982 11 28 -9 -13 -11
"509" 1982-11-29 1982 11 29 -9 -13 -11
"510" 1982-11-30 1982 11 30 -5 -13 -9
"511" 1982-12-01 1982 12 1 -6 -15 -10.5
"512" 1982-12-02 1982 12 2 -15 -16 -15.5
"513" 1982-12-03 1982 12 3 -4 -16 -10
"514" 1982-12-04 1982 12 4 -3 -12 -7.5
"515" 1982-12-05 1982 12 5 -10 -13 -11.5
"516" 1982-12-06 1982 12 6 -3 -13 -8
"517" 1982-12-07 1982 12 7 -7 -16 -11.5
"518" 1982-12-08 1982 12 8 -3 -9 -6
"519" 1982-12-09 1982 12 9 -1 -5 -3
"520" 1982-12-10 1982 12 10 -1 -9 -5
"521" 1982-12-11 1982 12 11 -6 -11 -8.5
"522" 1982-12-12 1982 12 12 -4 -7 -5.5
"523" 1982-12-13 1982 12 13 -4 -14 -9
"524" 1982-12-14 1982 12 14 -15 -19 -17
"525" 1982-12-15 1982 12 15 -11 -18 -14.5
"526" 1982-12-16 1982 12 16 -4 -10 -7
"527" 1982-12-17 1982 12 17 -3 -9 -6
"528" 1982-12-18 1982 12 18 -9 -18 -13.5
"529" 1982-12-19 1982 12 19 -9 -16 -12.5
"530" 1982-12-20 1982 12 20 -4 -9 -6.5
"531" 1982-12-21 1982 12 21 -3 -8 -5.5
"532" 1982-12-22 1982 12 22 -5 -10 -7.5
"533" 1982-12-23 1982 12 23 -3 -12 -7.5
"534" 1982-12-24 1982 12 24 -12 -18 -15
"535" 1982-12-25 1982 12 25 -10 -19 -14.5
"536" 1982-12-26 1982 12 26 -3 -15 -9
"537" 1982-12-27 1982 12 27 -9 -22 -15.5
"538" 1982-12-28 1982 12 28 -21 -25 -23
"539" 1982-12-29 1982 12 29 -18 -23 -20.5
"540" 1982-12-30 1982 12 30 -17 -23 -20
"541" 1982-12-31 1982 12 31 -3 -20 -11.5
"542" 1983-01-01 1983 1 1 -5 -13 -9
"543" 1983-01-02 1983 1 2 -10 -13 -11.5
"544" 1983-01-03 1983 1 3 -9 -14 -11.5
"545" 1983-01-04 1983 1 4 -11 -14 -12.5
"546" 1983-01-05 1983 1 5 -7 -10 -8.5
"547" 1983-01-06 1983 1 6 -6 -7 -6.5
"548" 1983-01-07 1983 1 7 -8 -10 -9
"549" 1983-01-08 1983 1 8 -6 -16 -11
"550" 1983-01-09 1983 1 9 -16 -20 -18
"551" 1983-01-10 1983 1 10 -12 -20 -16
"552" 1983-01-11 1983 1 11 -5 -12 -8.5
"553" 1983-01-12 1983 1 12 -3 -6 -4.5
"554" 1983-01-13 1983 1 13 -3 -5 -4
"555" 1983-01-14 1983 1 14 -5.9 -10.5 -8.2
"556" 1983-01-15 1983 1 15 -3.6 -10.9 -7.25
"557" 1983-01-16 1983 1 16 -1 -6 -3.5
"558" 1983-01-17 1983 1 17 0 -9 -4.5
"559" 1983-01-18 1983 1 18 -7 -12 -9.5
"560" 1983-01-19 1983 1 19 -8 -14 -11
"561" 1983-01-20 1983 1 20 -4 -14 -9
"562" 1983-01-21 1983 1 21 -5 -13 -9
"563" 1983-01-22 1983 1 22 -4.1 -14.5 -9.3
"564" 1983-01-23 1983 1 23 -11 -15 -13
"565" 1983-01-24 1983 1 24 -8 -16 -12
"566" 1983-01-25 1983 1 25 -9 -13 -11
"567" 1983-01-26 1983 1 26 -5 -14 -9.5
"568" 1983-01-27 1983 1 27 -3 -6 -4.5
"569" 1983-01-28 1983 1 28 -6 -14 -10
"570" 1983-01-29 1983 1 29 -4 -13 -8.5
"571" 1983-01-30 1983 1 30 -6 -12 -9
"572" 1983-01-31 1983 1 31 -7 -15 -11
"573" 1983-02-01 1983 2 1 -10 -15 -12.5
"574" 1983-02-02 1983 2 2 -15 -18 -16.5
"575" 1983-02-03 1983 2 3 -11 -17 -14
"576" 1983-02-04 1983 2 4 -3 -18 -10.5
"577" 1983-02-05 1983 2 5 -9 -13 -11
"578" 1983-02-06 1983 2 6 -10 -15 -12.5
"579" 1983-02-07 1983 2 7 -9 -16 -12.5
"580" 1983-02-08 1983 2 8 -5 -12 -8.5
"581" 1983-02-09 1983 2 9 -7 -9 -8
"582" 1983-02-10 1983 2 10 -9 -13 -11
"583" 1983-02-11 1983 2 11 -7 -14 -10.5
"584" 1983-02-12 1983 2 12 -2 -8 -5
"585" 1983-02-13 1983 2 13 0 -7 -3.5
"586" 1983-02-14 1983 2 14 -7 -11 -9
"587" 1983-02-15 1983 2 15 -8 -13 -10.5
"588" 1983-02-16 1983 2 16 -6 -11 -8.5
"589" 1983-02-17 1983 2 17 -9 -15 -12
"590" 1983-02-18 1983 2 18 0 -9 -4.5
"591" 1983-02-19 1983 2 19 -5 -16 -10.5
"592" 1983-02-20 1983 2 20 -3 -18 -10.5
"593" 1983-02-21 1983 2 21 1 -11 -5
"594" 1983-02-22 1983 2 22 -1 -11 -6
"595" 1983-02-23 1983 2 23 -4 -10 -7
"596" 1983-02-24 1983 2 24 2 -9 -3.5
"597" 1983-02-25 1983 2 25 0 -9 -4.5
"598" 1983-02-26 1983 2 26 -5 -11 -8
"599" 1983-02-27 1983 2 27 -7 -12 -9.5
"600" 1983-02-28 1983 2 28 -4 -9 -6.5
"601" 1983-03-01 1983 3 1 -5 -8 -6.5
"602" 1983-03-02 1983 3 2 0 -9 -4.5
"603" 1983-03-03 1983 3 3 2 -8 -3
"604" 1983-03-04 1983 3 4 -5 -7 -6
"605" 1983-03-05 1983 3 5 -4 -9 -6.5
"606" 1983-03-06 1983 3 6 -9 -14 -11.5
"607" 1983-03-07 1983 3 7 -9 -15 -12
"608" 1983-03-08 1983 3 8 -9 -12 -10.5
"609" 1983-03-09 1983 3 9 -2 -12 -7
"610" 1983-03-10 1983 3 10 0 -9 -4.5
"611" 1983-03-11 1983 3 11 2 -3 -0.5
"612" 1983-03-12 1983 3 12 -3 -7 -5
"613" 1983-03-13 1983 3 13 0 -7 -3.5
"614" 1983-03-14 1983 3 14 -1 -9 -5
"615" 1983-03-15 1983 3 15 -9 -14 -11.5
"616" 1983-03-16 1983 3 16 -9 -18 -13.5
"617" 1983-03-17 1983 3 17 -9 -17 -13
"618" 1983-03-18 1983 3 18 -7 -18 -12.5
"619" 1983-03-19 1983 3 19 -14 -18 -16
"620" 1983-03-20 1983 3 20 -14 -19 -16.5
"621" 1983-03-21 1983 3 21 -3 -18 -10.5
"622" 1983-03-22 1983 3 22 -5 -17 -11
"623" 1983-03-23 1983 3 23 -7 -13 -10
"624" 1983-03-24 1983 3 24 -7 -15 -11
"625" 1983-03-25 1983 3 25 -11 -16 -13.5
"626" 1983-03-26 1983 3 26 -13 -16 -14.5
"627" 1983-03-27 1983 3 27 -9 -16 -12.5
"628" 1983-03-28 1983 3 28 -8 -14 -11
"629" 1983-03-29 1983 3 29 -10 -15 -12.5
"630" 1983-03-30 1983 3 30 -7 -13 -10
"631" 1983-03-31 1983 3 31 -7 -15 -11
"632" 1983-04-01 1983 4 1 -13 -17 -15
"633" 1983-04-02 1983 4 2 -10 -16 -13
"634" 1983-04-03 1983 4 3 -11 -22 -16.5
"635" 1983-04-04 1983 4 4 -9 -22 -15.5
"636" 1983-04-05 1983 4 5 -14 -26 -20
"637" 1983-04-06 1983 4 6 -12 -25 -18.5
"638" 1983-04-07 1983 4 7 -11 -20 -15.5
"639" 1983-04-08 1983 4 8 -9 -19 -14
"640" 1983-04-09 1983 4 9 -10 -16 -13
"641" 1983-04-10 1983 4 10 -4 -10 -7
"642" 1983-04-11 1983 4 11 -5 -12 -8.5
"643" 1983-04-12 1983 4 12 -12 -18 -15
"644" 1983-04-13 1983 4 13 -14 -23 -18.5
"645" 1983-04-14 1983 4 14 -12 -24 -18
"646" 1983-04-15 1983 4 15 -9 -20 -14.5
"647" 1983-04-16 1983 4 16 -10 -14 -12
"648" 1983-04-17 1983 4 17 -4 -14 -9
"649" 1983-04-18 1983 4 18 3 -7 -2
"650" 1983-04-19 1983 4 19 -4 -8 -6
"651" 1983-04-20 1983 4 20 4 -7 -1.5
"652" 1983-04-21 1983 4 21 -4 -6 -5
"653" 1983-04-22 1983 4 22 -4 -9 -6.5
"654" 1983-04-23 1983 4 23 2 -8 -3
"655" 1983-04-24 1983 4 24 5 -5 0
"656" 1983-04-25 1983 4 25 3 -10 -3.5
"657" 1983-04-26 1983 4 26 -4 -14 -9
"658" 1983-04-27 1983 4 27 -8 -11 -9.5
"659" 1983-04-28 1983 4 28 -7 -10 -8.5
"660" 1983-04-29 1983 4 29 -6 -9 -7.5
"661" 1983-04-30 1983 4 30 -6 -12 -9
"662" 1983-05-01 1983 5 1 -8 -12 -10
"663" 1983-05-02 1983 5 2 -7 -12 -9.5
"664" 1983-05-03 1983 5 3 -6 -12 -9
"665" 1983-05-04 1983 5 4 -3 -12 -7.5
"666" 1983-05-05 1983 5 5 1 -9 -4
"667" 1983-05-06 1983 5 6 -9 -11 -10
"668" 1983-05-07 1983 5 7 -3 -12 -7.5
"669" 1983-05-08 1983 5 8 2 -6 -2
"670" 1983-05-09 1983 5 9 3 -8 -2.5
"671" 1983-05-10 1983 5 10 0 -9 -4.5
"672" 1983-05-11 1983 5 11 -4 -14 -9
"673" 1983-05-12 1983 5 12 -7 -14 -10.5
"674" 1983-05-13 1983 5 13 -9 -16 -12.5
"675" 1983-05-14 1983 5 14 -7 -17 -12
"676" 1983-05-15 1983 5 15 -9 -12 -10.5
"677" 1983-05-16 1983 5 16 -4 -10 -7
"678" 1983-05-17 1983 5 17 -10 -13 -11.5
"679" 1983-05-18 1983 5 18 -7 -14 -10.5
"680" 1983-05-19 1983 5 19 -6 -11 -8.5
"681" 1983-05-20 1983 5 20 -4 -12 -8
"682" 1983-05-21 1983 5 21 -3 -10 -6.5
"683" 1983-05-22 1983 5 22 -2 -9 -5.5
"684" 1983-05-23 1983 5 23 2 -5 -1.5
"685" 1983-05-24 1983 5 24 7 -3 2
"686" 1983-05-25 1983 5 25 5 -5 0
"687" 1983-05-26 1983 5 26 6 -3 1.5
"688" 1983-05-27 1983 5 27 7 -1 3
"689" 1983-05-28 1983 5 28 7 -3 2
