"date" "yr" "mon" "d" "TX" "TN" "TG"
"9939" 2008-09-23 2008 9 23 8 0 4
"9940" 2008-09-24 2008 9 24 10 0 5
"9941" 2008-09-25 2008 9 25 12 4 8
"9942" 2008-09-26 2008 9 26 13 1 7
"9943" 2008-09-27 2008 9 27 12 1 6.5
"9944" 2008-09-28 2008 9 28 12 0 6
"9945" 2008-09-29 2008 9 29 12 0 6
"9946" 2008-09-30 2008 9 30 12 1 6.5
"9947" 2008-10-01 2008 10 1 12 0 6
"9948" 2008-10-02 2008 10 2 10 -1 4.5
"9949" 2008-10-03 2008 10 3 9 1 5
"9950" 2008-10-04 2008 10 4 5 0 2.5
"9951" 2008-10-05 2008 10 5 7 -3 2
"9952" 2008-10-06 2008 10 6 0 -6 -3
"9953" 2008-10-07 2008 10 7 6 -4 1
"9954" 2008-10-08 2008 10 8 8 0 4
"9955" 2008-10-09 2008 10 9 10 0 5
"9956" 2008-10-10 2008 10 10 7 -4 1.5
"9957" 2008-10-11 2008 10 11 4 -4 0
"9958" 2008-10-12 2008 10 12 -2 -11 -6.5
"9959" 2008-10-13 2008 10 13 -2 -12 -7
"9960" 2008-10-14 2008 10 14 2 -8 -3
"9961" 2008-10-15 2008 10 15 2 -7 -2.5
"9962" 2008-10-16 2008 10 16 4 -3 0.5
"9963" 2008-10-17 2008 10 17 6 -3 1.5
"9964" 2008-10-18 2008 10 18 9 1 5
"9965" 2008-10-19 2008 10 19 6 -3 1.5
"9966" 2008-10-20 2008 10 20 5 -3 1
"9967" 2008-10-21 2008 10 21 12 -11 0.5
"9968" 2008-10-22 2008 10 22 -10 -14 -12
"9969" 2008-10-23 2008 10 23 -4 -14 -9
"9970" 2008-10-24 2008 10 24 -2 -7 -4.5
"9971" 2008-10-25 2008 10 25 3 -5 -1
"9972" 2008-10-26 2008 10 26 2 -4 -1
"9973" 2008-10-27 2008 10 27 5 -2 1.5
"9974" 2008-10-28 2008 10 28 7 0 3.5
"9975" 2008-10-29 2008 10 29 7 0 3.5
"9976" 2008-10-30 2008 10 30 6 -1 2.5
"9977" 2008-10-31 2008 10 31 8 0 4
"9978" 2008-11-01 2008 11 1 7 0 3.5
"9979" 2008-11-02 2008 11 2 6 -1 2.5
"9980" 2008-11-03 2008 11 3 3 -4 -0.5
"9981" 2008-11-04 2008 11 4 2 -10 -4
"9982" 2008-11-05 2008 11 5 -9 -16 -12.5
"9983" 2008-11-06 2008 11 6 -12 -17 -14.5
"9984" 2008-11-07 2008 11 7 -7 -16 -11.5
"9985" 2008-11-08 2008 11 8 -5 -8 -6.5
"9986" 2008-11-09 2008 11 9 0 -9 -4.5
"9987" 2008-11-10 2008 11 10 -5 -9 -7
"9988" 2008-11-11 2008 11 11 -6 -9 -7.5
"9989" 2008-11-12 2008 11 12 -5 -9 -7
"9990" 2008-11-13 2008 11 13 -4 -10 -7
"9991" 2008-11-14 2008 11 14 -10 -15 -12.5
"9992" 2008-11-15 2008 11 15 -2 -15 -8.5
"9993" 2008-11-16 2008 11 16 -1 -6 -3.5
"9994" 2008-11-17 2008 11 17 2 -5 -1.5
"9995" 2008-11-18 2008 11 18 5 -1 2
"9996" 2008-11-19 2008 11 19 2 -9 -3.5
"9997" 2008-11-20 2008 11 20 -4 -11 -7.5
"9998" 2008-11-21 2008 11 21 -4 -8 -6
"9999" 2008-11-22 2008 11 22 0 -8 -4
"10000" 2008-11-23 2008 11 23 -5 -11 -8
"10001" 2008-11-24 2008 11 24 0 -11 -5.5
"10002" 2008-11-25 2008 11 25 -1 -5 -3
"10003" 2008-11-26 2008 11 26 1 -7 -3
"10004" 2008-11-27 2008 11 27 -3 -9 -6
"10005" 2008-11-28 2008 11 28 -4 -12 -8
"10006" 2008-11-29 2008 11 29 -9 -13 -11
"10007" 2008-11-30 2008 11 30 -10 -12 -11
"10008" 2008-12-01 2008 12 1 0 -11 -5.5
"10009" 2008-12-02 2008 12 2 0 -9 -4.5
"10010" 2008-12-03 2008 12 3 -9 -12 -10.5
"10011" 2008-12-04 2008 12 4 -12 -17 -14.5
"10012" 2008-12-05 2008 12 5 -9 -17 -13
"10013" 2008-12-06 2008 12 6 -5 -10 -7.5
"10014" 2008-12-07 2008 12 7 -2 -6 -4
"10015" 2008-12-08 2008 12 8 -5 -14 -9.5
"10016" 2008-12-09 2008 12 9 -9 -19 -14
"10017" 2008-12-10 2008 12 10 -4 -10 -7
"10018" 2008-12-11 2008 12 11 -9 -11 -10
"10019" 2008-12-12 2008 12 12 -6 -11 -8.5
"10020" 2008-12-13 2008 12 13 -7 -11 -9
"10021" 2008-12-14 2008 12 14 -11 -21 -16
"10022" 2008-12-15 2008 12 15 -13 -21 -17
"10023" 2008-12-16 2008 12 16 -13 -17 -15
"10024" 2008-12-17 2008 12 17 -9 -17 -13
"10025" 2008-12-18 2008 12 18 -6 -14 -10
"10026" 2008-12-19 2008 12 19 -9 -19 -14
"10027" 2008-12-20 2008 12 20 -19 -23 -21
"10028" 2008-12-21 2008 12 21 -9 -22 -15.5
"10029" 2008-12-22 2008 12 22 -7 -12 -9.5
"10030" 2008-12-23 2008 12 23 -12 -21 -16.5
"10031" 2008-12-24 2008 12 24 -11 -22 -16.5
"10032" 2008-12-25 2008 12 25 -8 -11 -9.5
"10033" 2008-12-26 2008 12 26 -8 -22 -15
"10034" 2008-12-27 2008 12 27 -15 -25 -20
"10035" 2008-12-28 2008 12 28 -8 -15 -11.5
"10036" 2008-12-29 2008 12 29 -2 -8 -5
"10037" 2008-12-30 2008 12 30 -6 -8 -7
"10038" 2008-12-31 2008 12 31 -5 -10 -7.5
"10039" 2009-01-01 2009 1 1 7 -10 -1.5
"10040" 2009-01-02 2009 1 2 -3 -8 -5.5
"10041" 2009-01-03 2009 1 3 -7 -19 -13
"10042" 2009-01-04 2009 1 4 -15 -19 -17
"10043" 2009-01-05 2009 1 5 -13 -18 -15.5
"10044" 2009-01-06 2009 1 6 -14 -16 -15
"10045" 2009-01-07 2009 1 7 -8 -14 -11
"10046" 2009-01-08 2009 1 8 -5 -8 -6.5
"10047" 2009-01-09 2009 1 9 -5 -16 -10.5
"10048" 2009-01-10 2009 1 10 -14 -17 -15.5
"10049" 2009-01-11 2009 1 11 -12 -14 -13
"10050" 2009-01-12 2009 1 12 -12 -14 -13
"10051" 2009-01-13 2009 1 13 -10 -12 -11
"10052" 2009-01-14 2009 1 14 -10 -12 -11
"10053" 2009-01-15 2009 1 15 -8 -11 -9.5
"10054" 2009-01-16 2009 1 16 -3 -9 -6
"10055" 2009-01-17 2009 1 17 -3 -8 -5.5
"10056" 2009-01-18 2009 1 18 -2 -7 -4.5
"10057" 2009-01-19 2009 1 19 0 -8 -4
"10058" 2009-01-20 2009 1 20 2 -6 -2
"10059" 2009-01-21 2009 1 21 1 -5 -2
"10060" 2009-01-22 2009 1 22 -2 -6 -4
"10061" 2009-01-23 2009 1 23 -5 -9 -7
"10062" 2009-01-24 2009 1 24 -5 -9 -7
"10063" 2009-01-25 2009 1 25 -7 -10 -8.5
"10064" 2009-01-26 2009 1 26 -9 -14 -11.5
"10065" 2009-01-27 2009 1 27 -14 -22 -18
"10066" 2009-01-28 2009 1 28 -14 -18 -16
"10067" 2009-01-29 2009 1 29 -15 -20 -17.5
"10068" 2009-01-30 2009 1 30 -5 -15 -10
"10069" 2009-01-31 2009 1 31 -6 -11 -8.5
"10070" 2009-02-01 2009 2 1 -12 -15 -13.5
"10071" 2009-02-02 2009 2 2 -10 -15 -12.5
"10072" 2009-02-03 2009 2 3 -6 -10 -8
"10073" 2009-02-04 2009 2 4 0 -7 -3.5
"10074" 2009-02-05 2009 2 5 -2 -7 -4.5
"10075" 2009-02-06 2009 2 6 -3 -9 -6
"10076" 2009-02-07 2009 2 7 -4 -10 -7
"10077" 2009-02-08 2009 2 8 -1 -11 -6
"10078" 2009-02-09 2009 2 9 -11 -13 -12
"10079" 2009-02-10 2009 2 10 -9 -16 -12.5
"10080" 2009-02-11 2009 2 11 -14 -16 -15
"10081" 2009-02-12 2009 2 12 -8 -16 -12
"10082" 2009-02-13 2009 2 13 -15 -17 -16
"10083" 2009-02-14 2009 2 14 -13 -17 -15
"10084" 2009-02-15 2009 2 15 -9 -19 -14
"10085" 2009-02-16 2009 2 16 -5 -11 -8
"10086" 2009-02-17 2009 2 17 -8 -14 -11
"10087" 2009-02-18 2009 2 18 -14 -15 -14.5
"10088" 2009-02-19 2009 2 19 -14 -16 -15
"10089" 2009-02-20 2009 2 20 -11 -16 -13.5
"10090" 2009-02-21 2009 2 21 -5 -16 -10.5
"10091" 2009-02-22 2009 2 22 -3 -8 -5.5
"10092" 2009-02-23 2009 2 23 -3 -6 -4.5
"10093" 2009-02-24 2009 2 24 -3 -6 -4.5
"10094" 2009-02-25 2009 2 25 1 -7 -3
"10095" 2009-02-26 2009 2 26 -7 -10 -8.5
"10096" 2009-02-27 2009 2 27 -8 -19 -13.5
"10097" 2009-02-28 2009 2 28 -8 -17 -12.5
"10098" 2009-03-01 2009 3 1 -1 -9 -5
"10099" 2009-03-02 2009 3 2 2 -4 -1
"10100" 2009-03-03 2009 3 3 0 -3 -1.5
"10101" 2009-03-04 2009 3 4 2 -4 -1
"10102" 2009-03-05 2009 3 5 -4 -11 -7.5
"10103" 2009-03-06 2009 3 6 -5 -14 -9.5
"10104" 2009-03-07 2009 3 7 -8 -15 -11.5
"10105" 2009-03-08 2009 3 8 -4 -15 -9.5
"10106" 2009-03-09 2009 3 9 -3 -10 -6.5
"10107" 2009-03-10 2009 3 10 -7 -20 -13.5
"10108" 2009-03-11 2009 3 11 -5 -14 -9.5
"10109" 2009-03-12 2009 3 12 -6 -12 -9
"10110" 2009-03-13 2009 3 13 -3 -17 -10
"10111" 2009-03-14 2009 3 14 -4 -11 -7.5
"10112" 2009-03-15 2009 3 15 -5 -10 -7.5
"10113" 2009-03-16 2009 3 16 0 -8 -4
"10114" 2009-03-17 2009 3 17 1 -4 -1.5
"10115" 2009-03-18 2009 3 18 -2 -6 -4
"10116" 2009-03-19 2009 3 19 2 -7 -2.5
"10117" 2009-03-20 2009 3 20 2 -5 -1.5
"10118" 2009-03-21 2009 3 21 5 -4 0.5
"10119" 2009-03-22 2009 3 22 5 -7 -1
"10120" 2009-03-23 2009 3 23 -7 -13 -10
"10121" 2009-03-24 2009 3 24 -10 -14 -12
"10122" 2009-03-25 2009 3 25 -12 -15 -13.5
"10123" 2009-03-26 2009 3 26 -14 -21 -17.5
"10124" 2009-03-27 2009 3 27 -4 -21 -12.5
"10125" 2009-03-28 2009 3 28 -10 -15 -12.5
"10126" 2009-03-29 2009 3 29 -1 -13 -7
"10127" 2009-03-30 2009 3 30 -11 -19 -15
"10128" 2009-03-31 2009 3 31 -12 -18 -15
"10129" 2009-04-01 2009 4 1 -10 -16 -13
"10130" 2009-04-02 2009 4 2 -8 -16 -12
"10131" 2009-04-03 2009 4 3 -5 -9 -7
"10132" 2009-04-04 2009 4 4 -8 -17 -12.5
"10133" 2009-04-05 2009 4 5 -13 -18 -15.5
"10134" 2009-04-06 2009 4 6 -5 -17 -11
"10135" 2009-04-07 2009 4 7 -3 -9 -6
"10136" 2009-04-08 2009 4 8 5 -9 -2
"10137" 2009-04-09 2009 4 9 -6 -11 -8.5
"10138" 2009-04-10 2009 4 10 -1 -8 -4.5
"10139" 2009-04-11 2009 4 11 0 -7 -3.5
"10140" 2009-04-12 2009 4 12 -4 -9 -6.5
"10141" 2009-04-13 2009 4 13 -3 -9 -6
"10142" 2009-04-14 2009 4 14 1 -4 -1.5
"10143" 2009-04-15 2009 4 15 3 -4 -0.5
"10144" 2009-04-16 2009 4 16 -4 -7 -5.5
"10145" 2009-04-17 2009 4 17 -7 -10 -8.5
"10146" 2009-04-18 2009 4 18 -4 -12 -8
"10147" 2009-04-19 2009 4 19 -4 -11 -7.5
"10148" 2009-04-20 2009 4 20 0 -7 -3.5
"10149" 2009-04-21 2009 4 21 5 -3 1
"10150" 2009-04-22 2009 4 22 3 -1 1
"10151" 2009-04-23 2009 4 23 6 0 3
"10152" 2009-04-24 2009 4 24 4 -1 1.5
"10153" 2009-04-25 2009 4 25 2 -9 -3.5
"10154" 2009-04-26 2009 4 26 -6 -10 -8
"10155" 2009-04-27 2009 4 27 -2 -13 -7.5
"10156" 2009-04-28 2009 4 28 5 -3 1
"10157" 2009-04-29 2009 4 29 5 -4 0.5
"10158" 2009-04-30 2009 4 30 4 -7 -1.5
"10159" 2009-05-01 2009 5 1 1 -4 -1.5
"10160" 2009-05-02 2009 5 2 3 -5 -1
"10161" 2009-05-03 2009 5 3 -2 -7 -4.5
"10162" 2009-05-04 2009 5 4 -3 -6 -4.5
"10163" 2009-05-05 2009 5 5 0 -3 -1.5
"10164" 2009-05-06 2009 5 6 5 -4 0.5
"10165" 2009-05-07 2009 5 7 6 -3 1.5
"10166" 2009-05-08 2009 5 8 1 -8 -3.5
"10167" 2009-05-09 2009 5 9 2 -8 -3
"10168" 2009-05-10 2009 5 10 1 -5 -2
"10169" 2009-05-11 2009 5 11 5 -5 0
"10170" 2009-05-12 2009 5 12 8 -1 3.5
"10171" 2009-05-13 2009 5 13 2 -6 -2
"10172" 2009-05-14 2009 5 14 5 -4 0.5
"10173" 2009-05-15 2009 5 15 4 -4 0
"10174" 2009-05-16 2009 5 16 6 -5 0.5
"10175" 2009-05-17 2009 5 17 9 -1 4
"10176" 2009-05-18 2009 5 18 12 3 7.5
"10177" 2009-05-19 2009 5 19 10 2 6
"10178" 2009-05-20 2009 5 20 9 2 5.5
"10179" 2009-05-21 2009 5 21 5 0 2.5
"10180" 2009-05-22 2009 5 22 6 -1 2.5
"10181" 2009-05-23 2009 5 23 1 -2 -0.5
"10182" 2009-05-24 2009 5 24 5 -1 2
"10183" 2009-05-25 2009 5 25 3 -2 0.5
"10184" 2009-05-26 2009 5 26 1 -4 -1.5
"10185" 2009-05-27 2009 5 27 5 -4 0.5
"10186" 2009-05-28 2009 5 28 6 -2 2
"10187" 2009-05-29 2009 5 29 8 0 4
"10188" 2009-05-30 2009 5 30 6 0 3
"10189" 2009-05-31 2009 5 31 9 0 4.5
"10190" 2009-06-01 2009 6 1 4 0 2
"10191" 2009-06-02 2009 6 2 1 -3 -1
"10192" 2009-06-03 2009 6 3 6 -1 2.5
"10193" 2009-06-04 2009 6 4 7 0 3.5
"10194" 2009-06-05 2009 6 5 8 2 5
"10195" 2009-06-06 2009 6 6 6 0 3
"10196" 2009-06-07 2009 6 7 2 -3 -0.5
"10197" 2009-06-08 2009 6 8 5 -3 1
"10198" 2009-06-09 2009 6 9 6 0 3
"10199" 2009-06-10 2009 6 10 6 -1 2.5
"10200" 2009-06-11 2009 6 11 2 -2 0
"10201" 2009-06-12 2009 6 12 5 -2 1.5
"10202" 2009-06-13 2009 6 13 9 0 4.5
"10203" 2009-06-14 2009 6 14 8 0 4
"10204" 2009-06-15 2009 6 15 6 -1 2.5
"10205" 2009-06-16 2009 6 16 9 1 5
"10206" 2009-06-17 2009 6 17 9 2 5.5
"10207" 2009-06-18 2009 6 18 9 -1 4
"10208" 2009-06-19 2009 6 19 9 -2 3.5
"10209" 2009-06-20 2009 6 20 8 1 4.5
"10210" 2009-06-21 2009 6 21 9 0 4.5
"10211" 2009-06-22 2009 6 22 13 5 9
"10212" 2009-06-23 2009 6 23 14 4 9
"10213" 2009-06-24 2009 6 24 15 6 10.5
"10214" 2009-06-25 2009 6 25 13 5 9
"10215" 2009-06-26 2009 6 26 11 2 6.5
"10216" 2009-06-27 2009 6 27 10 1 5.5
"10217" 2009-06-28 2009 6 28 14 3 8.5
"10218" 2009-06-29 2009 6 29 14 4 9
"10219" 2009-06-30 2009 6 30 15 3 9
"10220" 2009-07-01 2009 7 1 15 4 9.5
"10221" 2009-07-02 2009 7 2 13 5 9
"10222" 2009-07-03 2009 7 3 10 5 7.5
"10223" 2009-07-04 2009 7 4 10 2 6
"10224" 2009-07-05 2009 7 5 10 3 6.5
"10225" 2009-07-06 2009 7 6 12 3 7.5
"10226" 2009-07-07 2009 7 7 16 5 10.5
"10227" 2009-07-08 2009 7 8 15 5 10
"10228" 2009-07-09 2009 7 9 16 8 12
"10229" 2009-07-10 2009 7 10 15 6 10.5
"10230" 2009-07-11 2009 7 11 17 6 11.5
"10231" 2009-07-12 2009 7 12 15 5 10
"10232" 2009-07-13 2009 7 13 15 7 11
"10233" 2009-07-14 2009 7 14 14 2 8
"10234" 2009-07-15 2009 7 15 14 3 8.5
"10235" 2009-07-16 2009 7 16 14 6 10
"10236" 2009-07-17 2009 7 17 15 4 9.5
"10237" 2009-07-18 2009 7 18 13 3 8
"10238" 2009-07-19 2009 7 19 15 6 10.5
"10239" 2009-07-20 2009 7 20 13 5 9
"10240" 2009-07-21 2009 7 21 14 3 8.5
"10241" 2009-07-22 2009 7 22 13 3 8
"10242" 2009-07-23 2009 7 23 16 5 10.5
"10243" 2009-07-24 2009 7 24 18 6 12
"10244" 2009-07-25 2009 7 25 14 4 9
"10245" 2009-07-26 2009 7 26 9 3 6
"10246" 2009-07-27 2009 7 27 14 3 8.5
"10247" 2009-07-28 2009 7 28 11 2 6.5
"10248" 2009-07-29 2009 7 29 11 0 5.5
"10249" 2009-07-30 2009 7 30 4 -1 1.5
"10250" 2009-07-31 2009 7 31 9 1 5
"10251" 2009-08-01 2009 8 1 10 0 5
"10252" 2009-08-02 2009 8 2 13 6 9.5
"10253" 2009-08-03 2009 8 3 15 2 8.5
"10254" 2009-08-04 2009 8 4 15 2 8.5
"10255" 2009-08-05 2009 8 5 17 6 11.5
"10256" 2009-08-06 2009 8 6 14 6 10
"10257" 2009-08-07 2009 8 7 14 6 10
"10258" 2009-08-08 2009 8 8 11 2 6.5
"10259" 2009-08-09 2009 8 9 11 -1 5
"10260" 2009-08-10 2009 8 10 11 1 6
"10261" 2009-08-11 2009 8 11 15 2 8.5
"10262" 2009-08-12 2009 8 12 15 4 9.5
"10263" 2009-08-13 2009 8 13 13 6 9.5
"10264" 2009-08-14 2009 8 14 9 2 5.5
"10265" 2009-08-15 2009 8 15 10 1 5.5
"10266" 2009-08-16 2009 8 16 8 -1 3.5
"10267" 2009-08-17 2009 8 17 8 -1 3.5
"10268" 2009-08-18 2009 8 18 10 0 5
"10269" 2009-08-19 2009 8 19 10 3 6.5
"10270" 2009-08-20 2009 8 20 14 1 7.5
"10271" 2009-08-21 2009 8 21 15 1 8
"10272" 2009-08-22 2009 8 22 18 6 12
"10273" 2009-08-23 2009 8 23 16 6 11
"10274" 2009-08-24 2009 8 24 10 4 7
"10275" 2009-08-25 2009 8 25 10 2 6
"10276" 2009-08-26 2009 8 26 10 1 5.5
"10277" 2009-08-27 2009 8 27 13 2 7.5
"10278" 2009-08-28 2009 8 28 14 1 7.5
"10279" 2009-08-29 2009 8 29 12 2 7
"10280" 2009-08-30 2009 8 30 13 2 7.5
"10281" 2009-08-31 2009 8 31 14 4 9
"10282" 2009-09-01 2009 9 1 14 5 9.5
"10283" 2009-09-02 2009 9 2 16 3 9.5
"10284" 2009-09-03 2009 9 3 12 1 6.5
"10285" 2009-09-04 2009 9 4 12 2 7
"10286" 2009-09-05 2009 9 5 12 2 7
"10287" 2009-09-06 2009 9 6 9 4 6.5
"10288" 2009-09-07 2009 9 7 13 4 8.5
"10289" 2009-09-08 2009 9 8 14 3 8.5
"10290" 2009-09-09 2009 9 9 13 2 7.5
"10291" 2009-09-10 2009 9 10 10 2 6
"10292" 2009-09-11 2009 9 11 7 -1 3
"10293" 2009-09-12 2009 9 12 -1 -3 -2
"10294" 2009-09-13 2009 9 13 11 -1 5
"10295" 2009-09-14 2009 9 14 9 2 5.5
"10296" 2009-09-15 2009 9 15 10 2 6
"10297" 2009-09-16 2009 9 16 8 2 5
"10298" 2009-09-17 2009 9 17 8 -1 3.5
"10299" 2009-09-18 2009 9 18 9 0 4.5
"10300" 2009-09-19 2009 9 19 9 2 5.5
"10301" 2009-09-20 2009 9 20 7 -2 2.5
"10302" 2009-09-21 2009 9 21 -1 -9 -5
"10303" 2009-09-22 2009 9 22 -4 -10 -7
"10304" 2009-09-23 2009 9 23 -4 -6 -5
"10305" 2009-09-24 2009 9 24 -1 -7 -4
"10306" 2009-09-25 2009 9 25 2 -4 -1
"10307" 2009-09-26 2009 9 26 8 -1 3.5
"10308" 2009-09-27 2009 9 27 10 2 6
"10309" 2009-09-28 2009 9 28 11 2 6.5
"10310" 2009-09-29 2009 9 29 13 5 9
"10311" 2009-09-30 2009 9 30 7 -12 -2.5
"10312" 2009-10-01 2009 10 1 -9 -13 -11
"10313" 2009-10-02 2009 10 2 -3 -11 -7
"10314" 2009-10-03 2009 10 3 2 -9 -3.5
"10315" 2009-10-04 2009 10 4 2 -7 -2.5
"10316" 2009-10-05 2009 10 5 -1 -11 -6
"10317" 2009-10-06 2009 10 6 -5 -11 -8
"10318" 2009-10-07 2009 10 7 4 -5 -0.5
"10319" 2009-10-08 2009 10 8 -3 -9 -6
"10320" 2009-10-09 2009 10 9 -6 -10 -8
"10321" 2009-10-10 2009 10 10 -1 -7 -4
"10322" 2009-10-11 2009 10 11 -3 -6 -4.5
"10323" 2009-10-12 2009 10 12 2 -5 -1.5
"10324" 2009-10-13 2009 10 13 1 -4 -1.5
"10325" 2009-10-14 2009 10 14 0 -3 -1.5
"10326" 2009-10-15 2009 10 15 -3 -5 -4
"10327" 2009-10-16 2009 10 16 -1 -7 -4
"10328" 2009-10-17 2009 10 17 5 -4 0.5
"10329" 2009-10-18 2009 10 18 5 -1 2
"10330" 2009-10-19 2009 10 19 4 -2 1
"10331" 2009-10-20 2009 10 20 5 -6 -0.5
"10332" 2009-10-21 2009 10 21 -5 -12 -8.5
"10333" 2009-10-22 2009 10 22 -5 -11 -8
"10334" 2009-10-23 2009 10 23 -5 -9 -7
"10335" 2009-10-24 2009 10 24 -5 -10 -7.5
"10336" 2009-10-25 2009 10 25 -10 -16 -13
"10337" 2009-10-26 2009 10 26 -5 -16 -10.5
"10338" 2009-10-27 2009 10 27 0 -11 -5.5
"10339" 2009-10-28 2009 10 28 -11 -17 -14
"10340" 2009-10-29 2009 10 29 -14 -19 -16.5
"10341" 2009-10-30 2009 10 30 -8 -19 -13.5
"10342" 2009-10-31 2009 10 31 -1 -9 -5
"10343" 2009-11-01 2009 11 1 -2 -5 -3.5
"10344" 2009-11-02 2009 11 2 -3 -7 -5
"10345" 2009-11-03 2009 11 3 1 -5 -2
"10346" 2009-11-04 2009 11 4 4 -2 1
"10347" 2009-11-05 2009 11 5 4 0 2
"10348" 2009-11-06 2009 11 6 2 -1 0.5
"10349" 2009-11-07 2009 11 7 4 -2 1
"10350" 2009-11-08 2009 11 8 -1 -7 -4
"10351" 2009-11-09 2009 11 9 -1 -8 -4.5
"10352" 2009-11-10 2009 11 10 0 -5 -2.5
"10353" 2009-11-11 2009 11 11 3 -3 0
"10354" 2009-11-12 2009 11 12 1 -3 -1
"10355" 2009-11-13 2009 11 13 -2 -11 -6.5
"10356" 2009-11-14 2009 11 14 -6 -14 -10
"10357" 2009-11-15 2009 11 15 -10 -19 -14.5
"10358" 2009-11-16 2009 11 16 -3 -15 -9
"10359" 2009-11-17 2009 11 17 6 -5 0.5
"10360" 2009-11-18 2009 11 18 -1 -7 -4
"10361" 2009-11-19 2009 11 19 -2 -9 -5.5
"10362" 2009-11-20 2009 11 20 0 -9 -4.5
"10363" 2009-11-21 2009 11 21 -4 -11 -7.5
"10364" 2009-11-22 2009 11 22 -7 -14 -10.5
"10365" 2009-11-23 2009 11 23 -11 -17 -14
"10366" 2009-11-24 2009 11 24 -6 -17 -11.5
"10367" 2009-11-25 2009 11 25 -4 -10 -7
"10368" 2009-11-26 2009 11 26 -2 -7 -4.5
"10369" 2009-11-27 2009 11 27 -1 -5 -3
"10370" 2009-11-28 2009 11 28 -3 -12 -7.5
"10371" 2009-11-29 2009 11 29 -5 -12 -8.5
"10372" 2009-11-30 2009 11 30 -2 -9 -5.5
"10373" 2009-12-01 2009 12 1 -5 -17 -11
"10374" 2009-12-02 2009 12 2 -15 -27 -21
"10375" 2009-12-03 2009 12 3 -22 -27 -24.5
"10376" 2009-12-04 2009 12 4 -13 -25 -19
"10377" 2009-12-05 2009 12 5 -9 -20 -14.5
"10378" 2009-12-06 2009 12 6 -19 -24 -21.5
"10379" 2009-12-07 2009 12 7 -10 -19 -14.5
"10380" 2009-12-08 2009 12 8 -9 -25 -17
"10381" 2009-12-09 2009 12 9 -25 -28 -26.5
"10382" 2009-12-10 2009 12 10 -21 -27 -24
"10383" 2009-12-11 2009 12 11 -14 -21 -17.5
"10384" 2009-12-12 2009 12 12 -14 -15 -14.5
"10385" 2009-12-13 2009 12 13 -11 -14 -12.5
"10386" 2009-12-14 2009 12 14 -13 -15 -14
"10387" 2009-12-15 2009 12 15 -6 -15 -10.5
"10388" 2009-12-16 2009 12 16 -6 -9 -7.5
"10389" 2009-12-17 2009 12 17 -6 -13 -9.5
"10390" 2009-12-18 2009 12 18 -11 -14 -12.5
"10391" 2009-12-19 2009 12 19 -7 -13 -10
"10392" 2009-12-20 2009 12 20 -6 -10 -8
"10393" 2009-12-21 2009 12 21 -6 -10 -8
"10394" 2009-12-22 2009 12 22 -6 -12 -9
"10395" 2009-12-23 2009 12 23 -11 -18 -14.5
"10396" 2009-12-24 2009 12 24 -18 -22 -20
"10397" 2009-12-25 2009 12 25 -21 -23 -22
"10398" 2009-12-26 2009 12 26 -13 -21 -17
"10399" 2009-12-27 2009 12 27 -10 -16 -13
"10400" 2009-12-28 2009 12 28 -7 -16 -11.5
"10401" 2009-12-29 2009 12 29 -7 -15 -11
"10402" 2009-12-30 2009 12 30 -15 -18 -16.5
"10403" 2009-12-31 2009 12 31 -15 -19 -17
"10404" 2010-01-01 2010 1 1 -8 -15 -11.5
"10405" 2010-01-02 2010 1 2 -10 -14 -12
"10406" 2010-01-03 2010 1 3 -13 -16 -14.5
"10407" 2010-01-04 2010 1 4 -10 -16 -13
"10408" 2010-01-05 2010 1 5 -9 -10 -9.5
"10409" 2010-01-06 2010 1 6 -9 -17 -13
"10410" 2010-01-07 2010 1 7 -17 -19 -18
"10411" 2010-01-08 2010 1 8 -9 -19 -14
"10412" 2010-01-09 2010 1 9 -5 -12 -8.5
"10413" 2010-01-10 2010 1 10 0 -12 -6
"10414" 2010-01-11 2010 1 11 1 -11 -5
"10415" 2010-01-12 2010 1 12 NA NA NA
"10416" 2010-01-13 2010 1 13 NA NA NA
"10417" 2010-01-14 2010 1 14 NA NA NA
"10418" 2010-01-15 2010 1 15 NA NA NA
"10419" 2010-01-16 2010 1 16 NA NA NA
"10420" 2010-01-17 2010 1 17 NA NA NA
"10421" 2010-01-18 2010 1 18 NA NA NA
"10422" 2010-01-19 2010 1 19 -9 -14 -11.5
"10423" 2010-01-20 2010 1 20 -9 -14 -11.5
"10424" 2010-01-21 2010 1 21 -4 -14 -9
"10425" 2010-01-22 2010 1 22 -2 -14 -8
"10426" 2010-01-23 2010 1 23 -14 -17 -15.5
"10427" 2010-01-24 2010 1 24 -17 -18 -17.5
"10428" 2010-01-25 2010 1 25 -12 -18 -15
"10429" 2010-01-26 2010 1 26 -7 -12 -9.5
"10430" 2010-01-27 2010 1 27 -8 -14 -11
"10431" 2010-01-28 2010 1 28 -5 -14 -9.5
"10432" 2010-01-29 2010 1 29 -6 -14 -10
"10433" 2010-01-30 2010 1 30 0 -9 -4.5
"10434" 2010-01-31 2010 1 31 -5 -15 -10
"10435" 2010-02-01 2010 2 1 -14 -15 -14.5
"10436" 2010-02-02 2010 2 2 -6 -14 -10
"10437" 2010-02-03 2010 2 3 -6 -12 -9
"10438" 2010-02-04 2010 2 4 -9 -15 -12
"10439" 2010-02-05 2010 2 5 -10 -15 -12.5
