"date" "year" "mon" "day" "TX" "TN" "TG"
"10783" 1981-07-09 1981 7 9 10 2 6
"10784" 1981-07-10 1981 7 10 9 1 5
"10785" 1981-07-11 1981 7 11 15 4 9.5
"10786" 1981-07-12 1981 7 12 11 3 7
"10787" 1981-07-13 1981 7 13 9 4 6.5
"10788" 1981-07-14 1981 7 14 13 3 8
"10789" 1981-07-15 1981 7 15 11 3 7
"10790" 1981-07-16 1981 7 16 8 2 5
"10791" 1981-07-17 1981 7 17 9 2 5.5
"10792" 1981-07-18 1981 7 18 8 0 4
"10793" 1981-07-19 1981 7 19 10 0 5
"10794" 1981-07-20 1981 7 20 11 5 8
"10795" 1981-07-21 1981 7 21 13 5 9
"10796" 1981-07-22 1981 7 22 13 5 9
"10797" 1981-07-23 1981 7 23 14 3 8.5
"10798" 1981-07-24 1981 7 24 8 0 4
"10799" 1981-07-25 1981 7 25 9 -2 3.5
"10800" 1981-07-26 1981 7 26 6 -3 1.5
"10801" 1981-07-27 1981 7 27 6 -1 2.5
"10802" 1981-07-28 1981 7 28 10 0 5
"10803" 1981-07-29 1981 7 29 12 3 7.5
"10804" 1981-07-30 1981 7 30 12 5 8.5
"10805" 1981-07-31 1981 7 31 12 4 8
"10806" 1981-08-01 1981 8 1 10 4 7
"10807" 1981-08-02 1981 8 2 12 3 7.5
"10808" 1981-08-03 1981 8 3 12 5 8.5
"10809" 1981-08-04 1981 8 4 13 5 9
"10810" 1981-08-05 1981 8 5 13 4 8.5
"10811" 1981-08-06 1981 8 6 11 -1 5
"10812" 1981-08-07 1981 8 7 5 -2 1.5
"10813" 1981-08-08 1981 8 8 9 0 4.5
"10814" 1981-08-09 1981 8 9 3 -1 1
"10815" 1981-08-10 1981 8 10 4 -3 0.5
"10816" 1981-08-11 1981 8 11 3 -3 0
"10817" 1981-08-12 1981 8 12 3 -1 1
"10818" 1981-08-13 1981 8 13 6 -1 2.5
"10819" 1981-08-14 1981 8 14 8 -1 3.5
"10820" 1981-08-15 1981 8 15 7 2 4.5
"10821" 1981-08-16 1981 8 16 6 1 3.5
"10822" 1981-08-17 1981 8 17 5 -1 2
"10823" 1981-08-18 1981 8 18 9 0 4.5
"10824" 1981-08-19 1981 8 19 10 2 6
"10825" 1981-08-20 1981 8 20 10 3 6.5
"10826" 1981-08-21 1981 8 21 11 0 5.5
"10827" 1981-08-22 1981 8 22 6 -2 2
"10828" 1981-08-23 1981 8 23 5 0 2.5
"10829" 1981-08-24 1981 8 24 5 2 3.5
"10830" 1981-08-25 1981 8 25 9 2 5.5
"10831" 1981-08-26 1981 8 26 9 0 4.5
"10832" 1981-08-27 1981 8 27 6 -1 2.5
"10833" 1981-08-28 1981 8 28 10 1 5.5
"10834" 1981-08-29 1981 8 29 10 0 5
"10835" 1981-08-30 1981 8 30 7 0 3.5
"10836" 1981-08-31 1981 8 31 7 -4 1.5
"10837" 1981-09-01 1981 9 1 6 -2 2
"10838" 1981-09-02 1981 9 2 8 -3 2.5
"10839" 1981-09-03 1981 9 3 7 -4 1.5
"10840" 1981-09-04 1981 9 4 10 1 5.5
"10841" 1981-09-05 1981 9 5 9 0 4.5
"10842" 1981-09-06 1981 9 6 5 -2 1.5
"10843" 1981-09-07 1981 9 7 1 -2 -0.5
"10844" 1981-09-08 1981 9 8 9 -1 4
"10845" 1981-09-09 1981 9 9 8 -1 3.5
"10846" 1981-09-10 1981 9 10 6 -2 2
"10847" 1981-09-11 1981 9 11 6 -2 2
"10848" 1981-09-12 1981 9 12 8 0 4
"10849" 1981-09-13 1981 9 13 8 1 4.5
"10850" 1981-09-14 1981 9 14 8 -1 3.5
"10851" 1981-09-15 1981 9 15 8 -2 3
"10852" 1981-09-16 1981 9 16 7 -1 3
"10853" 1981-09-17 1981 9 17 8 -2 3
"10854" 1981-09-18 1981 9 18 11 2 6.5
"10855" 1981-09-19 1981 9 19 8 0 4
"10856" 1981-09-20 1981 9 20 8 -1 3.5
"10857" 1981-09-21 1981 9 21 5 -2 1.5
"10858" 1981-09-22 1981 9 22 8 0 4
"10859" 1981-09-23 1981 9 23 8 -2 3
"10860" 1981-09-24 1981 9 24 4 -2 1
"10861" 1981-09-25 1981 9 25 5 -6 -0.5
"10862" 1981-09-26 1981 9 26 2 -9 -3.5
"10863" 1981-09-27 1981 9 27 7 -4 1.5
"10864" 1981-09-28 1981 9 28 10 1 5.5
"10865" 1981-09-29 1981 9 29 8 0 4
"10866" 1981-09-30 1981 9 30 4 -5 -0.5
"10867" 1981-10-01 1981 10 1 7 -2 2.5
"10868" 1981-10-02 1981 10 2 7 -2 2.5
"10869" 1981-10-03 1981 10 3 -1 -5 -3
"10870" 1981-10-04 1981 10 4 8 -5 1.5
"10871" 1981-10-05 1981 10 5 -3 -7 -5
"10872" 1981-10-06 1981 10 6 4 -6 -1
"10873" 1981-10-07 1981 10 7 3 -3 0
"10874" 1981-10-08 1981 10 8 10 -6 2
"10875" 1981-10-09 1981 10 9 -4 -8 -6
"10876" 1981-10-10 1981 10 10 2 -7 -2.5
"10877" 1981-10-11 1981 10 11 6 -6 0
"10878" 1981-10-12 1981 10 12 -3 -8 -5.5
"10879" 1981-10-13 1981 10 13 -2 -8 -5
"10880" 1981-10-14 1981 10 14 -5 -10 -7.5
"10881" 1981-10-15 1981 10 15 -7 -10 -8.5
"10882" 1981-10-16 1981 10 16 -7 -15 -11
"10883" 1981-10-17 1981 10 17 -12 -15 -13.5
"10884" 1981-10-18 1981 10 18 -9 -13 -11
"10885" 1981-10-19 1981 10 19 -4 -9 -6.5
"10886" 1981-10-20 1981 10 20 -4 -9 -6.5
"10887" 1981-10-21 1981 10 21 -5 -12 -8.5
"10888" 1981-10-22 1981 10 22 -9 -14 -11.5
"10889" 1981-10-23 1981 10 23 -8 -14 -11
"10890" 1981-10-24 1981 10 24 -12 -19 -15.5
"10891" 1981-10-25 1981 10 25 -13 -20 -16.5
"10892" 1981-10-26 1981 10 26 -2 -12 -7
"10893" 1981-10-27 1981 10 27 -1 -7 -4
"10894" 1981-10-28 1981 10 28 -2 -8 -5
"10895" 1981-10-29 1981 10 29 -4 -16 -10
"10896" 1981-10-30 1981 10 30 -13 -18 -15.5
"10897" 1981-10-31 1981 10 31 -11 -20 -15.5
"10898" 1981-11-01 1981 11 1 -5 -12 -8.5
"10899" 1981-11-02 1981 11 2 -4 -11 -7.5
"10900" 1981-11-03 1981 11 3 -1 -10 -5.5
"10901" 1981-11-04 1981 11 4 -5 -10 -7.5
"10902" 1981-11-05 1981 11 5 -5 -12 -8.5
"10903" 1981-11-06 1981 11 6 -5 -9 -7
"10904" 1981-11-07 1981 11 7 -6 -10 -8
"10905" 1981-11-08 1981 11 8 -9 -14 -11.5
"10906" 1981-11-09 1981 11 9 -8 -15 -11.5
"10907" 1981-11-10 1981 11 10 -2 -12 -7
"10908" 1981-11-11 1981 11 11 -4 -11 -7.5
"10909" 1981-11-12 1981 11 12 -2 -12 -7
"10910" 1981-11-13 1981 11 13 -4 -9 -6.5
"10911" 1981-11-14 1981 11 14 -5 -10 -7.5
"10912" 1981-11-15 1981 11 15 -7 -11 -9
"10913" 1981-11-16 1981 11 16 -2 -8 -5
"10914" 1981-11-17 1981 11 17 2 -7 -2.5
"10915" 1981-11-18 1981 11 18 -7 -18 -12.5
"10916" 1981-11-19 1981 11 19 -13 -19 -16
"10917" 1981-11-20 1981 11 20 -9 -14 -11.5
"10918" 1981-11-21 1981 11 21 -10 -14 -12
"10919" 1981-11-22 1981 11 22 -7 -13 -10
"10920" 1981-11-23 1981 11 23 -7 -14 -10.5
"10921" 1981-11-24 1981 11 24 -3 -8 -5.5
"10922" 1981-11-25 1981 11 25 -6 -21 -13.5
"10923" 1981-11-26 1981 11 26 -11 -22 -16.5
"10924" 1981-11-27 1981 11 27 -10 -18 -14
"10925" 1981-11-28 1981 11 28 -13 -19 -16
"10926" 1981-11-29 1981 11 29 -10 -16 -13
"10927" 1981-11-30 1981 11 30 -18 -27 -22.5
"10928" 1981-12-01 1981 12 1 -17 -22 -19.5
"10929" 1981-12-02 1981 12 2 -12 -17 -14.5
"10930" 1981-12-03 1981 12 3 -13 -14 -13.5
"10931" 1981-12-04 1981 12 4 -4 -10 -7
"10932" 1981-12-05 1981 12 5 -6 -11 -8.5
"10933" 1981-12-06 1981 12 6 -4 -8 -6
"10934" 1981-12-07 1981 12 7 -3 -7 -5
"10935" 1981-12-08 1981 12 8 -3 -8 -5.5
"10936" 1981-12-09 1981 12 9 -1 -6 -3.5
"10937" 1981-12-10 1981 12 10 -3 -8 -5.5
"10938" 1981-12-11 1981 12 11 -7 -12 -9.5
"10939" 1981-12-12 1981 12 12 -11 -13 -12
"10940" 1981-12-13 1981 12 13 -12 -16 -14
"10941" 1981-12-14 1981 12 14 -12 -17 -14.5
"10942" 1981-12-15 1981 12 15 -10 -18 -14
"10943" 1981-12-16 1981 12 16 -17 -21 -19
"10944" 1981-12-17 1981 12 17 -18.80225091 -24.06763552 -21.43494321
"10945" 1981-12-18 1981 12 18 -9 -21 -15
"10946" 1981-12-19 1981 12 19 -7 -12 -9.5
"10947" 1981-12-20 1981 12 20 -6 -9 -7.5
"10948" 1981-12-21 1981 12 21 -8 -18 -13
"10949" 1981-12-22 1981 12 22 -22 -27 -24.5
"10950" 1981-12-23 1981 12 23 -27 -29 -28
"10951" 1981-12-24 1981 12 24 -26 -29 -27.5
"10952" 1981-12-25 1981 12 25 -24 -25 -24.5
"10953" 1981-12-26 1981 12 26 -23 -28 -25.5
"10954" 1981-12-27 1981 12 27 -22 -26 -24
"10955" 1981-12-28 1981 12 28 -21 -28 -24.5
"10956" 1981-12-29 1981 12 29 -10 -21 -15.5
"10957" 1981-12-30 1981 12 30 -10 -16 -13
"10958" 1981-12-31 1981 12 31 -14 -22 -18
"10959" 1982-01-01 1982 1 1 -12 -17 -14.5
"10960" 1982-01-02 1982 1 2 -16 -22 -19
"10961" 1982-01-03 1982 1 3 -23.42552169 -26.96399534 -25.19475852
"10962" 1982-01-04 1982 1 4 -12 -25 -18.5
"10963" 1982-01-05 1982 1 5 -12 -14 -13
"10964" 1982-01-06 1982 1 6 -15 -30 -22.5
"10965" 1982-01-07 1982 1 7 -18 -29 -23.5
"10966" 1982-01-08 1982 1 8 -16 -20 -18
"10967" 1982-01-09 1982 1 9 -10 -16 -13
"10968" 1982-01-10 1982 1 10 -12 -15 -13.5
"10969" 1982-01-11 1982 1 11 -14 -20 -17
"10970" 1982-01-12 1982 1 12 -20 -23 -21.5
"10971" 1982-01-13 1982 1 13 -18 -24 -21
"10972" 1982-01-14 1982 1 14 -15 -19 -17
"10973" 1982-01-15 1982 1 15 -19 -20 -19.5
"10974" 1982-01-16 1982 1 16 -12 -18 -15
"10975" 1982-01-17 1982 1 17 -10 -12 -11
"10976" 1982-01-18 1982 1 18 -11 -15 -13
"10977" 1982-01-19 1982 1 19 -13 -16 -14.5
"10978" 1982-01-20 1982 1 20 -16 -19 -17.5
"10979" 1982-01-21 1982 1 21 -12 -18 -15
"10980" 1982-01-22 1982 1 22 -19 -27 -23
"10981" 1982-01-23 1982 1 23 -14 -27 -20.5
"10982" 1982-01-24 1982 1 24 -10 -14 -12
"10983" 1982-01-25 1982 1 25 -8 -16 -12
"10984" 1982-01-26 1982 1 26 -2 -9 -5.5
"10985" 1982-01-27 1982 1 27 -9 -19 -14
"10986" 1982-01-28 1982 1 28 -8 -14 -11
"10987" 1982-01-29 1982 1 29 -13 -17 -15
"10988" 1982-01-30 1982 1 30 -13 -18 -15.5
"10989" 1982-01-31 1982 1 31 -16 -18 -17
"10990" 1982-02-01 1982 2 1 -15 -21 -18
"10991" 1982-02-02 1982 2 2 -18.53387235 -26.13869635 -22.33628435
"10992" 1982-02-03 1982 2 3 -18.53387235 -26.13869635 -22.33628435
"10993" 1982-02-04 1982 2 4 -16.66709349 -28.00547521 -22.33628435
"10994" 1982-02-05 1982 2 5 -27.7326218 -30.67049868 -29.20156024
"10995" 1982-02-06 1982 2 6 -15 -30 -22.5
"10996" 1982-02-07 1982 2 7 -11 -17 -14
"10997" 1982-02-08 1982 2 8 -16 -25 -20.5
"10998" 1982-02-09 1982 2 9 -19 -26 -22.5
"10999" 1982-02-10 1982 2 10 -18 -22 -20
"11000" 1982-02-11 1982 2 11 -11 -21 -16
"11001" 1982-02-12 1982 2 12 -11 -21 -16
"11002" 1982-02-13 1982 2 13 -6 -13 -9.5
"11003" 1982-02-14 1982 2 14 -7 -11 -9
"11004" 1982-02-15 1982 2 15 -9 -11 -10
"11005" 1982-02-16 1982 2 16 -7 -14 -10.5
"11006" 1982-02-17 1982 2 17 -13 -17 -15
"11007" 1982-02-18 1982 2 18 -8 -16 -12
"11008" 1982-02-19 1982 2 19 -8 -14 -11
"11009" 1982-02-20 1982 2 20 -4 -9 -6.5
"11010" 1982-02-21 1982 2 21 0 -9 -4.5
"11011" 1982-02-22 1982 2 22 -2 -8 -5
"11012" 1982-02-23 1982 2 23 -8 -12 -10
"11013" 1982-02-24 1982 2 24 -7 -13 -10
"11014" 1982-02-25 1982 2 25 -7 -14 -10.5
"11015" 1982-02-26 1982 2 26 -8 -14 -11
"11016" 1982-02-27 1982 2 27 -11 -14 -12.5
"11017" 1982-02-28 1982 2 28 -8 -13 -10.5
"11018" 1982-03-01 1982 3 1 -7 -11 -9
"11019" 1982-03-02 1982 3 2 -10 -13 -11.5
"11020" 1982-03-03 1982 3 3 -13 -17 -15
"11021" 1982-03-04 1982 3 4 -17 -22 -19.5
"11022" 1982-03-05 1982 3 5 -13 -24 -18.5
"11023" 1982-03-06 1982 3 6 -20 -24 -22
"11024" 1982-03-07 1982 3 7 -15 -21 -18
"11025" 1982-03-08 1982 3 8 -11 -16 -13.5
"11026" 1982-03-09 1982 3 9 -11 -14 -12.5
"11027" 1982-03-10 1982 3 10 -9 -11 -10
"11028" 1982-03-11 1982 3 11 -4 -11 -7.5
"11029" 1982-03-12 1982 3 12 -8 -18 -13
"11030" 1982-03-13 1982 3 13 -8 -13 -10.5
"11031" 1982-03-14 1982 3 14 -5 -11 -8
"11032" 1982-03-15 1982 3 15 -9 -13 -11
"11033" 1982-03-16 1982 3 16 -6 -14 -10
"11034" 1982-03-17 1982 3 17 -7 -15 -11
"11035" 1982-03-18 1982 3 18 -3 -10 -6.5
"11036" 1982-03-19 1982 3 19 -11 -21 -16
"11037" 1982-03-20 1982 3 20 -17 -22 -19.5
"11038" 1982-03-21 1982 3 21 -15 -21 -18
"11039" 1982-03-22 1982 3 22 -14 -20 -17
"11040" 1982-03-23 1982 3 23 -13 -20 -16.5
"11041" 1982-03-24 1982 3 24 -13 -18 -15.5
"11042" 1982-03-25 1982 3 25 -8 -17 -12.5
"11043" 1982-03-26 1982 3 26 -7 -13 -10
"11044" 1982-03-27 1982 3 27 -9 -12 -10.5
"11045" 1982-03-28 1982 3 28 -2 -12 -7
"11046" 1982-03-29 1982 3 29 -7 -22 -14.5
"11047" 1982-03-30 1982 3 30 -19 -23 -21
"11048" 1982-03-31 1982 3 31 -6 -21 -13.5
"11049" 1982-04-01 1982 4 1 -1 -12 -6.5
"11050" 1982-04-02 1982 4 2 -12 -23 -17.5
"11051" 1982-04-03 1982 4 3 -7 -17 -12
"11052" 1982-04-04 1982 4 4 -5 -22 -13.5
"11053" 1982-04-05 1982 4 5 -18 -24 -21
"11054" 1982-04-06 1982 4 6 -12 -18 -15
"11055" 1982-04-07 1982 4 7 -13 -21 -17
"11056" 1982-04-08 1982 4 8 -20 -23 -21.5
"11057" 1982-04-09 1982 4 9 -17 -23 -20
"11058" 1982-04-10 1982 4 10 -9 -21 -15
"11059" 1982-04-11 1982 4 11 1 -11 -5
"11060" 1982-04-12 1982 4 12 -3 -11 -7
"11061" 1982-04-13 1982 4 13 -2 -11 -6.5
"11062" 1982-04-14 1982 4 14 1 -8 -3.5
"11063" 1982-04-15 1982 4 15 -2 -10 -6
"11064" 1982-04-16 1982 4 16 -12 -19 -15.5
"11065" 1982-04-17 1982 4 17 -5 -17 -11
"11066" 1982-04-18 1982 4 18 -4 -16 -10
"11067" 1982-04-19 1982 4 19 -17 -27 -22
"11068" 1982-04-20 1982 4 20 -18 -24 -21
"11069" 1982-04-21 1982 4 21 -7 -22 -14.5
"11070" 1982-04-22 1982 4 22 -5 -16 -10.5
"11071" 1982-04-23 1982 4 23 0 -10 -5
"11072" 1982-04-24 1982 4 24 -3 -10 -6.5
"11073" 1982-04-25 1982 4 25 -3 -9 -6
"11074" 1982-04-26 1982 4 26 -6 -11 -8.5
"11075" 1982-04-27 1982 4 27 -9 -12 -10.5
"11076" 1982-04-28 1982 4 28 -6 -14 -10
"11077" 1982-04-29 1982 4 29 -5 -10 -7.5
"11078" 1982-04-30 1982 4 30 -4 -12 -8
"11079" 1982-05-01 1982 5 1 3 -6 -1.5
"11080" 1982-05-02 1982 5 2 6 -4 1
"11081" 1982-05-03 1982 5 3 3 -5 -1
"11082" 1982-05-04 1982 5 4 -1 -8 -4.5
"11083" 1982-05-05 1982 5 5 -7 -16 -11.5
"11084" 1982-05-06 1982 5 6 -10 -18 -14
"11085" 1982-05-07 1982 5 7 -6 -13 -9.5
"11086" 1982-05-08 1982 5 8 0 -8 -4
"11087" 1982-05-09 1982 5 9 1 -9 -4
"11088" 1982-05-10 1982 5 10 -3 -12 -7.5
"11089" 1982-05-11 1982 5 11 -7 -10 -8.5
"11090" 1982-05-12 1982 5 12 -7 -11 -9
"11091" 1982-05-13 1982 5 13 -5 -11 -8
"11092" 1982-05-14 1982 5 14 -8 -12 -10
"11093" 1982-05-15 1982 5 15 -6 -11 -8.5
"11094" 1982-05-16 1982 5 16 -6 -8 -7
"11095" 1982-05-17 1982 5 17 0 -9 -4.5
"11096" 1982-05-18 1982 5 18 3 -4 -0.5
"11097" 1982-05-19 1982 5 19 3 -7 -2
"11098" 1982-05-20 1982 5 20 -5 -8 -6.5
"11099" 1982-05-21 1982 5 21 2 -8 -3
"11100" 1982-05-22 1982 5 22 7 -5 1
"11101" 1982-05-23 1982 5 23 5 -4 0.5
"11102" 1982-05-24 1982 5 24 -1 -12 -6.5
"11103" 1982-05-25 1982 5 25 -12 -13 -12.5
"11104" 1982-05-26 1982 5 26 0 -13 -6.5
"11105" 1982-05-27 1982 5 27 4 -2 1
"11106" 1982-05-28 1982 5 28 -2 -9 -5.5
"11107" 1982-05-29 1982 5 29 0 -9 -4.5
"11108" 1982-05-30 1982 5 30 -3 -11 -7
"11109" 1982-05-31 1982 5 31 1 -12 -5.5
"11110" 1982-06-01 1982 6 1 1 -8 -3.5
"11111" 1982-06-02 1982 6 2 -2 -9 -5.5
"11112" 1982-06-03 1982 6 3 -5 -8 -6.5
"11113" 1982-06-04 1982 6 4 3 -5 -1
"11114" 1982-06-05 1982 6 5 3 -7 -2
"11115" 1982-06-06 1982 6 6 -3 -12 -7.5
"11116" 1982-06-07 1982 6 7 6 -5 0.5
"11117" 1982-06-08 1982 6 8 2 -8 -3
"11118" 1982-06-09 1982 6 9 -1 -8 -4.5
"11119" 1982-06-10 1982 6 10 2 -3 -0.5
"11120" 1982-06-11 1982 6 11 2 -4 -1
"11121" 1982-06-12 1982 6 12 5 -2 1.5
"11122" 1982-06-13 1982 6 13 8 -1 3.5
"11123" 1982-06-14 1982 6 14 3 -4 -0.5
"11124" 1982-06-15 1982 6 15 -1 -5 -3
"11125" 1982-06-16 1982 6 16 4 -3 0.5
"11126" 1982-06-17 1982 6 17 3 -3 0
"11127" 1982-06-18 1982 6 18 -2 -6 -4
"11128" 1982-06-19 1982 6 19 10 -7 1.5
"11129" 1982-06-20 1982 6 20 7 -1 3
"11130" 1982-06-21 1982 6 21 6 -2 2
"11131" 1982-06-22 1982 6 22 8 -1 3.5
"11132" 1982-06-23 1982 6 23 6 -1 2.5
"11133" 1982-06-24 1982 6 24 8 -3 2.5
"11134" 1982-06-25 1982 6 25 8 -4 2
"11135" 1982-06-26 1982 6 26 2 -5 -1.5
"11136" 1982-06-27 1982 6 27 10 -1 4.5
"11137" 1982-06-28 1982 6 28 13 3 8
"11138" 1982-06-29 1982 6 29 12 -1 5.5
"11139" 1982-06-30 1982 6 30 10 0 5
"11140" 1982-07-01 1982 7 1 8 -2 3
"11141" 1982-07-02 1982 7 2 7 -2 2.5
"11142" 1982-07-03 1982 7 3 10 1 5.5
"11143" 1982-07-04 1982 7 4 12 0 6
"11144" 1982-07-05 1982 7 5 6 -5 0.5
"11145" 1982-07-06 1982 7 6 3 -8 -2.5
"11146" 1982-07-07 1982 7 7 8 -3 2.5
"11147" 1982-07-08 1982 7 8 7 1 4
"11148" 1982-07-09 1982 7 9 5 -4 0.5
"11149" 1982-07-10 1982 7 10 6 -3 1.5
"11150" 1982-07-11 1982 7 11 7 1 4
"11151" 1982-07-12 1982 7 12 20 2 11
"11152" 1982-07-13 1982 7 13 15 3 9
"11153" 1982-07-14 1982 7 14 13 4 8.5
"11154" 1982-07-15 1982 7 15 13 4 8.5
"11155" 1982-07-16 1982 7 16 12 5 8.5
"11156" 1982-07-17 1982 7 17 11 4 7.5
"11157" 1982-07-18 1982 7 18 12 4 8
"11158" 1982-07-19 1982 7 19 12 4 8
"11159" 1982-07-20 1982 7 20 14 4 9
"11160" 1982-07-21 1982 7 21 14 6 10
"11161" 1982-07-22 1982 7 22 13 6 9.5
"11162" 1982-07-23 1982 7 23 14 7 10.5
"11163" 1982-07-24 1982 7 24 14 5 9.5
"11164" 1982-07-25 1982 7 25 11 3 7
"11165" 1982-07-26 1982 7 26 9 2 5.5
"11166" 1982-07-27 1982 7 27 6 -2 2
"11167" 1982-07-28 1982 7 28 7 1 4
"11168" 1982-07-29 1982 7 29 2 -1 0.5
"11169" 1982-07-30 1982 7 30 8 -1 3.5
"11170" 1982-07-31 1982 7 31 11 1 6
"11171" 1982-08-01 1982 8 1 13 4 8.5
"11172" 1982-08-02 1982 8 2 7 1 4
"11173" 1982-08-03 1982 8 3 9 1 5
"11174" 1982-08-04 1982 8 4 7 1 4
"11175" 1982-08-05 1982 8 5 10 2 6
"11176" 1982-08-06 1982 8 6 11 2 6.5
"11177" 1982-08-07 1982 8 7 8 1 4.5
"11178" 1982-08-08 1982 8 8 8 2 5
"11179" 1982-08-09 1982 8 9 9 3 6
"11180" 1982-08-10 1982 8 10 7 0 3.5
"11181" 1982-08-11 1982 8 11 8 1 4.5
"11182" 1982-08-12 1982 8 12 9 1 5
"11183" 1982-08-13 1982 8 13 8 1 4.5
"11184" 1982-08-14 1982 8 14 11 1 6
"11185" 1982-08-15 1982 8 15 9 2 5.5
"11186" 1982-08-16 1982 8 16 9 3 6
"11187" 1982-08-17 1982 8 17 11 4 7.5
"11188" 1982-08-18 1982 8 18 12 4 8
"11189" 1982-08-19 1982 8 19 9 4 6.5
"11190" 1982-08-20 1982 8 20 10 2 6
"11191" 1982-08-21 1982 8 21 10 4 7
"11192" 1982-08-22 1982 8 22 11 4 7.5
"11193" 1982-08-23 1982 8 23 10 2 6
"11194" 1982-08-24 1982 8 24 6 -3 1.5
"11195" 1982-08-25 1982 8 25 6 0 3
"11196" 1982-08-26 1982 8 26 7 -1 3
"11197" 1982-08-27 1982 8 27 8 0 4
"11198" 1982-08-28 1982 8 28 9 1 5
"11199" 1982-08-29 1982 8 29 6 1 3.5
"11200" 1982-08-30 1982 8 30 7 3 5
"11201" 1982-08-31 1982 8 31 7 2 4.5
"11202" 1982-09-01 1982 9 1 6 1 3.5
"11203" 1982-09-02 1982 9 2 9 1 5
"11204" 1982-09-03 1982 9 3 8 2 5
"11205" 1982-09-04 1982 9 4 10 1 5.5
"11206" 1982-09-05 1982 9 5 3 -3 0
"11207" 1982-09-06 1982 9 6 7 -1 3
"11208" 1982-09-07 1982 9 7 6 -1 2.5
"11209" 1982-09-08 1982 9 8 3 -1 1
"11210" 1982-09-09 1982 9 9 7 0 3.5
"11211" 1982-09-10 1982 9 10 8 1 4.5
"11212" 1982-09-11 1982 9 11 2 -5 -1.5
"11213" 1982-09-12 1982 9 12 -5 -7 -6
"11214" 1982-09-13 1982 9 13 -4 -9 -6.5
"11215" 1982-09-14 1982 9 14 -6 -10 -8
"11216" 1982-09-15 1982 9 15 2 -6 -2
"11217" 1982-09-16 1982 9 16 6 -1 2.5
"11218" 1982-09-17 1982 9 17 2 -3 -0.5
"11219" 1982-09-18 1982 9 18 4 -1 1.5
"11220" 1982-09-19 1982 9 19 2 -5 -1.5
"11221" 1982-09-20 1982 9 20 3 -3 0
"11222" 1982-09-21 1982 9 21 6 -2 2
"11223" 1982-09-22 1982 9 22 4 -1 1.5
"11224" 1982-09-23 1982 9 23 5 -3 1
"11225" 1982-09-24 1982 9 24 6 -1 2.5
"11226" 1982-09-25 1982 9 25 4 0 2
"11227" 1982-09-26 1982 9 26 4 -1 1.5
"11228" 1982-09-27 1982 9 27 5 -8 -1.5
"11229" 1982-09-28 1982 9 28 -8 -12 -10
"11230" 1982-09-29 1982 9 29 -4 -12 -8
"11231" 1982-09-30 1982 9 30 -2 -7 -4.5
"11232" 1982-10-01 1982 10 1 -3 -13 -8
"11233" 1982-10-02 1982 10 2 -3 -14 -8.5
"11234" 1982-10-03 1982 10 3 2 -5 -1.5
"11235" 1982-10-04 1982 10 4 3 -6 -1.5
"11236" 1982-10-05 1982 10 5 1 -13 -6
"11237" 1982-10-06 1982 10 6 -3 -15 -9
"11238" 1982-10-07 1982 10 7 5 -7 -1
"11239" 1982-10-08 1982 10 8 -5 -19 -12
"11240" 1982-10-09 1982 10 9 -15.03695802 -17.95365975 -16.49530888
"11241" 1982-10-10 1982 10 10 -7.632877445 -17.10237681 -12.36762713
"11242" 1982-10-11 1982 10 11 -8.806899453 -15 -11.90344973
"11243" 1982-10-12 1982 10 12 -9 -14 -11.5
"11244" 1982-10-13 1982 10 13 -8 -14 -11
"11245" 1982-10-14 1982 10 14 -1 -8 -4.5
"11246" 1982-10-15 1982 10 15 -1 -6 -3.5
"11247" 1982-10-16 1982 10 16 -2 -5 -3.5
"11248" 1982-10-17 1982 10 17 0 -7 -3.5
"11249" 1982-10-18 1982 10 18 3 -10 -3.5
"11250" 1982-10-19 1982 10 19 -10 -21 -15.5
"11251" 1982-10-20 1982 10 20 -7 -10 -8.5
"11252" 1982-10-21 1982 10 21 -6 -13 -9.5
"11253" 1982-10-22 1982 10 22 -3 -9 -6
"11254" 1982-10-23 1982 10 23 -2 -8 -5
"11255" 1982-10-24 1982 10 24 2 -5 -1.5
"11256" 1982-10-25 1982 10 25 -3 -5 -4
"11257" 1982-10-26 1982 10 26 -3 -6 -4.5
"11258" 1982-10-27 1982 10 27 -7 -17 -12
"11259" 1982-10-28 1982 10 28 -12 -19 -15.5
"11260" 1982-10-29 1982 10 29 -8 -13 -10.5
"11261" 1982-10-30 1982 10 30 -5 -9 -7
"11262" 1982-10-31 1982 10 31 -7 -10 -8.5
"11263" 1982-11-01 1982 11 1 -10 -17 -13.5
"11264" 1982-11-02 1982 11 2 -15 -21 -18
"11265" 1982-11-03 1982 11 3 -16 -21 -18.5
"11266" 1982-11-04 1982 11 4 -10 -17 -13.5
"11267" 1982-11-05 1982 11 5 -7 -10 -8.5
"11268" 1982-11-06 1982 11 6 -3 -10 -6.5
"11269" 1982-11-07 1982 11 7 -2 -9 -5.5
"11270" 1982-11-08 1982 11 8 -4 -8 -6
"11271" 1982-11-09 1982 11 9 -6 -12 -9
"11272" 1982-11-10 1982 11 10 -6 -12 -9
"11273" 1982-11-11 1982 11 11 -10 -19 -14.5
"11274" 1982-11-12 1982 11 12 -13 -22 -17.5
"11275" 1982-11-13 1982 11 13 -11 -22 -16.5
"11276" 1982-11-14 1982 11 14 -12 -23 -17.5
"11277" 1982-11-15 1982 11 15 -7 -13 -10
