"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_avg","hmp1",-7.28458,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_max","hmp1",-1.928,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_min","hmp1",-13.42,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_avg","hmp2",-7.34488,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_max","hmp2",-1.952,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_min","hmp2",-13.57,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_avg","hmp3",-7.20922,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_max","hmp3",-0.821,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","airtemp_min","hmp3",-16.45,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","DTR","hmp1",11.492,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","DTR","hmp2",11.618,"n"
"raw hmps",2017-01-15,2017,1,15,"c1","cr1000","DTR","hmp3",15.629,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_avg","hmp1",-6.0631,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_max","hmp1",-4.467,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_min","hmp1",-11.62,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_avg","hmp2",-6.11194,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_max","hmp2",-4.467,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_min","hmp2",-11.74,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_avg","hmp3",-5.97265,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_max","hmp3",-1.988,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","airtemp_min","hmp3",-11.62,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","DTR","hmp1",7.153,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","DTR","hmp2",7.273,"n"
"raw hmps",2017-01-16,2017,1,16,"c1","cr1000","DTR","hmp3",9.632,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_avg","hmp1",-7.5676,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_max","hmp1",3.857,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_min","hmp1",-15.43,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_avg","hmp2",-7.64386,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_max","hmp2",3.881,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_min","hmp2",-15.55,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_avg","hmp3",-7.62576,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_max","hmp3",3.881,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","airtemp_min","hmp3",-16.05,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","DTR","hmp1",19.287,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","DTR","hmp2",19.431,"n"
"raw hmps",2017-01-17,2017,1,17,"c1","cr1000","DTR","hmp3",19.931,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_avg","hmp1",-7.07984,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_max","hmp1",6.789,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_min","hmp1",-16.09,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_avg","hmp2",-7.14639,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_max","hmp2",6.765,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_min","hmp2",-16.24,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_avg","hmp3",-7.06383,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_max","hmp3",6.789,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","airtemp_min","hmp3",-18.83,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","DTR","hmp1",22.879,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","DTR","hmp2",23.005,"n"
"raw hmps",2017-01-18,2017,1,18,"c1","cr1000","DTR","hmp3",25.619,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_avg","hmp1",-0.84056,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_max","hmp1",5.329,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_min","hmp1",-6.138,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_avg","hmp2",-0.86449,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_max","hmp2",5.257,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_min","hmp2",-6.233,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_avg","hmp3",-0.78501,"n"
"raw hmps",2017-01-19,2017,1,19,"c1","cr1000","airtemp_max","hmp3",5.305,"n"
