"data_source","date","yr","mon","doy","local_site","logger","metric","sensor","temp","flag"
"raw hmps",2018-01-11,2018,1,11,"sdl","cr1000","airtemp_max","hmp1",-11.78,"n"
"raw hmps",2018-01-11,2018,1,11,"sdl","cr1000","airtemp_min","hmp1",-16.93,"n"
"raw hmps",2018-01-11,2018,1,11,"sdl","cr1000","airtemp_max","hmp3",-11.95,"n"
"raw hmps",2018-01-11,2018,1,11,"sdl","cr1000","airtemp_min","hmp2",-16.85,"n"
"raw hmps",2018-01-11,2018,1,11,"sdl","cr1000","airtemp_avg","hmp3",-14.90694,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_max","hmp1",-8.78,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_avg","hmp1",-10.48639,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","DTR","hmp2",3.28,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","DTR","hmp3",3.3,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_min","hmp1",-12.06,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_avg","hmp2",-10.4709,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_max","hmp2",-8.76,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_min","hmp2",-12.04,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_avg","hmp3",-10.64167,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_max","hmp3",-8.95,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","airtemp_min","hmp3",-12.25,"n"
"raw hmps",2018-01-12,2018,1,12,"sdl","cr1000","DTR","hmp1",3.28,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_avg","hmp1",-10.81729,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_max","hmp1",-9.55,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_min","hmp1",-12.13,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_avg","hmp2",-10.79458,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_max","hmp3",-9.74,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_max","hmp2",-9.55,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_min","hmp2",-12.08,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_avg","hmp3",-10.97882,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","DTR","hmp3",2.55,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","airtemp_min","hmp3",-12.29,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","DTR","hmp1",2.58,"n"
"raw hmps",2018-01-13,2018,1,13,"sdl","cr1000","DTR","hmp2",2.53,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_avg","hmp1",-8.73194,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_max","hmp1",-6.516,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_min","hmp1",-10.74,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_avg","hmp2",-8.73794,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_max","hmp2",-6.539,"n"
"raw hmps",2018-01-14,2018,1,14,"sdl","cr1000","airtemp_max","hmp3",-6.728,"n"
