sumallPC1,sumallPC2,site
-0.291286539866789,-0.446476373638535,1991
-0.911915212945585,1.01719936518277,1992
-1.46206780599201,1.61998222642956,1993
0.0379599371181865,1.07382556084049,1994
-1.49113142192744,-0.443280103296015,1995
0.026648575504482,1.23546735562874,1996
-0.484834742008898,-0.240801759466725,1997
-1.14759327454188,-0.7930255733067,1998
-0.838495738442739,-1.29133810238574,1999
0.476704187703358,0.527035849480541,2000
0.247234606160807,-0.559715834641624,2001
1.36632826136908,0.649161095109128,2002
0.671145389024668,0.0436194250373223,2003
-0.147771942621317,0.0988008574636957,2004
0.408415176960644,0.260247465490485,2005
0.883050460187079,0.233241885462966,2006
0.563404851058549,-0.219937578424307,2007
-0.114334473699627,-0.595385311084658,2008
-0.162675457870881,0.536755781309373,2009
0.410012731974932,-0.276278010305122,2010
-0.0613452906118455,-1.66134735200537,2011
1.45182527386732,-0.467899538297039,2012
0.570722449599912,-0.299851330583229,2013
