Year,Month,Day,TMIN,TMAX,PCP
1996,5,19,-1.49,7.63,0.49
1996,5,20,-4.78,1.77,0.69
1996,5,21,-2.65,7.14,0.02
1996,5,22,1.35,7.95,0.7
1996,5,23,-1.64,4.35,5.81
1996,5,24,-2.63,0.38,6.83
1996,5,25,-2.52,0.75,4.09
1996,5,26,-4.35,1.26,10.36
1996,5,27,-4.79,-0.47,21.5
1996,5,28,-3.33,2.23,2.56
1996,5,29,-2.75,5.15,0.69
1996,5,30,1.26,7.29,0.02
1996,5,31,-1.86,4.74,0.5
1996,6,1,-3.09,3.91,0.92
1996,6,2,-2.84,7.02,0
1996,6,3,1.48,8.62,0
1996,6,4,3.1,9.82,0.04
1996,6,5,4.61,10.17,0.92
1996,6,6,-1.82,8.13,0
1996,6,7,-1.24,11.01,0.12
1996,6,8,4.28,14.89,2.76
1996,6,9,5.38,13.28,0.04
1996,6,10,3.88,13.07,0.92
1996,6,11,3.01,12.46,0.04
1996,6,12,2.62,10.43,0.92
1996,6,13,2.71,12.76,0.04
1996,6,14,3.38,12.19,1.54
1996,6,15,0.53,3.29,14.3
1996,6,16,0.86,10.93,0.92
1996,6,17,3.83,13.33,0
1996,6,18,5.72,14.25,0
1996,6,19,6.16,15.08,0.12
1996,6,20,5.09,15.13,3.38
1996,6,21,4.89,11.67,14.47
1996,6,22,6.5,17.54,4.83
1996,6,23,5.49,16.38,0
1996,6,24,5.46,14.37,0
1996,6,25,2.09,13.57,0.17
1996,6,26,4.68,14.45,3.91
1996,6,27,7.51,11.61,0.04
1996,6,28,4.51,9.61,0.92
1996,6,29,2.8,11.7,0
1996,6,30,4.64,14.6,0
1996,7,1,6.31,15.18,0
1996,7,2,7.26,16.7,0
1996,7,3,8.41,16.97,0
1996,7,4,8.54,18.2,0
1996,7,5,7.65,16.48,0
1996,7,6,7.16,15.4,0
1996,7,7,6.63,16.1,0
1996,7,8,5.08,11.98,0.04
1996,7,9,4.31,9.48,0.92
1996,7,10,4.24,12.94,0.08
1996,7,11,7.51,16.28,1.84
1996,7,12,4.23,14.26,0
1996,7,13,4.48,14.45,0.04
1996,7,14,1.14,13.99,1.09
1996,7,15,5.55,16.23,4.12
1996,7,16,6.38,14.19,4.87
1996,7,17,4.78,14.6,0.96
1996,7,18,7.27,12.63,0.92
1996,7,19,7.55,16.86,0
1996,7,20,8.21,16.88,0
1996,7,21,5.94,16.97,0
1996,7,22,7.74,16.33,0
1996,7,23,6.8,14.53,0
1996,7,24,2.69,9.99,0.04
1996,7,25,3.31,12.32,0.96
1996,7,26,3.87,13.79,0.92
1996,7,27,3.84,15.46,0.08
1996,7,28,5.66,14.72,2.67
1996,7,29,4.96,10.76,19.09
1996,7,30,9.77,19.64,0
1996,7,31,9.27,21.52,0.04
1996,8,1,6.88,15.96,0.96
1996,8,2,6.41,15.77,1.09
1996,8,3,7.83,13.89,3.95
1996,8,4,4.66,12.73,0.92
1996,8,5,3.68,14.83,0
1996,8,6,4.14,16.25,0
1996,8,7,1.14,12.33,0.12
1996,8,8,3.06,13.18,2.76
1996,8,9,4.56,14.11,0
1996,8,10,2.03,13.63,0
1996,8,11,4.22,17.16,0
1996,8,12,7.14,18.49,0
1996,8,13,7.93,18,0.04
1996,8,14,6.33,17.19,0.96
1996,8,15,5.52,15.07,0.96
1996,8,16,3.54,12.16,0.92
1996,8,17,2.56,16.51,0.17
1996,8,18,4.91,11.89,3.99
1996,8,19,3.26,12.52,1.92
1996,8,20,3.99,14.91,2.09
1996,8,21,4.76,14.24,5.75
1996,8,22,5.04,12.84,0
1996,8,23,4.36,14.46,0
1996,8,24,5.11,19.44,0
1996,8,25,5.5,16.84,0
1996,8,26,3.39,13.24,0.25
1996,8,27,3.35,10.6,5.75
1996,8,28,6.09,13.36,0
1996,8,29,3.45,15.54,0
1996,8,30,2.72,11.59,0
1996,8,31,5.33,15.52,0
1996,9,1,6.86,16.29,0.04
1996,9,2,6,16.12,0.92
1996,9,3,5.93,16.67,0
1996,9,4,7.09,15.15,0.12
1996,9,5,5.62,15.68,2.84
1996,9,6,1.14,6.24,1.84
1996,9,7,0.35,8.59,0
1996,9,8,2.87,11.9,0
1996,9,9,4.73,14.06,0
1996,9,10,4.08,13.63,0.25
1996,9,11,0.97,11.31,5.75
1996,9,12,1.42,7.98,0.08
1996,9,13,1.63,8.22,2.05
1996,9,14,0.38,7.11,4.83
1996,9,15,3.52,15,0
1996,9,16,0.92,13.04,0.33
1996,9,17,-3.32,5.93,8.17
1996,9,18,-7.17,0.51,15.96
1996,9,19,-9.15,-4.95,61.09
1996,9,20,-6.13,-2.03,19.3
1996,9,21,-3.49,8.43,4.87
1996,9,22,3.66,17.32,1.13
1996,9,23,1.82,7.78,4.95
1996,9,24,0.98,6.31,3.55
1996,9,25,-9.52,1.8,18.88
1996,9,26,-11.2,-6.46,17.87
1996,9,27,-11.34,-4.14,35.63
1996,9,28,-5.13,3.66,4.83
1996,9,29,1.49,9.61,0
1996,9,30,2.84,8.69,0
1996,10,1,2.02,7.42,0
1996,10,2,-1.2,9.53,0
1996,10,3,-0.05,7.74,0.41
1996,10,4,-0.61,5.56,9.43
1996,10,5,0.64,7.44,0
1996,10,6,1.7,9.18,0
1996,10,7,-0.29,8.24,0
1996,10,8,1.52,9.22,0
1996,10,9,0.62,10.44,0
1996,10,10,2.04,10.97,0
1996,10,11,5.2,12.13,0
1996,10,12,3.1,11.39,0
1996,10,13,2.38,11.3,0
1996,10,14,-1.22,5.17,0
1996,10,15,-1.19,5.96,0.18
1996,10,16,-13.57,4.08,4.3
1996,10,17,-14.93,-2.31,3.78
1996,10,18,-11.57,1.44,2.36
1996,10,19,-4.89,5.5,1.44
1996,10,20,-16.03,-7.45,1.41
1996,10,21,-15.83,-9.09,0.77
1996,10,22,-15.71,-5.4,1.84
1996,10,23,-8.05,-2.63,0
1996,10,24,-8.37,-3.43,0.02
1996,10,25,-7.45,-3.57,0.88
1996,10,26,-13.09,-5.35,9.66
1996,10,27,-12.15,2.65,0.1
1996,10,28,-8.46,5.34,2.71
1996,10,29,-11.35,-5.94,9.69
1996,10,30,-7,-4.77,6.11
1996,10,31,-9.07,-1.71,2.99
1996,11,1,-10.65,-5.06,0
1996,11,2,-5.11,4.53,0.05
1996,11,3,-5.08,3.75,1.52
1996,11,4,-8.28,-3.38,8.57
1996,11,5,-12.6,-2.58,1.56
1996,11,6,-16.8,-11.24,4.42
1996,11,7,-16.94,-12.85,6.81
1996,11,8,-13.16,-6.48,8.61
1996,11,9,-7.55,-2.66,2.3
1996,11,10,-4.19,-0.51,0
1996,11,11,-3.7,1.3,0
1996,11,12,-3.09,3.04,0
1996,11,13,-2.05,3.18,0
1996,11,14,-5.88,0.8,0.1
1996,11,15,-13.35,-5.52,2.4
1996,11,16,-16.93,-10.86,2.51
1996,11,17,-16.68,-7.78,5.38
1996,11,18,-7.47,-2.97,13.45
1996,11,19,-3.56,1.58,18.42
1996,11,20,-4.4,-0.68,0.46
1996,11,21,-4.65,0.82,0.02
1996,11,22,-5.38,1.1,0.48
1996,11,23,-11.45,-5.35,0.51
1996,11,24,-11.99,-3.87,1.23
1996,11,25,-10.57,-8.57,1.94
1996,11,26,-16.64,-10.19,2.38
1996,11,27,-17.62,-7.51,1.89
1996,11,28,-8.99,-6.39,1.17
1996,11,29,-16.49,-8.9,0.74
1996,11,30,-18.74,-14.95,7.25
1996,12,1,-17.94,-10.67,19.49
1996,12,2,-19.97,-12.77,19.97
1996,12,3,-19.44,-11.88,4.76
1996,12,4,-21.43,-14.33,9.31
1996,12,5,-16.3,-8.96,7.92
1996,12,6,-14.58,-12.8,2.67
1996,12,7,-16.59,-8.96,9.14
1996,12,8,-8.85,-1.34,14.62
1996,12,9,-4.29,-0.89,3.23
1996,12,10,-5.65,-3.42,5.57
1996,12,11,-9.01,-4.46,1.23
1996,12,12,-7.67,-4.51,2.02
1996,12,13,-7.34,-2.97,4.16
1996,12,14,-21.21,-7.79,0.57
1996,12,15,-21.38,-16.11,2.53
1996,12,16,-26.15,-14.37,0.28
1996,12,17,-30.09,-26.83,6.54
1996,12,18,-29.33,-23.96,2.38
1996,12,19,-26.39,-17.74,1.97
1996,12,20,-22.53,-15.8,3.23
1996,12,21,-15.47,-10.45,5.67
1996,12,22,-11.66,-9.73,3.45
1996,12,23,-11.49,-9.81,0.99
1996,12,24,-17.5,-12.28,22.83
1996,12,25,-17.89,-12.56,1.44
1996,12,26,-12.61,-8.25,1.44
1996,12,27,-10.59,-5.46,2.16
1996,12,28,-10.01,-5.05,18.15
1996,12,29,-12.31,-5.12,4.88
1996,12,30,-10.26,-2.46,1.18
1996,12,31,-6.3,-2.05,0.69
1997,1,1,-4.93,-0.41,0
1997,1,2,-0.73,3.44,0.24
1997,1,3,-0.61,3.47,5.52
1997,1,4,-11.61,1.21,0
1997,1,5,-21.63,-15.17,1.54
1997,1,6,-23.95,-14.93,35.42
1997,1,7,-18.37,-13.77,0.03
1997,1,8,-18.71,-15.95,2.1
1997,1,9,-16.69,-12.31,32.84
1997,1,10,-13.23,-9.92,9.75
1997,1,11,-20.39,-13.3,7.57
1997,1,12,-19.13,-13,5.02
1997,1,13,-12.72,-5.77,4.37
1997,1,14,-16.76,-8.59,0.39
1997,1,15,-17.7,-13.07,9.38
1997,1,16,-17.06,-13.18,9.56
1997,1,17,-15.46,-8.27,3.31
1997,1,18,-8.29,-1.52,7.36
1997,1,19,-3.94,2.64,0
1997,1,20,-8.92,-1.46,0.57
1997,1,21,-16.25,-9.81,13.27
1997,1,22,-16.84,-10.03,3.99
1997,1,23,-14.19,-8.18,7.44
1997,1,24,-19.31,-14.71,7.41
1997,1,25,-16.14,-6.54,6.8
1997,1,26,-7.27,-5.71,8.46
1997,1,27,-12.87,-6.92,4.35
1997,1,28,-12.13,-7.89,5.2
1997,1,29,-12.97,-6.73,8.51
1997,1,30,-9.15,-3.13,0.06
1997,1,31,-5.54,-3.31,1.38
1997,2,1,-8.92,-5.1,0.03
1997,2,2,-9.54,-5.11,0.79
1997,2,3,-17.84,-9.47,2.35
1997,2,4,-17.71,-12.23,1.2
1997,2,5,-13.65,-6.39,1.18
1997,2,6,-16.75,-8.39,0.69
1997,2,7,-18.01,-9.95,0
1997,2,8,-16.96,-7.6,0
1997,2,9,-15.78,-10.24,0.02
1997,2,10,-14.53,-7.74,0.51
1997,2,11,-12.15,-8.98,1.26
1997,2,12,-13.69,-6.51,2.55
1997,2,13,-17.26,-10.63,0.93
1997,2,14,-17.68,-11.57,11.38
1997,2,15,-11.72,-8.52,13.32
1997,2,16,-12.13,-8.16,4.83
1997,2,17,-8.99,-2.15,0.05
1997,2,18,-6.45,-3.43,1.15
1997,2,19,-11.55,-4.51,0.06
1997,2,20,-17.36,-7.98,1.46
1997,2,21,-22.01,-15.21,1.9
1997,2,22,-20.48,-10.24,1.4
1997,2,23,-21.27,-10,0.52
1997,2,24,-23.23,-10.9,1.38
1997,2,25,-15.58,-0.75,0.03
1997,2,26,-15.91,-4.8,1.01
1997,2,27,-14.63,-7.28,7.49
1997,2,28,-15.87,-10.17,3.74
1997,3,1,-18.15,-13.78,17.53
1997,3,2,-14.45,-4.98,6.49
1997,3,3,-16.04,-10.46,1.67
1997,3,4,-20.18,-13.49,12.74
1997,3,5,-20.81,-10.41,18.18
1997,3,6,-9.83,-1.46,5.52
1997,3,7,-11.21,-5.18,0.13
1997,3,8,-10.91,-4.52,3.4
1997,3,9,-13.59,-5.33,9.43
1997,3,10,-9.41,-2.16,0
1997,3,11,-5.15,5.14,0
1997,3,12,-3.43,1.3,0.02
1997,3,13,-16.25,-3.33,0.7
1997,3,14,-17.85,-10,6.22
1997,3,15,-10.54,-3.3,16.69
1997,3,16,-6.22,-0.19,13.6
1997,3,17,-9.43,-1.19,0.84
1997,3,18,-10.83,-2.54,3.45
1997,3,19,-4.64,2.61,0
1997,3,20,-1.05,5.17,0
1997,3,21,-3.26,3,0
1997,3,22,-6.3,3.17,0
1997,3,23,-4.12,2.36,0.15
1997,3,24,-16.37,-4.3,3.45
1997,3,25,-17.71,-4.44,0
1997,3,26,-7.97,7.38,0.11
1997,3,27,-13.16,-2.09,2.76
1997,3,28,-14.06,-1.78,5.39
1997,3,29,-13.45,-7.41,2.3
1997,3,30,-12.21,-0.38,0.02
1997,3,31,-5.99,2,0.74
1997,4,1,-12.73,-5.73,6.49
1997,4,2,-14.34,-4.14,1.17
1997,4,3,-5.21,3.61,0.83
1997,4,4,-9.27,-0.55,9.73
1997,4,5,-17.79,-10.09,28.3
1997,4,6,-18.59,-11.46,5.62
1997,4,7,-14.67,-8.06,2.3
1997,4,8,-11.52,-4.91,0.05
1997,4,9,-12.42,-2.84,1.26
1997,4,10,-17.56,-8.81,2.63
1997,4,11,-20.43,-8.84,2.4
1997,4,12,-20.13,-8.92,2.35
1997,4,13,-18.07,-9.58,1.31
1997,4,14,-13.49,-4.98,3.68
1997,4,15,-7.85,-2.87,0
1997,4,16,-7.74,1.63,0
1997,4,17,-3.03,4.99,0
1997,4,18,-2.33,3.19,0
1997,4,19,-3.33,2.69,0.31
1997,4,20,-4.76,0.14,7.31
1997,4,21,-8.43,-2.82,4.2
1997,4,22,-9.65,-4.88,1.66
1997,4,23,-8.84,-1.5,7.03
1997,4,24,-10.88,-6.87,13.78
1997,4,25,-11.77,0.44,4.94
1997,4,26,-11.24,0.2,2.72
1997,4,27,-8.93,2.77,4.56
1997,4,28,-5.2,0.36,4.73
1997,4,29,-9.17,-1.94,8.28
1997,4,30,-10.24,-6.51,0.21
1997,5,1,-13.26,-4.66,4.98
1997,5,2,-13.42,-6.33,3.63
1997,5,3,-10.25,-1.2,4.17
1997,5,4,-4,5.67,0.69
1997,5,5,-1.88,7.46,0
1997,5,6,0.59,6.63,0.13
1997,5,7,-4.27,4.18,2.99
1997,5,8,-7.66,1.29,0
1997,5,9,-6.63,8.12,0
1997,5,10,-2.14,9.95,0.08
1997,5,11,-5.38,1.75,1.86
1997,5,12,-6.77,2.75,0.46
1997,5,13,-3.09,6.27,0.08
1997,5,14,-3.33,4.53,1.87
1997,5,15,-1.58,6.31,0.69
1997,5,16,1.37,8.9,0
1997,5,17,2.73,6.79,0.02
1997,5,18,-4.05,5.83,0.48
1997,5,19,-1.91,6.49,0.46
1997,5,20,0.46,8.13,0.08
1997,5,21,-0.04,6.93,1.99
1997,5,22,-0.82,1.89,3.45
1997,5,23,-1.66,4.79,0.03
1997,5,24,-2.74,4.41,0.69
1997,5,25,-4.74,1.13,0.31
1997,5,26,-7.35,-4.11,7.45
1997,5,27,-5.89,-0.75,7.41
1997,5,28,-3.35,3.58,1.21
1997,5,29,-0.77,0.86,1.41
1997,5,30,0.5,5.21,0.69
1997,5,31,3.1,11.15,0.04
1997,6,1,4.15,11.89,1
1997,6,2,1.15,8.64,1.84
1997,6,3,-0.4,7.54,0
1997,6,4,1.71,13.59,0
1997,6,5,4.82,12.89,0.71
1997,6,6,-0.41,6.36,16.62
1997,6,7,0.51,7.37,7.55
1997,6,8,-0.25,4.01,20.82
1997,6,9,-0.94,1.78,13.42
1997,6,10,0.36,5.64,1.84
1997,6,11,-0.64,5.69,0.25
1997,6,12,-0.81,7.86,5.87
1997,6,13,-1.79,4.14,2.8
1997,6,14,1.27,9.25,0.92
1997,6,15,-0.45,8.74,0.12
1997,6,16,-1.31,8.32,2.76
1997,6,17,1.78,7.94,0
1997,6,18,5.07,12.16,0.17
1997,6,19,3.4,12.65,3.91
1997,6,20,6.96,14.64,0
1997,6,21,4.81,13.5,0
1997,6,22,7.63,15.4,0.04
1997,6,23,4.56,14.27,0.92
1997,6,24,2.84,11.1,0
1997,6,25,1.39,11.79,0
1997,6,26,1.56,13.77,0
1997,6,27,5.68,13.39,0
1997,6,28,5.12,13.95,0
1997,6,29,5.5,13.73,0
1997,6,30,6.84,15.86,0
1997,7,1,3.74,9.22,0
1997,7,2,3.63,13.13,0
1997,7,3,-0.48,10.33,0
1997,7,4,0.73,11.5,0
1997,7,5,2.46,10.93,0
1997,7,6,1.09,14.83,0
1997,7,7,5.23,15.21,0
1997,7,8,5.73,14.91,0
1997,7,9,6.2,14.98,0
1997,7,10,7.17,16.13,0
1997,7,11,4.66,11.1,0.04
1997,7,12,1.84,13.05,0.92
1997,7,13,0.74,12.72,0
1997,7,14,3.9,15.85,0
1997,7,15,7.35,18.17,0.04
1997,7,16,8.95,18.79,0.92
1997,7,17,9.22,17.89,0.04
1997,7,18,6.99,13.75,1.17
1997,7,19,4.22,12.49,5.79
1997,7,20,5.56,13.57,0.92
1997,7,21,5.63,15.91,0
1997,7,22,7.02,16.39,0.08
1997,7,23,7.8,14.57,1.84
1997,7,24,7.24,15.5,0
1997,7,25,8.41,14.52,0
1997,7,26,7.23,15.31,0.17
1997,7,27,5.14,12.51,3.99
1997,7,28,5.12,8.18,1.92
1997,7,29,6.08,11.52,2.96
1997,7,30,6.19,12.15,25.88
1997,7,31,5.66,10.78,2.84
1997,8,1,5.32,13.59,1.84
1997,8,2,6.47,14.62,0
1997,8,3,6.57,16.55,0.04
1997,8,4,5.76,13.98,0.96
1997,8,5,4.68,11.91,1.54
1997,8,6,3.37,18.42,14.3
1997,8,7,11.93,22.22,0.92
1997,8,8,7.55,22.26,0.88
1997,8,9,4.09,13,20.66
1997,8,10,3.07,8.49,9.87
1997,8,11,2.22,8.75,5.04
1997,8,12,2.19,9.82,4.83
1997,8,13,1.25,9.04,0
1997,8,14,0.6,7.9,0
1997,8,15,4.56,13.01,0.04
1997,8,16,4.88,14.19,0.96
1997,8,17,3.61,11.92,0.96
1997,8,18,2.92,10.4,0.92
1997,8,19,5.34,10.58,0.04
1997,8,20,6.07,14.59,0.96
1997,8,21,7.03,13.67,0.92
1997,8,22,6.34,14.07,0
1997,8,23,6.58,15.44,0
1997,8,24,7.82,15.37,0.12
1997,8,25,7.04,14.11,2.76
1997,8,26,6.94,13.5,0.04
1997,8,27,6.53,16,1
1997,8,28,6.27,15.61,1.84
1997,8,29,5.92,13.34,0
1997,8,30,5.26,13.3,0.12
1997,8,31,4.97,12.57,2.97
1997,9,1,5.84,11.12,5
1997,9,2,4.03,14.36,3.95
1997,9,3,7.52,13.73,0.92
1997,9,4,5.35,12.37,0
1997,9,5,4.83,11.91,0
1997,9,6,3.46,10.11,0
1997,9,7,3.29,11.21,0
1997,9,8,3.76,13.47,0
1997,9,9,3.2,12.75,0
1997,9,10,3.77,14.78,0.17
1997,9,11,4.7,11.13,3.91
1997,9,12,2.98,10.76,0.17
1997,9,13,4.75,12.65,3.91
1997,9,14,4.77,12.43,0.21
1997,9,15,3.75,11.47,4.87
1997,9,16,0.32,6.37,0.92
1997,9,17,2.28,11.34,0.21
1997,9,18,4.49,9.14,5.29
1997,9,19,-1.39,8.9,10.91
1997,9,20,-1.99,6.05,7.76
1997,9,21,1.08,5.78,4.08
1997,9,22,-1.82,2.5,4.24
1997,9,23,-3.29,-0.55,7.71
1997,9,24,-1.06,9.63,2.76
1997,9,25,3.33,12.72,0.08
1997,9,26,3.9,10.2,1.84
1997,9,27,-1.12,6.95,0
1997,9,28,-1.9,8.14,0
1997,9,29,4.02,11.06,0
1997,9,30,3.43,12.25,0
1997,10,1,2.62,13.47,0
1997,10,2,1.08,10.28,0
1997,10,3,-0.04,3.75,0
1997,10,4,0.73,11.84,0
1997,10,5,4.07,14.48,0
1997,10,6,0.9,8.9,0
1997,10,7,-1.4,9.26,0.08
1997,10,8,-7.93,-0.25,1.84
1997,10,9,-6.57,4.87,0
1997,10,10,2.1,10.55,0
1997,10,11,-4.28,8.9,0.62
1997,10,12,-14.22,-4.37,14.67
1997,10,13,-14.4,-5.07,9.75
1997,10,14,-5.77,3.54,7.36
1997,10,15,-3.23,4.6,0
1997,10,16,-1.2,6.21,0
1997,10,17,1.04,8.43,0
1997,10,18,-1.77,6,0
1997,10,19,-2.17,6.42,0.06
1997,10,20,-5.15,2.08,1.38
1997,10,21,-5.15,0.5,0
1997,10,22,-3.5,2.47,0.06
1997,10,23,-7.21,-1.99,1.72
1997,10,24,-16.53,-7.53,8.06
1997,10,25,-16.83,-10.69,5.52
1997,10,26,-14.16,-5.93,0
1997,10,27,-6.21,-2.65,0
1997,10,28,-6.31,-0.21,0.28
1997,10,29,-7.67,-3.96,7.25
1997,10,30,-7.52,-3.96,18.71
1997,10,31,-10.29,-3.9,1.89
1997,11,1,-12.23,-10.69,1.21
1997,11,2,-13.73,-9.99,1.7
1997,11,3,-9.47,-3.13,7.36
1997,11,4,-6.04,-2.83,0
1997,11,5,-5.76,0.37,0
1997,11,6,-1.54,3.68,0
1997,11,7,-3.07,1.38,0.02
1997,11,8,-9.46,-1.4,0.54
1997,11,9,-16.54,-9.52,1.94
1997,11,10,-16.19,-8.86,2.46
1997,11,11,-8.93,-5.29,3.83
1997,11,12,-11.69,-8.24,3.58
1997,11,13,-15.15,-11.11,3.15
1997,11,14,-20.95,-15.5,3.68
1997,11,15,-21.39,-15.83,0
1997,11,16,-16.36,-12.04,0.54
1997,11,17,-13.87,-12.25,12.71
1997,11,18,-14.44,-12.19,6.77
1997,11,19,-11.6,-6.22,2.51
1997,11,20,-14.72,-7.72,5.17
1997,11,21,-15.67,-12.14,8.11
1997,11,22,-15.72,-12.18,6.88
1997,11,23,-11.19,-7.08,5.15
1997,11,24,-7.75,-2.58,7.36
1997,11,25,-8.61,-2.13,0.02
1997,11,26,-9.15,-2.37,0.52
1997,11,27,-9.35,-3.6,1.44
1997,11,28,-11.97,-6.17,1.38
1997,11,29,-9.4,-4.28,0
1997,11,30,-8.43,1.37,0
1997,12,1,-11.84,-5.28,0.03
1997,12,2,-17.24,-10.58,0.85
1997,12,3,-19.98,-13.84,3.83
1997,12,4,-14.93,-9.95,3.47
1997,12,5,-11.8,-7.47,0.46
1997,12,6,-9.15,-3.41,0.08
1997,12,7,-10.6,-6.93,2.12
1997,12,8,-12.11,-7.82,6.47
1997,12,9,-15.79,-12.78,0.79
1997,12,10,-20.35,-14.74,2.3
1997,12,11,-21.16,-15.5,0
1997,12,12,-16.23,-5.92,0
1997,12,13,-7.43,-0.86,0.02
1997,12,14,-5.55,0.48,0.49
1997,12,15,-11.62,-4.22,1.1
1997,12,16,-14.16,-7.08,9.67
1997,12,17,-8.62,-5.31,5.52
1997,12,18,-7.6,-3.59,0
1997,12,19,-10.57,-7.51,0
1997,12,20,-9.15,-5.02,0
1997,12,21,-12.95,-3.88,0
1997,12,22,-15.23,-8.09,0
1997,12,23,-14.55,-3.46,0.05
1997,12,24,-20.19,-14.71,1.17
1997,12,25,-23.4,-11.79,0.46
1997,12,26,-18.97,-12.48,0.36
1997,12,27,-20.16,-10.21,9.34
1997,12,28,-22.26,-14.7,25.1
1997,12,29,-14.28,-8.59,16.95
1997,12,30,-9.51,-8.59,9.34
1997,12,31,-9.31,-3.78,8.77
1998,1,1,-5.86,-2.28,5.98
1998,1,2,-5.92,-3.35,0.15
1998,1,3,-9.18,-5.13,3.45
1998,1,4,-10.95,-7.94,0.41
1998,1,5,-12.12,-6.01,9.43
1998,1,6,-15.74,-11.69,0.02
1998,1,7,-14.56,-10.41,0.61
1998,1,8,-14.45,-12.32,3.45
1998,1,9,-15.14,-11.22,0.31
1998,1,10,-12.76,-9.34,7.65
1998,1,11,-10.89,-9.45,12.37
1998,1,12,-12.26,-9.89,9.9
1998,1,13,-15,-6.89,11.18
1998,1,14,-16.87,-12.41,8.67
1998,1,15,-13.96,-8.5,3.68
1998,1,16,-18.1,-10.64,0
1998,1,17,-12.56,-6.71,0
1998,1,18,-12.96,-7.38,0
1998,1,19,-12.02,-3.21,1.1
1998,1,20,-16.44,-12.71,25.4
1998,1,21,-19.54,-14.72,2.53
1998,1,22,-19.74,-15.21,5.45
1998,1,23,-17.82,-8.9,3.78
1998,1,24,-10.78,-8.98,2.32
1998,1,25,-15.19,-10.77,0.51
1998,1,26,-15.14,-7.75,1.15
1998,1,27,-9.35,-5.58,0
1998,1,28,-10.93,-8.14,0
1998,1,29,-8.22,-3.57,0
1998,1,30,-11.32,-5.59,0.15
1998,1,31,-14.28,-7.85,3.45
1998,2,1,-15.07,-10.8,0.29
1998,2,2,-11.51,-9.89,6.67
1998,2,3,-9.95,0.02,0
1998,2,4,-8.04,-0.76,0.06
1998,2,5,-9.43,-5.64,1.44
1998,2,6,-10.19,-7.65,1.44
1998,2,7,-10.1,-7.4,1.56
1998,2,8,-12.11,-7.67,4.14
1998,2,9,-14.51,-9.75,0
1998,2,10,-16.46,-11.55,0
1998,2,11,-17.08,-11.89,0.03
1998,2,12,-15.8,-11.3,0.72
1998,2,13,-13.99,-0.94,0.71
1998,2,14,-12.26,-5.59,0.49
1998,2,15,-11.13,-5.95,0.75
1998,2,16,-12.44,-7.1,1.38
1998,2,17,-13.8,-9.91,0
1998,2,18,-14.58,-10.61,0.03
1998,2,19,-15.73,-12.78,0.69
1998,2,20,-13.19,-4.85,0.06
1998,2,21,-12.41,-9.07,1.53
1998,2,22,-10.62,-7.93,3.63
1998,2,23,-11.73,-8.01,4.16
1998,2,24,-9.58,-3.14,1.11
1998,2,25,-18.36,-10.01,15.08
1998,2,26,-21.41,-18.84,3.02
1998,2,27,-22.63,-19.98,0.71
1998,2,28,-23,-19.35,0.48
1998,3,1,-22.18,-16.94,0.56
1998,3,2,-16.82,-11.37,2.38
1998,3,3,-13.37,-8.39,2.21
1998,3,4,-13.98,-9.2,8.51
1998,3,5,-17.76,-10.45,0.08
1998,3,6,-11.46,-4.69,1.92
1998,3,7,-16.79,-10.87,1.84
1998,3,8,-20.23,-8.81,0.08
1998,3,9,-17.9,-15.09,2
1998,3,10,-17.1,-12.25,3.83
1998,3,11,-13.61,-9.67,3.51
1998,3,12,-11.48,-5.74,1.48
1998,3,13,-9.27,-2.1,2.3
1998,3,14,-7.26,0.77,0
1998,3,15,-8.53,-0.17,0.02
1998,3,16,-8.59,0.25,0.78
1998,3,17,-7.64,-3.48,7.6
1998,3,18,-14.78,-7.75,5.6
1998,3,19,-16.26,-7.41,1.87
1998,3,20,-14.89,-5.39,0.74
1998,3,21,-10.21,-4.49,1.39
1998,3,22,-7.19,-2.68,5.58
1998,3,23,-4.79,-0.99,1.4
1998,3,24,-1.62,4.06,0.46
1998,3,25,-3.03,3.36,0
1998,3,26,-5.33,1.06,0.05
1998,3,27,-6.82,-2.69,1.15
1998,3,28,-8.82,-2.18,0.05
1998,3,29,-14.8,-7.32,1.3
1998,3,30,-17.54,-9.98,3.97
1998,3,31,-16.85,-9.85,12.2
1998,4,1,-9.19,-0.35,5.94
1998,4,2,-10.41,-7.49,9.69
1998,4,3,-13.11,-0.59,0.69
1998,4,4,-7.32,-0.17,0
1998,4,5,-9.27,-4.68,0.1
1998,4,6,-11.06,-7.29,2.33
1998,4,7,-11.9,-5.13,0.77
1998,4,8,-12.52,-7.04,1.9
1998,4,9,-12.39,-7.07,1.43
1998,4,10,-10.93,0.67,1.15
1998,4,11,-4.72,5.65,0
1998,4,12,-8.6,-3.92,0
1998,4,13,-11.04,-2.67,0.72
1998,4,14,-11.35,-5.5,16.75
1998,4,15,-14.05,-8.05,4.4
1998,4,16,-15.66,-7.75,0.72
1998,4,17,-13.01,-5.92,0.85
1998,4,18,-14.82,-6.42,4.2
1998,4,19,-11.81,-6.16,11.99
1998,4,20,-10.01,-4.28,0.74
1998,4,21,-9.89,-2.45,1.15
1998,4,22,-7.27,5.55,0
1998,4,23,-0.63,6.62,0
1998,4,24,-4.58,3.63,0.21
1998,4,25,-7.5,-1.37,5.11
1998,4,26,-10.3,-2.86,6.44
1998,4,27,-12.43,-1.31,0
1998,4,28,-10.07,-1.36,0
1998,4,29,-8.63,8.28,0
1998,4,30,-3.48,2.9,0.05
