Year,Month,Day,TMIN,TMAX,PCP
1990,1,1,-14.19,-7.01,0
1990,1,2,-15.78,-9.27,0
1990,1,3,-22.82,-11.73,0
1990,1,4,-21.59,-17.33,0.02
1990,1,5,-20.91,-11.46,0.46
1990,1,6,-10.58,-4.47,0
1990,1,7,-10.5,-7.88,0.47
1990,1,8,-9.7,-5.37,11.69
1990,1,9,-7.42,-3.16,20.24
1990,1,10,-6.32,0.82,0
1990,1,11,-6.39,-1.77,0
1990,1,12,-9.6,2.82,0.11
1990,1,13,-8.95,-2.65,2.53
1990,1,14,-9.98,-6.83,0.03
1990,1,15,-14.34,-4.8,0.69
1990,1,16,-15.58,-12.1,0.02
1990,1,17,-17.45,-8.7,0.46
1990,1,18,-16.76,-6.66,0.1
1990,1,19,-17.36,-12.06,2.3
1990,1,20,-17.46,-10.5,0.06
1990,1,21,-14.24,-5.1,1.41
1990,1,22,-13.06,-1.53,0.84
1990,1,23,-15.51,-12.16,4.18
1990,1,24,-22.99,-16.69,16.97
1990,1,25,-22.47,-11.52,4.14
1990,1,26,-19.32,-2.22,0.13
1990,1,27,-25.77,-20.91,3.18
1990,1,28,-23.53,-16.25,4.53
1990,1,29,-19.39,-13.64,3.71
1990,1,30,-19.37,-7.73,0.71
1990,1,31,-11.56,-5.61,0.51
1990,2,1,-12.17,-6.93,1.18
1990,2,2,-20.32,-11.47,0.69
1990,2,3,-20.55,-10.56,0
1990,2,4,-12.76,-5.19,0
1990,2,5,-13.01,-4.31,0
1990,2,6,-14.14,-5.91,0
1990,2,7,-11.29,-4.89,0.28
1990,2,8,-17.73,-10.6,6.6
1990,2,9,-19.39,-11.97,4.48
1990,2,10,-13.43,-8.24,18.61
1990,2,11,-9.43,2.52,4.83
1990,2,12,-7.37,-0.52,0.05
1990,2,13,-21,-7.08,1.2
1990,2,14,-21.77,-7.03,1.77
1990,2,15,-27.56,-17.94,14.76
1990,2,16,-26.77,-16.51,11.6
1990,2,17,-16.89,-13.29,2.33
1990,2,18,-15.68,-8.39,0.95
1990,2,19,-17.05,-6.54,6.04
1990,2,20,-14.05,-4.56,1.38
1990,2,21,-13.84,-9.07,0
1990,2,22,-14.09,-9.67,0.16
1990,2,23,-11.37,-4.37,3.7
1990,2,24,-9.47,-0.81,0.46
1990,2,25,-7.3,-0.75,0
1990,2,26,-9.62,0.77,0.03
1990,2,27,-14.4,-0.13,0.71
1990,2,28,-14.1,-1.67,0.46
1990,3,1,-11.5,-5.1,0
1990,3,2,-12.23,-3.32,0.08
1990,3,3,-8.89,-0.7,2.36
1990,3,4,-10.33,-0.91,12.02
1990,3,5,-9.99,0.62,1.72
1990,3,6,-11.61,-5.46,7.92
1990,3,7,-13.14,-7.47,2.49
1990,3,8,-8.32,-0.52,4.43
1990,3,9,-6.44,3.42,1.38
1990,3,10,-5.93,2.75,0
1990,3,11,-7.19,4.14,0.05
1990,3,12,-12.41,-5.69,1.51
1990,3,13,-16.96,-7.08,8.91
1990,3,14,-19.87,-13.5,14.98
1990,3,15,-17.12,-11.8,11.35
1990,3,16,-15.02,-9,1.97
1990,3,17,-11.07,-4.64,3.17
1990,3,18,-9.12,-2.04,4.14
1990,3,19,-10.1,-1.94,0.02
1990,3,20,-6.2,2.97,0.51
1990,3,21,-4.51,0.2,1.2
1990,3,22,-4.34,2.76,1.21
1990,3,23,-7.43,-0.48,1.41
1990,3,24,-10.14,-0.1,0.69
1990,3,25,-7.28,-0.36,0
1990,3,26,-6.02,2.71,0.08
1990,3,27,-4.9,5.57,1.97
1990,3,28,-9.3,-0.87,3.01
1990,3,29,-10.87,-3.04,0.51
1990,3,30,-10.28,-0.51,1.15
1990,3,31,-9.4,-0.1,0
1990,4,1,-7.11,1.73,0
1990,4,2,-5.76,9.26,0
1990,4,3,-3.21,6.8,0
1990,4,4,-4.02,3.68,0.13
1990,4,5,-8.63,-1.48,2.99
1990,4,6,-10.87,2.43,0
1990,4,7,-6.02,0.9,0.06
1990,4,8,-5.08,3.86,1.57
1990,4,9,-6.05,1.73,4.47
1990,4,10,-6,0.44,2.3
1990,4,11,-4.22,2.33,0.05
1990,4,12,-3.91,0.1,1.21
1990,4,13,-5.62,-0.29,1.54
1990,4,14,-2.79,5.07,3.71
1990,4,15,-0.12,7.21,0.71
1990,4,16,-4.71,2.68,0.46
1990,4,17,-0.98,7.59,0.08
1990,4,18,-2.27,5.74,1.89
1990,4,19,-3.02,2.89,1.15
1990,4,20,-2.23,7.93,0
1990,4,21,0.22,9.94,0
1990,4,22,0.51,8.98,0.03
1990,4,23,-0.8,6.87,0.88
1990,4,24,-2.31,3.21,4.55
1990,4,25,-4.22,3.84,4.35
1990,4,26,-9.91,-0.94,5.45
1990,4,27,-10.65,-1.71,14.76
1990,4,28,-10.12,5.1,11.81
1990,4,29,-13.17,-5.05,7.5
1990,4,30,-12.33,-3.2,8.51
1990,5,1,-10.67,6.77,0
1990,5,2,-3.83,5.36,0.02
1990,5,3,-7.3,0.57,0.51
1990,5,4,-7.6,3.65,1.15
1990,5,5,-7.54,6.36,0
1990,5,6,-0.84,9.22,0.03
1990,5,7,-0.22,8.88,0.77
1990,5,8,-10.37,3.48,1.9
1990,5,9,-10.61,-3.17,1.38
1990,5,10,-5.84,8.4,0.1
1990,5,11,-3.32,3.29,2.36
1990,5,12,-3.74,3.08,1.38
1990,5,13,-0.12,4.88,0
1990,5,14,0.43,7.24,0.16
1990,5,15,-4.18,2.3,3.74
1990,5,16,-5.64,-2.08,1.38
1990,5,17,-3.7,7.5,0
1990,5,18,-0.25,9.73,0
1990,5,19,-0.88,8.15,0
1990,5,20,-0.91,5.78,0
1990,5,21,0.2,12.61,0
1990,5,22,3.33,13.41,0
1990,5,23,5.06,14.92,0
1990,5,24,2.93,13.08,0
1990,5,25,1.4,12.14,0
1990,5,26,-0.84,10.78,0
1990,5,27,-0.97,8.78,0.13
1990,5,28,1.98,14.8,3.04
1990,5,29,0.4,4.59,1.25
1990,5,30,1.06,7.53,2.3
1990,5,31,1.22,11.1,1.25
1990,6,1,-7.59,11.46,30.17
1990,6,2,-8.23,4.13,32.66
1990,6,3,-0.22,11.98,0
1990,6,4,7.5,17.16,0
1990,6,5,6.46,17.73,0
1990,6,6,6.81,18.31,0
1990,6,7,6.43,14.31,0
1990,6,8,5.04,17.49,0
1990,6,9,6.39,19.66,0
1990,6,10,5.92,14.94,0.04
1990,6,11,4.47,16.52,0.92
1990,6,12,1.35,9.61,0
1990,6,13,1.74,12.23,0
1990,6,14,2.07,13.12,0
1990,6,15,2.22,11.32,0.04
1990,6,16,-1.83,6.96,0.92
1990,6,17,-2.22,11.31,0
1990,6,18,4.35,15.76,0
1990,6,19,0.05,8.22,0
1990,6,20,-1.18,10.47,0
1990,6,21,2.13,9.16,0
1990,6,22,1.39,11.97,0
1990,6,23,5.54,15.4,0
1990,6,24,5.61,16.22,0
1990,6,25,4.69,15.27,0
1990,6,26,5.31,15.9,0
1990,6,27,7.54,19.11,0
1990,6,28,4.83,19.45,0
1990,6,29,4.82,20.01,0
1990,6,30,2.96,20.8,0
1990,7,1,7.22,20.35,0
1990,7,2,8.15,20.83,0.08
1990,7,3,3.33,9.77,2.01
1990,7,4,3.08,12.45,4.33
1990,7,5,2.5,13.81,9.95
1990,7,6,4.7,16.56,6.71
1990,7,7,4.1,12.37,1.46
1990,7,8,3.52,9.32,12.63
1990,7,9,5.12,13.96,4.87
1990,7,10,3.47,15.64,1.09
1990,7,11,0.73,11.16,3.91
1990,7,12,-0.47,9.55,0
1990,7,13,1.45,14.79,0.21
1990,7,14,0.56,10.97,4.95
1990,7,15,-1.67,10.11,2.97
1990,7,16,1.98,16.17,4.83
1990,7,17,6.14,19.23,0
1990,7,18,6.51,16.18,0
1990,7,19,4.31,12.53,0.38
1990,7,20,3.02,8.77,9.28
1990,7,21,0.68,6.9,12.5
1990,7,22,0.5,6.83,2.01
1990,7,23,1.37,8.81,3.95
1990,7,24,3.69,11.85,1.17
1990,7,25,1.33,11.59,5.75
1990,7,26,5.16,13.06,0
1990,7,27,3.34,12.5,0.17
1990,7,28,2.22,12.71,4.2
1990,7,29,1.52,11.22,6.67
1990,7,30,1.68,7.74,0
1990,7,31,2.9,12.07,0.12
1990,8,1,4.38,13.45,3.05
1990,8,2,3.58,10.94,6.71
1990,8,3,1.79,11.54,0.92
1990,8,4,2.45,9.73,0.12
1990,8,5,1.49,8.7,2.76
1990,8,6,1.11,11.43,0
1990,8,7,4.45,14.43,0
1990,8,8,5.83,13.17,0.08
1990,8,9,4.79,13.92,1.84
1990,8,10,6.29,14.74,0.04
1990,8,11,3.9,13.7,1.46
1990,8,12,1.78,6.48,12.75
1990,8,13,1.87,11.92,7.59
1990,8,14,3.12,8.87,0.21
1990,8,15,3.25,9.99,4.87
1990,8,16,3.32,13.49,1.54
1990,8,17,1.13,11.28,14.26
1990,8,18,1.11,10.45,0
1990,8,19,1.13,11.41,0
1990,8,20,-1.62,13.69,0
1990,8,21,3.46,12.63,0.17
1990,8,22,-0.46,12.62,3.99
1990,8,23,-2.68,11.92,1.84
1990,8,24,-0.88,12.3,0
1990,8,25,1.39,14.36,0
1990,8,26,-0.06,15.42,0
1990,8,27,4.25,15.89,0
1990,8,28,1.75,13.95,0
1990,8,29,2.74,16.7,0
1990,8,30,4.5,14.49,0.46
1990,8,31,2.27,11.38,10.83
1990,9,1,2.83,13.14,6.46
1990,9,2,2.83,15.32,16.37
1990,9,3,2.92,16.15,0.92
1990,9,4,2.18,14.88,0.12
1990,9,5,4.09,11.55,2.93
1990,9,6,4.39,11.67,3.91
1990,9,7,3.89,11.53,0.08
1990,9,8,4.38,12.36,1.84
1990,9,9,3.9,11.28,0
1990,9,10,2.32,11.59,0
1990,9,11,4.42,14.48,0
1990,9,12,6.25,16.74,0
1990,9,13,2.73,17.65,0
1990,9,14,5.95,17.65,0.04
1990,9,15,2.56,16.16,1
1990,9,16,1.67,9.02,2.05
1990,9,17,0.9,3.76,5.16
1990,9,18,2.12,6.78,7.59
1990,9,19,0.02,5.37,0.04
1990,9,20,-0.44,6.36,0.92
1990,9,21,-0.41,6.19,0
1990,9,22,-1.21,8.76,0
1990,9,23,1.42,11.48,0
1990,9,24,1.66,11.78,0
1990,9,25,1.72,11.23,0
1990,9,26,-0.05,7.71,0
1990,9,27,-0.9,8.06,0.25
1990,9,28,-0.95,3.63,6.08
1990,9,29,0.23,4.97,7.59
1990,9,30,1.92,9.95,0
1990,10,1,1.36,10.78,0.06
1990,10,2,-4.21,2.43,1.4
1990,10,3,-8.37,-3.77,0.46
1990,10,4,-3.54,6.34,0
1990,10,5,1.26,8.88,0.02
1990,10,6,-4.28,6.58,0.59
1990,10,7,-6.81,1.03,3.1
1990,10,8,-13.56,-7.52,2.71
1990,10,9,-14.25,-6.47,4.2
1990,10,10,-6.13,1.8,1.4
1990,10,11,-9.16,-2.6,0.46
1990,10,12,-9.18,-0.66,0
1990,10,13,-4.45,3.93,0
1990,10,14,-6.65,2.27,0
1990,10,15,-2.33,4.54,0.05
1990,10,16,-9.01,5.78,1.43
1990,10,17,-15.12,-6.37,6.44
1990,10,18,-6.3,2.41,0
1990,10,19,-7.1,1.68,0.15
1990,10,20,-14.14,-7.98,3.6
1990,10,21,-15.82,-4.62,3.51
1990,10,22,-7.06,0.23,1.43
1990,10,23,-8.26,-2.53,1.15
1990,10,24,-5.88,0.75,0
1990,10,25,-2.86,6.52,0
1990,10,26,-0.27,5.25,0
1990,10,27,-2.94,6.6,0
1990,10,28,0.39,5.86,0
1990,10,29,-1.45,4.3,0
1990,10,30,-1.76,4.52,0
1990,10,31,-2.37,2.85,0.02
1990,11,1,-6.17,0.35,0.54
1990,11,2,-14.53,-4.43,1.87
1990,11,3,-16.57,-8.4,0.79
1990,11,4,-14.29,-7.24,2.43
1990,11,5,-11.57,-7.01,3.12
1990,11,6,-19.47,-10.4,3.12
1990,11,7,-19.03,-4.58,3.87
1990,11,8,-12.07,-10.13,20.52
1990,11,9,-12.05,-6.09,6.65
1990,11,10,-7.64,-1.81,4.83
1990,11,11,-4.32,3.44,0
1990,11,12,-1.76,7.48,0
1990,11,13,-0.52,3.62,0
1990,11,14,0.79,4.09,0
1990,11,15,-5.43,1.02,0
1990,11,16,-5.36,2.46,0
1990,11,17,-6.07,-0.24,0
1990,11,18,-7.08,-3.27,0
1990,11,19,-5.67,-0.8,0.05
1990,11,20,-9.81,0.63,1.49
1990,11,21,-20.11,-12.71,7.98
1990,11,22,-17.17,-10.52,3.68
1990,11,23,-9.99,-4.89,0
1990,11,24,-5.12,2.3,0
1990,11,25,-5.18,3.64,0.05
1990,11,26,-12.9,-2.71,1.41
1990,11,27,-20.95,-14.24,6.47
1990,11,28,-21.69,-14.65,11.27
1990,11,29,-12.79,-4.81,0
1990,11,30,-11.49,-5.14,0
1990,12,1,-13.12,-8.66,0.67
1990,12,2,-23.43,-13.21,15.67
1990,12,3,-23.2,-10.18,5.98
1990,12,4,-9.09,-2.83,0.03
1990,12,5,-16.02,-6.88,0.74
1990,12,6,-20.96,-12.81,1.15
1990,12,7,-12.24,-4.76,0
1990,12,8,-7.56,-5.28,0
1990,12,9,-8.48,-2.23,0
1990,12,10,-4.53,2.02,0
1990,12,11,-6.91,-1.93,0.02
1990,12,12,-9.78,-7.11,0.54
1990,12,13,-11.26,-8.9,2.31
1990,12,14,-23.23,-9.5,11.25
1990,12,15,-22.62,-9.85,10.14
1990,12,16,-15.42,-8.71,0.54
1990,12,17,-20.04,-14.96,2.12
1990,12,18,-18.39,-16.39,6.55
1990,12,19,-16.31,-11.37,2.58
1990,12,20,-22.5,-16.24,1.18
1990,12,21,-26.42,-15.05,0.8
1990,12,22,-21.59,-16.04,2.9
1990,12,23,-26.39,-16.22,8.92
1990,12,24,-25.32,-19.23,9.56
1990,12,25,-22.91,-20.65,3.07
1990,12,26,-22.04,-19.66,1.87
1990,12,27,-21.53,-9.55,0.69
1990,12,28,-13.49,-7.09,0.08
1990,12,29,-25.76,-13.96,3.12
1990,12,30,-27.03,-12.83,29.52
1990,12,31,-15.81,-10.45,1.84
1991,1,1,-12.31,-7.34,0
1991,1,2,-11.45,-5.89,0.02
1991,1,3,-8.52,-4.97,0.52
1991,1,4,-10.75,-4.83,1.38
1991,1,5,-13.16,-7.86,0
1991,1,6,-12.59,-6.72,0
1991,1,7,-12.9,-8.19,0.05
1991,1,8,-15.22,-12.76,1.3
1991,1,9,-13.12,-6.03,3.45
1991,1,10,-15.6,-11.44,0.23
1991,1,11,-16.72,-13.47,5.71
1991,1,12,-13.57,-9.7,9.89
1991,1,13,-12.08,-8.62,5.42
1991,1,14,-15.63,-11.74,3.09
1991,1,15,-15.81,-11.35,2.36
1991,1,16,-17.05,-13.05,1.41
1991,1,17,-17,-12.45,0.69
1991,1,18,-13.81,-2.34,0
1991,1,19,-18.9,-8.61,0.18
1991,1,20,-23.07,-17.55,4.19
1991,1,21,-20.85,-13.36,1.43
1991,1,22,-19.5,-15.87,6.75
1991,1,23,-22.57,-17.59,7.72
1991,1,24,-21.92,-16.67,13.65
1991,1,25,-23.2,-18.51,1.9
1991,1,26,-18.81,-15.05,1.66
1991,1,27,-18.88,-15.74,6.44
1991,1,28,-17.99,-12.72,0.08
1991,1,29,-22.65,-18.16,1.89
1991,1,30,-20.57,-13.37,1.15
1991,1,31,-13.21,-5.12,0
1991,2,1,-8.53,-0.73,0
1991,2,2,-6.55,0.68,0
1991,2,3,-10.92,-5.66,0
1991,2,4,-13.52,-3.51,0
1991,2,5,-8.95,-0.09,0
1991,2,6,-9.26,-4.98,0
1991,2,7,-6.94,-0.17,0
1991,2,8,-8.48,-0.77,0
1991,2,9,-10.49,-2.09,0
1991,2,10,-9.19,-2.6,0
1991,2,11,-8.53,-1.56,0
1991,2,12,-11.18,-5.41,0.02
1991,2,13,-13.53,-11.63,0.46
1991,2,14,-13.6,-9.48,1.22
1991,2,15,-9.68,-4.54,28.19
1991,2,16,-7.86,-6.35,3.1
1991,2,17,-16.11,-7.74,2.9
1991,2,18,-19.57,-12.52,8.72
1991,2,19,-20.04,-11.72,5.32
1991,2,20,-11.28,-7.7,11.48
1991,2,21,-10.75,-5.41,5.07
1991,2,22,-8.49,-1.88,5.52
1991,2,23,-8.85,2.04,0
1991,2,24,-19.55,-6.13,0
1991,2,25,-13.93,-2.62,0.05
1991,2,26,-11.87,4.65,1.17
1991,2,27,-9.1,2.29,0.48
1991,2,28,-4.72,3.48,0.57
1991,3,1,-9.38,2.43,2.68
1991,3,2,-11.67,-8.41,3.64
1991,3,3,-12.08,-6.23,4.53
1991,3,4,-8.9,-3.89,3.83
1991,3,5,-15.03,-4.66,3.99
1991,3,6,-22.49,-16.09,12.52
1991,3,7,-21.97,-17.91,2.36
1991,3,8,-19.34,-16.05,1.95
1991,3,9,-18.33,-5.13,13.11
1991,3,10,-8.4,-6.18,0.03
1991,3,11,-13.46,-4.19,0.69
1991,3,12,-16.57,-12.42,0
1991,3,13,-16.78,-7.08,0
1991,3,14,-15.23,-9.66,0
1991,3,15,-15.23,-9.62,0
1991,3,16,-14.08,-7.87,0
1991,3,17,-14.4,-9.05,0
1991,3,18,-12.05,-3.41,0.37
1991,3,19,-11.57,-2.01,8.51
1991,3,20,-13.51,-9.99,1.06
1991,3,21,-14.26,-7.29,24.72
1991,3,22,-14.91,-11.96,8.23
1991,3,23,-14.25,-5.6,9.53
1991,3,24,-9.77,-0.31,2.46
1991,3,25,-7.36,-0.08,3.71
1991,3,26,-13.49,-6.57,1.23
1991,3,27,-16.55,-13.41,12.7
1991,3,28,-16.62,-8.69,6.73
1991,3,29,-17.8,-10.08,6.82
1991,3,30,-17.64,-9,3.68
1991,3,31,-10.86,-1.3,5.29
1991,4,1,-7.34,1.91,0
1991,4,2,-6.69,-1.03,0
1991,4,3,-8.35,-2.72,0
1991,4,4,-8.34,0.64,0
1991,4,5,-3.2,3.99,0
1991,4,6,-0.64,4.64,0
1991,4,7,-9.11,2.67,0.03
1991,4,8,-16.36,-9.1,0.69
1991,4,9,-18.2,-7.64,0.1
1991,4,10,-13.32,-4.83,2.32
1991,4,11,-14.47,-10.3,0.87
1991,4,12,-16.87,-9.19,9.43
1991,4,13,-18.17,-11.79,0.42
1991,4,14,-17.44,-10.06,9.71
1991,4,15,-9.93,0.3,1.15
1991,4,16,-5.02,3.02,0
1991,4,17,-5.66,2.35,0
1991,4,18,-10.56,-1.82,0
1991,4,19,-11.07,-3.3,0
1991,4,20,-7.08,-0.33,0
1991,4,21,-9.06,-4.52,0
1991,4,22,-10.39,-0.92,0.21
1991,4,23,-9.34,-0.39,4.83
1991,4,24,-7.8,-1.67,0
1991,4,25,-9.82,0.29,0
1991,4,26,-15.37,-10.16,0
1991,4,27,-17.39,-10.4,0
1991,4,28,-17.47,-7.81,0
1991,4,29,-9.02,-4.9,1.38
1991,4,30,-9.83,-2.92,31.77
1991,5,1,-8.51,4.16,0.69
1991,5,2,-5.84,2.15,0
1991,5,3,-7.61,1.66,0.15
1991,5,4,-5.92,-1.36,3.56
1991,5,5,-6.26,-0.54,2.53
1991,5,6,-2.7,3.26,0
1991,5,7,-3.56,3.36,0
1991,5,8,-2.83,8.34,0
1991,5,9,2.5,8.3,0
1991,5,10,-1.68,8.43,0
1991,5,11,0.51,8.68,0
1991,5,12,-2.8,2.06,0
1991,5,13,-3.09,7.91,0
1991,5,14,-3.37,8.16,0
1991,5,15,-3.29,2.62,0
1991,5,16,-2.43,3.26,0
1991,5,17,-3.75,3.3,0
1991,5,18,-0.79,7.13,0
1991,5,19,-1.75,8.67,0
1991,5,20,-0.07,6.67,0.65
1991,5,21,-0.11,6.97,15.03
1991,5,22,-1.26,4.91,1.87
1991,5,23,-1.36,3.29,0.8
1991,5,24,-1.69,3.3,2.55
1991,5,25,-0.09,7.77,0.46
1991,5,26,-1.8,6.36,0
1991,5,27,-1.21,4.75,0
1991,5,28,-2.88,5.78,0
1991,5,29,-2.44,7.24,0
1991,5,30,-2.81,5.94,0.18
1991,5,31,-1.73,3.52,4.81
1991,6,1,0.43,4.28,16.24
1991,6,2,0.45,4.91,19.17
1991,6,3,1.35,5,1.88
1991,6,4,2.73,9.45,0.96
1991,6,5,1.53,9.81,1.71
1991,6,6,1.32,5.58,18.25
1991,6,7,1.09,7.34,1.84
1991,6,8,1.4,10.86,0
1991,6,9,2.78,11.76,0
1991,6,10,1.34,7.83,0
1991,6,11,1.88,11.68,0
1991,6,12,4.85,12.21,0.08
1991,6,13,4.83,11.94,1.92
1991,6,14,3.38,10.36,1.84
1991,6,15,3.69,9.66,0
1991,6,16,2.74,10.66,0
1991,6,17,1.82,12.69,0
1991,6,18,2.33,12.92,0
1991,6,19,4.98,12.12,0
1991,6,20,2.87,14.08,0
1991,6,21,2.68,11.4,0
1991,6,22,2.58,12.41,0
1991,6,23,1.19,12.03,0
1991,6,24,2.26,14.35,0
1991,6,25,7.17,14.85,0
1991,6,26,3.16,13.63,0
1991,6,27,5.21,12.01,0
1991,6,28,5.51,11.92,0.08
1991,6,29,3.85,14.07,1.84
1991,6,30,4.99,11.73,0
1991,7,1,4.23,14.2,0
1991,7,2,5.58,13.14,0
1991,7,3,5.37,12.56,0
1991,7,4,4.7,15.82,0
1991,7,5,7.49,17.82,0
1991,7,6,9.3,18.61,0
1991,7,7,5.74,16.42,0.29
1991,7,8,5.3,13.34,6.67
1991,7,9,5.32,12.99,0
1991,7,10,4.85,11.64,0.12
1991,7,11,5.68,12.71,3.64
1991,7,12,4.56,14.12,20.24
1991,7,13,4.72,12.49,0
1991,7,14,5.75,16.94,0
1991,7,15,8.62,18.25,0.04
1991,7,16,7.95,16.29,1
1991,7,17,8.28,17.25,1.84
1991,7,18,7.09,15.31,0.12
1991,7,19,6.58,14.8,3.05
1991,7,20,6.44,14.98,6.75
1991,7,21,5.86,14.2,3.09
1991,7,22,5.08,11.25,29.17
1991,7,23,4.87,10.72,10.16
1991,7,24,4.8,12.07,11.75
1991,7,25,5.53,11.86,5.79
1991,7,26,5.74,11.79,0.92
1991,7,27,5.3,13.39,0
1991,7,28,6.54,15.17,0
1991,7,29,7.03,16.51,0
1991,7,30,8.03,16.49,0
1991,7,31,7.79,16.55,0
1991,8,1,7.03,14.22,0.17
1991,8,2,5.84,11.47,4.79
1991,8,3,5.44,8.42,20.24
1991,8,4,5.54,12.21,0
1991,8,5,5.46,12.72,0.29
1991,8,6,3.8,13.68,6.67
1991,8,7,4.05,10.24,0
1991,8,8,3.43,12.62,0.58
1991,8,9,0.24,13.75,13.51
1991,8,10,0.25,16.02,3.95
1991,8,11,0.18,19.22,1.09
1991,8,12,0.07,13.31,3.95
1991,8,13,0.35,14.45,0.92
1991,8,14,0,19.7,0.17
1991,8,15,0,16.81,3.91
1991,8,16,0.29,20.09,0
1991,8,17,2.55,19.77,0.12
1991,8,18,2.34,20.06,2.76
1991,8,19,2.96,15.81,0
1991,8,20,2.81,15.09,0
1991,8,21,3.64,20.02,0
1991,8,22,7.38,14.63,0
1991,8,23,6.01,15.58,0.17
1991,8,24,7.43,16.15,3.91
1991,8,25,7.8,16.28,0.04
1991,8,26,7.09,15.54,0.92
1991,8,27,6.72,15.74,0.04
1991,8,28,6.03,14.56,0.96
1991,8,29,5.52,13.75,0.92
1991,8,30,3.93,13.55,0
1991,8,31,3.2,12.83,0.17
1991,9,1,6.85,14.33,3.95
1991,9,2,5.94,13.51,1.04
1991,9,3,4.77,12,2.76
1991,9,4,4.39,13.84,0
1991,9,5,5.84,13.79,0.17
1991,9,6,5.26,12.18,4.24
1991,9,7,3.49,10.74,7.71
1991,9,8,2.72,7.75,2.97
1991,9,9,3.41,12.25,4.87
1991,9,10,6.76,13.64,1.13
1991,9,11,3.46,10.83,5.04
1991,9,12,2.32,9.55,4.91
1991,9,13,0.56,4.87,1.92
1991,9,14,-3.7,6.39,1.84
1991,9,15,-4.79,0.05,0
1991,9,16,-4.7,6.41,0
1991,9,17,-0.1,8.38,0
1991,9,18,-0.76,5.63,0
1991,9,19,0.47,9.29,0
1991,9,20,2.23,11.07,0
1991,9,21,2.61,10.65,0
1991,9,22,-0.1,6.72,0
1991,9,23,-7.03,7.3,0
1991,9,24,-5.27,7.05,0
1991,9,25,-3.58,7.96,0
1991,9,26,-1.94,11.58,0
1991,9,27,0.91,11.21,0
1991,9,28,1.37,11.22,0.04
1991,9,29,-0.17,9.55,1.09
1991,9,30,-1.03,5.81,3.91
1991,10,1,-0.67,8.29,0
1991,10,2,-0.8,7.88,0
1991,10,3,-5.61,7.55,0.02
1991,10,4,-8.25,-3.57,0.46
1991,10,5,-8.7,2.29,0
1991,10,6,-2.65,7.48,0
1991,10,7,1.47,9.86,0
1991,10,8,0.78,10.63,0
1991,10,9,-1.07,11.05,0
1991,10,10,0.64,12.22,0
1991,10,11,3.38,12.35,0
1991,10,12,4.52,11.19,0
1991,10,13,-0.61,6.81,0.02
1991,10,14,-2.28,5.48,0.46
1991,10,15,0.68,9.7,0
1991,10,16,4.48,12.86,0
1991,10,17,3.62,10.99,0
1991,10,18,0.58,5.84,0
1991,10,19,-6.14,6,0
1991,10,20,-3.47,6.71,0
1991,10,21,-0.64,5.71,0
1991,10,22,-0.44,6.5,0.02
1991,10,23,-4.85,4.09,0.52
1991,10,24,-7.82,-4.67,1.41
1991,10,25,-9.79,-4.26,0.71
1991,10,26,-6.24,1.89,0.46
1991,10,27,-5.4,5.45,0.03
1991,10,28,-17.55,-1.56,0.77
1991,10,29,-17.36,-1.56,1.86
1991,10,30,-16.44,-1.67,0.46
1991,10,31,-15.18,-5.47,0.18
1991,11,1,-16.27,-10.18,4.27
1991,11,2,-20.16,-16.95,3.38
1991,11,3,-18.87,-12.42,9.25
1991,11,4,-15.02,-6.65,7.35
1991,11,5,-8.57,-5.06,21.22
1991,11,6,-6.69,-3.45,6.78
1991,11,7,-9.87,-6.2,2.95
1991,11,8,-5.52,1.13,9.79
1991,11,9,-3.59,-0.38,3.25
1991,11,10,-3.29,-0.04,5.98
1991,11,11,-7.46,-0.48,0
1991,11,12,-5.6,-0.57,0
1991,11,13,-3.15,1.94,0.03
1991,11,14,-10.5,-1.92,0.74
1991,11,15,-12.17,-6.94,1.47
1991,11,16,-7.25,-5.01,8.29
1991,11,17,-11.22,-6.19,21.5
1991,11,18,-12.22,-6.59,2.55
1991,11,19,-15.84,-12.23,0.7
1991,11,20,-11.42,-0.5,5.57
1991,11,21,-16.02,-6.06,1.15
1991,11,22,-21.41,-16.47,0.1
1991,11,23,-22.87,-18.03,2.76
1991,11,24,-17.67,-8.01,10.79
1991,11,25,-10.72,-6.87,4.96
1991,11,26,-8.42,-6.76,3.53
1991,11,27,-7.4,-3.84,12.42
1991,11,28,-10.31,-5.05,0
1991,11,29,-21.19,-10.42,0
1991,11,30,-23.74,-15.56,0
1991,12,1,-20.76,-11.52,0.11
1991,12,2,-19.89,-16.36,3.7
1991,12,3,-18.92,-9.19,27.41
1991,12,4,-8.22,-4.13,11.5
1991,12,5,-8.93,-3.52,0
1991,12,6,-6,-1.4,0
1991,12,7,-8.95,-0.49,0.44
1991,12,8,-11.89,-8.82,10.15
1991,12,9,-11.79,-5.04,0.69
1991,12,10,-9.57,-6.83,0
1991,12,11,-9.87,-5,0
1991,12,12,-14.35,-10.77,0.59
1991,12,13,-18.79,-14.13,13.8
1991,12,14,-17.1,-11.29,5.29
1991,12,15,-11.74,-5.49,0
1991,12,16,-7.68,-4.89,0
1991,12,17,-7.83,-1.63,0.03
1991,12,18,-8.91,-1.69,0.69
1991,12,19,-10.33,-6.4,0.1
1991,12,20,-11.78,-4.53,2.3
1991,12,21,-7.27,-1.82,0
1991,12,22,-11.77,-4.22,0
1991,12,23,-11.49,-6.57,0
