eco_year,sumallPC1,sumallPC2,sum_meanT,sum_precip,sum_moisturedeficit,sum_PET,sum_GDD,fivedayrunning5C,fivedayrunning12C,GSLthreedayneg3C,iceoff_GL4
1982,-1.34022096913598,-0.139133452090538,5.95108695652174,196,3.41329687913356,193.233584359275,271,104,58,97,207
1983,-1.0906661929534,0.0941262508991326,6.5,216,0,192.715174568896,284.5,86,51,99,208
1984,-0.977669274750096,0.737184703388065,6.45108695652174,327,0.229786396574164,200.361153049684,275.5,72,59,111,201
1985,0.10513747453999,-1.32014186300522,6.79402173913043,99,33.4118809612827,209.269918211607,312.55,63,38,124,187
1986,-0.740917736653472,-0.352671749822071,6.375,165,10.4966759440373,205.077962366511,281.5,79,56,107,201
1987,0.800149689380276,-0.135834685004188,8.44565217391304,170,10.8319475543072,206.222726914066,400,6,37,140,178
1988,1.09572968364484,-1.00965620418912,9.57608695652174,91,50.6159662588741,217.936390210518,460.5,45,36,131,189
1989,-0.0773371691292866,-0.778167568978717,7.52717391304348,145,28.8076315905223,196.199752874004,362,50,48,119,192
1990,0.0857301832424587,0.49000936003702,8.31521739130435,248,0.567907827041739,205.01658855353,399,81,37,144,189
1991,-0.247947296017624,0.298462655826955,7.59782608695652,242,6.3558258536611,204.428260427622,338,69,48,122,189
1992,-0.186727272756453,-0.465045594960005,7.39673913043478,184,12.2294540094609,196.66365422818,322.5,58,51,150,189
1993,-0.380234129574807,-1.34861477840444,6.85869565217391,167,52.5711842955119,203.994300048764,303.5,73,45,123,216
1994,0.947209708519879,-0.558212193377373,9.17391304347826,132,25.4713290818455,211.708357743862,437,48,35,156,180
1995,-0.946490913203248,0.606562381281528,7.79891304347826,334,26.5126781646961,199.836386202346,367,96,68,117,220
1996,0.544737276555332,-0.767240375362167,8.83152173913044,124,36.1104062340462,214.241064634031,412.5,66,39,140,199
1997,-0.274975740998313,0.0843736500575053,7.83695652173913,207,4.6646186461035,202.680643774882,340.5,69,51,139,200
1998,-0.878428353042735,0.6869598580466,7.29347826086957,310,0.0655513192299128,189.778173382579,331,78,57,122,200
1999,-0.429610043183155,1.12512419625239,7.81521739130435,367,1.02373184475037,206.722749650284,336,80,51,134,195
2000,0.681197289298254,-0.158214275166988,9.10326086956522,160,19.0950141556514,207.639524075382,440,58,29,128,183
2001,0.155961678449262,0.983954101628966,8.76086956521739,246,0.912081902544102,209.458476449864,411.5,58,39,86,183
2002,1.52859331848605,0.261022899773799,10.2608695652174,161,21.0760233783342,221.653740700636,528,45,29,130,159
2003,0.681687681421673,0.0398693608717058,8.84239130434783,204,15.5921647033525,207.799042970331,434,42,27,141,193
2004,-0.61129982301399,0.167120667700551,6.27173913043478,271,3.42502559497268,196.684125430056,274.5,65,36,103,189
2005,-0.0337143067624863,-0.1071755076586,7.91847826086957,215,14.6188716591937,197.338161015102,375.5,77,22,115,196
2006,0.567935971011457,0.134839531942358,8.95652173913044,219,23.5116740120724,218.011707150687,416.5,74,34,130,186
2007,0.485408880028195,0.839870407737733,9.38586956521739,228,9.15288951562638,213.778238985491,466.5,59,46,110,182
2008,-0.186577832572967,0.609731304982482,8.17934782608696,239,0.922169437487983,202.809082817128,400.5,79,47,121,192
2009,-0.464755862070839,-0.584540234025252,6.90760869565217,153,14.5905277228212,201.10779762041,310.5,76,54,130,196
2010,-0.0876654037224218,0.00351897859034412,8.01630434782609,192,2.87012570365731,202.391542330515,358.5,86,37,138,191
2011,-0.0571492686812268,1.24198024617127,9.17228260869565,313,4.46642390893019,212.311176531767,440.25,68,55,139,217
2012,1.53823726458075,1.11058008828952,10.5755434782609,270,15.4581866436139,222.66590097887,548.5,23,33,135,168
2013,0.574350672488848,0.567195410223397,9.47065217391304,177,0.988458103995005,214.99132940212,459.7,68,40,133,188
2014,-0.11676075175107,0.0245451562975,8.0445652173913,182,2.60108235982063,199.574544067027,385.75,65,54,151,196
2015,-0.56359151322536,-1.0674185727522,6.44739130434783,154.89,21.6265230769912,198.510837731297,260.545789878301,93,50,145,189
2016,-0.745874150330625,-0.610861678487462,6.47826086956522,167,6.16223186201043,189.855909387771,274.5,94,48,127,182
2017,0.275225669908258,0.403743979022262,8.8804347826087,187.71,3.74152282711108,212.656185269,411,66,38,125,199
2018,0.371321561974033,-1.10784645573674,7.81815217391304,126.462,31.8518721832554,201.426142938472,354.201780928682,58,36,140,177
