sumallPC1,sumallPC2,site
-1.32228731748675,-0.153865034118114,1982
-1.07413424620818,0.0942612300492087,1983
-0.959152742121975,0.761464142529909,1984
0.113611306351688,-1.38661315547915,1985
-0.725750284114342,-0.402372399279313,1986
0.806795198000744,-0.117028916218847,1987
1.09914093205919,-1.19016484375936,1988
-0.0689933485815391,-0.824678535247219,1989
0.0974256138163366,0.504921996243221,1990
-0.233369380359055,0.305289478393037,1991
-0.179238064326293,-0.449246021467272,1992
-0.374897818963609,-1.51502142175584,1993
0.951199646934851,-0.617765317544114,1994
-0.932498401221342,0.482273589715699,1995
0.549388504485552,-0.918046560371078,1996
-0.26480188903862,0.0581932369972832,1997
-0.86313999967266,0.727269328087035,1998
-0.413231389147227,1.14450846931797,1999
0.690038613988775,-0.19815294578926,2000
0.175807946075358,0.982949333663698,2001
1.53963805926468,0.221577710992666,2002
0.688042253406531,0.00121278084937954,2003
-0.594012309566263,0.242736643302129,2004
-0.0224947489512398,-0.109262192378607,2005
0.579321456553065,0.0577974012951311,2006
0.501170294714428,0.790610461566129,2007
-0.17168249932144,0.604356541484567,2008
-0.454118393845378,-0.620520951233027,2009
-0.0766146741975039,0.00974192893813271,2010
-0.0460448765950539,1.12873371740392,2011
1.54954794075137,1.07533564364514,2012
0.586008826475018,0.512074888932149,2013
-0.108694324421312,0.00810465357857815,2014
-0.572259910002808,-1.07106268399941,2015
-0.732387820842516,-0.540270226818221,2016
0.262667846107509,0.400658028473857,2017
