eco_year,sumallPC1,sumallPC2,sum_meanT,sum_precip,sum_moisturedeficit,sum_PET,sum_GDD,fivedayrunning5C,fivedayrunning12C,GSLthreedayneg3C,iceoff_GL4
1982,-1.71923670201262,-1.05356142957707,3.67391304347826,200,0,196.217987718672,164,112,73,96,207
1983,-1.50185348721258,0.0500656025281581,4.8804347826087,255,0.441056144909204,193.781922801941,197.5,87,68,98,208
1985,0.159622840935546,-1.45654989303969,6.75152173913043,111.601233639,17.8240912674374,211.310287711925,287.20305454,87,38,114,187
1986,-0.23982752408564,-0.319955835822399,6.88586956521739,190,8.26932230354995,210.489888682092,296,63,48,107,201
1987,0.374278165714723,0.516639056637387,7.875,164.213237225,3.457432961789,208.156999480925,355.5,48,44,138,178
1988,1.31748900768536,-0.385386715387005,9.91304347826087,188,32.8217587606158,223.767898483506,489,45,35,130,189
1989,-0.566749601070849,0.119977372819602,6.53260869565217,167,0.794135080961969,194.013917447021,302.5,51,48,79,192
1990,-0.0104652772355221,0.369231195993748,7.94021739130435,195,0,203.839835513099,383,82,36,123,189
1991,0.0402581188210163,0.475802206329298,7.83695652173913,219.116484389,5.23698126928497,209.740589350926,345.5,69,42,122,189
1992,-0.717000519461112,0.924923707706071,5.56521739130435,225.519498069,0,191.668926083561,231,58,51,128,189
1993,-0.393743892577326,-1.45685938109034,6.66304347826087,115,6.92754110758384,203.488160880342,313,75,45,109,216
1994,1.04526600863525,0.0594544602073726,9.97282608695652,162,13.21736586393,220.094136281315,504,49,44,130,180
1995,-1.2165086086892,-1.14172119991945,6.46739130434783,183,0,196.633125494979,298.5,104,68,103,220
1996,0.667033167925502,-1.59339955829219,8.66304347826087,108.327072891,23.0064668175267,218.021630218323,403,66,39,113,199
1997,-0.00302348108565181,0.417765801298373,7.92880434782609,201,1.24911079353929,203.733904058877,360.4495157905,69,34,134,200
1998,-0.733487922703343,0.927739119638374,7.33695652173913,271,0.319438683703108,193.110856359049,346,79,55,119,200
1999,-0.36669100424718,0.891895670275798,7.53804347826087,268,0,207.262001883573,326.5,80,51,133,195
2000,0.724782137290255,-0.185424174010761,8.55978260869565,163.999999999,21.0335734774817,207.355312204012,406.5,62,29,128,183
2001,0.0266627269064171,0.85739289865172,8.14195652173913,224,0.631064445618136,209.705149083665,381.9045852965,58,39,86,183
2002,1.13472305580726,-0.127786050033476,9.36815217391304,148.677226967,16.7253821963247,219.548273323582,464.830088025,78,30,118,159
2003,0.0934202958938979,0.91856423794643,7.63586956521739,204,0.921748585703134,203.219272645081,366.5,42,27,103,193
2004,-0.524094034446767,0.985949757305367,5.88586956521739,262,6.08376822598601,199.649677690692,241.5,65,36,103,189
2005,-0.211517320438476,0.0884745293297585,7.50826086956522,176,7.06450633111385,197.516636168119,358.842291123,46,48,94,196
2006,0.571007528290875,-0.0851346776997881,7.87880434782609,179,19.9076387207849,214.208485446878,352.137583267,45,34,111,186
2007,0.911160193926258,0.36191520153709,10.570652173913,188,6.49851955742376,220.625134394788,569,58,44,110,182
2008,0.315254439054403,0.125871411620026,9.48913043478261,195,3.56749623676935,210.734575274855,502.5,78,46,116,192
2009,0.406702344668969,-0.12835128460899,8.94021739130435,180,15.9297761518623,205.444768790843,442.5,54,51,136,196
2010,0.416539343710526,-0.157532030343397,9.11097826086957,160.000000001,5.40373388946622,206.825570206586,444.7073387135,83,36,138,191
