year,sum_DEF,fal_DEF,spr_PET,sum_PET,fal_PET
1982,0,0.204140487142062,4.19070715815384,196.217987718672,52.5640201235534
1983,0.441056144909204,0.0110918059940727,7.49333664938195,193.781922801941,33.4721585193144
1984,0,8.34075896120275,23.5258470516962,213.436436324929,47.6834239547696
1985,17.8240912674374,0,8.86787821527016,211.310287711925,33.6698466530993
1986,8.26932230354995,3.89595969750898,12.9063666619969,210.489888682092,32.972545338664
1987,3.457432961789,4.15038650684655,37.067983531719,208.156999480925,40.0604350101137
1988,32.8217587606158,12.0683425770694,32.6832177254043,223.767898483506,63.6061678379485
1989,0.794135080961969,22.7351845806452,36.7284761464423,194.013917447021,42.4693363096258
1990,0,9.12215685876127,11.6242777269181,203.839835513099,70.3670954655473
1991,5.23698126928497,0.85791034404658,30.8364688953356,209.740589350926,66.3868115503094
1992,0,2.24756672712752,38.8089232081203,191.668926083561,62.1949369471285
1993,6.92754110758384,4.46550514916645,22.6560692618346,203.488160880342,84.4382632141909
1994,13.21736586393,8.68939844925699,28.7618290120576,220.094136281315,52.5694220777996
1995,0,3.42040990469669,1.59138624693972,196.633125494979,47.1903450183851
1996,23.0064668175267,1.0043158356673,27.8218123714278,218.021630218323,43.092916375169
1997,1.24911079353929,10.8501060130558,19.0200215018833,203.733904058877,50.4194785800796
1998,0.319438683703108,3.32456595330586,27.4125424637518,193.110856359049,70.5702165658606
1999,0,7.63309703443822,19.0670181883806,207.262001883573,68.3089304998903
2000,21.0335734774817,0,33.4823207109832,207.355312204012,76.2965253701497
2001,0.631064445618136,0,35.6686716187022,209.705149083665,59.1633609400418
2002,16.7253821963247,0.178899896503801,26.288822418227,219.548273323582,63.5315160005767
2003,0.921748585703134,6.23729540636223,31.14184692723,203.219272645081,34.5363440211633
2004,6.08376822598601,0,34.3335834292894,199.649677690692,59.0256154482878
2005,7.06450633111385,0,24.535219438475,197.516636168119,46.8316314875822
2006,19.9076387207849,8.43734167934167,33.8508067996282,214.208485446878,69.159941404397
2007,6.49851955742376,8.60526937214659,32.6026782124204,220.625134394788,38.9792451282838
2008,3.56749623676935,0,19.3193384406179,210.734575274855,67.9379234083988
2009,15.9297761518623,0.654198714437377,32.4996859448256,205.444768790843,71.9342132352801
2010,5.40373388946622,23.9596516331481,17.2061366779554,206.825570206586,59.8093820974876
