water_year,fal_maxT,spr_maxT,sum_maxT,wnt_maxT
1982,3.58018264305861,-2.31845931328507,11.208091368819,-9.14547177527664
1983,0.324937083797747,-3.7312561049208,11.328562413067,-5.92794572805166
1984,1.80862043393705,-2.51559374932726,11.3066585868401,-9.75342288115716
1985,0.22528670953466,0.211432615923095,12.3580422457318,-9.3357916876038
1986,-0.311718085105311,-0.730431911834059,11.5366487622226,-8.76483195062232
1987,2.15961119661926,3.196170491921,14.5356121643347,-5.41288186361428
1988,4.78315750561781,1.26790438563232,15.7885926125131,-7.89159241124868
1989,4.46796060303852,2.47514364574449,13.606096341381,-6.14158941363324
1990,4.90773673274228,4.75103260869565,14.9732157557141,-6.74472462638621
1991,5.06629573018182,0.482965975351464,13.2452288953993,-6.86355785301281
1992,3.34006746741092,3.13510301068388,13.394916820534,-4.16920834902082
1993,4.12663605370326,-0.550565217391304,10.9616505768733,-6.89464444444444
1994,0.0304835164835165,1.84096112598309,13.5954565217391,-8.83841676150421
1995,2.70818288035889,-0.696695652173913,12.4618929775418,-5.74638266238227
1996,2.60875824175824,0.360010869565217,14.248635372411,-7.00183610029824
1997,2.68229891011365,0.2325,12.9252274653491,-7.82332298256561
1998,2.6536043956044,-0.282086956521739,12.3959806940675,-7.86587777777778
1999,4.14596703296703,-0.46204347826087,12.2336086956522,-6.8617
2000,5.50802683043985,1.65123913043478,15.3945941709094,-5.91013186813187
2001,5.10625557299734,2.54461950598731,15.4998341565381,-5.25773634681615
2002,6.04514869127523,2.38438783902284,17.1128357244344,-5.3792836431261
2003,3.98396934676319,2.44148051788503,15.0526641558857,-5.55326548563175
2004,5.07003912024407,3.06295532953566,13.7073269013125,-5.50833137568018
2005,4.24874797348572,1.72260869565217,14.857902173913,-4.04392418817798
2006,5.8307032967033,2.87059782608696,15.7902717391304,-6.58125912606658
2007,2.82305494505495,3.3029659771643,16.1229891304348,-5.60762642607717
2008,6.23771428571429,0.0600217391304348,15.139347826087,-7.8572967032967
2009,5.70174378549047,1.9600652173913,14.0702717391304,-5.88338888888889
2010,4.20950549450549,1.35527173913043,15.3493989311434,-7.27188888888889
2011,5.92616483516484,1.13780137455875,15.626806088375,-6.5678830583084
2012,4.48620879120879,5.64858695652174,17.0683695652174,-4.72208791208791
2013,5.76835164835165,0.723891304347826,16.0134456521739,-6.40272861055777
2014,4.59402197802198,1.42858695652174,14.210652173913,-6.69892222222222
2015,5.41412087912088,2.92136956521739,15.3093913043478,-4.18974444444444
2016,6.65310989010989,1.58491304347826,16.0006195652174,-5.37152747252747
2017,7.20836263736264,3.55960869565217,15.5983695652174,-5.19878888888889
2018,5.96463736263736,3.96302173913043,16.7623804347826,-4.72914444444444
