site,yr,date,plotid,clean_code2,hits
nutnet,2013,2013-08-02,B4_9,ARFEF3,5
nutnet,2013,2013-08-02,B4_9,ARSC,1
nutnet,2013,2013-08-02,B4_9,CAPU,2
nutnet,2013,2013-08-02,B4_9,CAREX,2
nutnet,2013,2013-08-02,B4_9,CARO2,1
nutnet,2013,2013-08-02,B4_9,CARUD,26
nutnet,2013,2013-08-02,B4_9,CAUN2,4
nutnet,2013,2013-08-02,B4_9,FEBR,0.25
nutnet,2013,2013-08-02,B4_9,KOMY,35
nutnet,2013,2013-08-02,B4_9,LLSE,2
nutnet,2013,2013-08-02,B4_9,MELA3,2
nutnet,2013,2013-08-02,B4_9,MIOB2,1
nutnet,2013,2013-08-02,B4_9,ORALA,2
nutnet,2013,2013-08-02,B4_9,PHPU5,1
nutnet,2013,2013-08-02,B4_9,POBI6,0.25
nutnet,2013,2013-08-02,B4_9,SARH2,0.25
nutnet,2013,2013-08-02,B4_9,SEDES,10
nutnet,2013,2013-08-02,B4_9,SELA,1
nutnet,2013,2013-08-02,B4_9,SOSIN,7
nutnet,2013,2013-08-02,B4_9,TEACC,8
nutnet,2013,2013-08-02,B4_9,TRSP2,2
nutnet,2013,2013-08-02,B4_10,2LTR,1
nutnet,2013,2013-08-02,B4_10,ALGE,3
nutnet,2013,2013-08-02,B4_10,ARFEF3,21
nutnet,2013,2013-08-02,B4_10,ARSC,11
nutnet,2013,2013-08-02,B4_10,CAOC4,1
nutnet,2013,2013-08-02,B4_10,CARO2,9
nutnet,2013,2013-08-02,B4_10,CARUD,28
nutnet,2013,2013-08-02,B4_10,CAUN2,17
nutnet,2013,2013-08-02,B4_10,CEARS2,9
nutnet,2013,2013-08-02,B4_10,DECE,1
nutnet,2013,2013-08-02,B4_10,DRST4,0.25
nutnet,2013,2013-08-02,B4_10,ELYMU,3
nutnet,2013,2013-08-02,B4_10,ERNA,0.25
nutnet,2013,2013-08-02,B4_10,FEBR,18
nutnet,2013,2013-08-02,B4_10,KOMY,29
nutnet,2013,2013-08-02,B4_10,LLSE,5
nutnet,2013,2013-08-02,B4_10,MELA3,1
nutnet,2013,2013-08-02,B4_10,MIOB2,7
nutnet,2013,2013-08-02,B4_10,ORALA,13
nutnet,2013,2013-08-02,B4_10,PEPA3,5
nutnet,2013,2013-08-02,B4_10,PHPU5,5
nutnet,2013,2013-08-02,B4_10,POARG,6
nutnet,2013,2013-08-02,B4_10,POBI6,2
nutnet,2013,2013-08-02,B4_10,POPU3,13
nutnet,2013,2013-08-02,B4_10,POVI3,1
nutnet,2013,2013-08-02,B4_10,SEDES,3
nutnet,2013,2013-08-02,B4_10,SELA,2
nutnet,2013,2013-08-02,B4_10,SOSIN,2
nutnet,2013,2013-08-02,B4_10,TEACC,1
nutnet,2013,2013-08-02,B4_10,TRPAP,0.25
nutnet,2013,2013-08-02,B4_10,TRSP2,12
nutnet,2017,2017-07-07,B1_1,2BARE,7
nutnet,2017,2017-07-07,B1_1,2LICHN,3
nutnet,2017,2017-07-07,B1_1,2LTR,6
nutnet,2017,2017-07-07,B1_1,2RF,1
nutnet,2017,2017-07-07,B1_1,ALGE,1
nutnet,2017,2017-07-07,B1_1,ARFEF3,2
nutnet,2017,2017-07-07,B1_1,CARO2,5
nutnet,2017,2017-07-07,B1_1,CARUD,20
nutnet,2017,2017-07-07,B1_1,CAUN2,1
nutnet,2017,2017-07-07,B1_1,CHJA,6
nutnet,2017,2017-07-07,B1_1,ERSI3,1
nutnet,2017,2017-07-07,B1_1,FEBR,3
nutnet,2017,2017-07-07,B1_1,GERO2,17
nutnet,2017,2017-07-07,B1_1,KOMY,3
nutnet,2017,2017-07-07,B1_1,LLSE,12
nutnet,2017,2017-07-07,B1_1,MELA3,2
nutnet,2017,2017-07-07,B1_1,MIOB2,9
nutnet,2017,2017-07-07,B1_1,ORALA,4
nutnet,2017,2017-07-07,B1_1,PHPU5,12
nutnet,2017,2017-07-07,B1_1,POBI6,3
nutnet,2017,2017-07-07,B1_1,POTEN,1
nutnet,2017,2017-07-07,B1_1,SEDES,5
nutnet,2017,2017-07-07,B1_1,SELA,1
nutnet,2017,2017-07-07,B1_1,SIACS2,2
nutnet,2017,2017-07-07,B1_1,SOSIN,1
nutnet,2017,2017-07-07,B1_1,TEGR3,8
nutnet,2017,2017-07-07,B1_1,TRSP2,1
nutnet,2017,2017-07-07,B1_2,2BARE,6
nutnet,2017,2017-07-07,B1_2,2LICHN,1
nutnet,2017,2017-07-07,B1_2,2LTR,15
nutnet,2017,2017-07-07,B1_2,ALGE,2
nutnet,2017,2017-07-07,B1_2,ANAL4,1
nutnet,2017,2017-07-07,B1_2,CAPU,8
nutnet,2017,2017-07-07,B1_2,CARO2,10
nutnet,2017,2017-07-07,B1_2,CARUD,8
nutnet,2017,2017-07-07,B1_2,GERO2,1
nutnet,2017,2017-07-07,B1_2,KOMY,45
nutnet,2017,2017-07-07,B1_2,MIOB2,2
nutnet,2017,2017-07-07,B1_2,ORALA,4
nutnet,2017,2017-07-07,B1_2,PHPU5,5
nutnet,2017,2017-07-07,B1_2,POBI6,1
nutnet,2017,2017-07-07,B1_2,POPU3,7
nutnet,2017,2017-07-07,B1_2,SEDES,5
nutnet,2017,2017-07-07,B1_2,SELA,1
nutnet,2017,2017-07-07,B1_4,2LTR,3
nutnet,2017,2017-07-07,B1_4,2RF,3
nutnet,2017,2017-07-07,B1_4,ALGE,1
nutnet,2017,2017-07-07,B1_4,ARFEF3,7
nutnet,2017,2017-07-07,B1_4,ARSC,9
nutnet,2017,2017-07-07,B1_4,CAPU,18
nutnet,2017,2017-07-07,B1_4,CARO2,2
nutnet,2017,2017-07-07,B1_4,CARUD,47
nutnet,2017,2017-07-07,B1_4,CASC12,3
nutnet,2017,2017-07-07,B1_4,CHJA,3
nutnet,2017,2017-07-07,B1_4,GERO2,31
nutnet,2017,2017-07-07,B1_4,LLSE,3
nutnet,2017,2017-07-07,B1_4,MIOB2,2
nutnet,2017,2017-07-07,B1_4,ORALA,2
nutnet,2017,2017-07-07,B1_4,PHPU5,3
nutnet,2017,2017-07-07,B1_4,POA,1
nutnet,2017,2017-07-07,B1_4,POBI6,3
nutnet,2017,2017-07-07,B1_4,POTEN,4
nutnet,2017,2017-07-07,B1_4,SELA,1
nutnet,2017,2017-07-07,B1_4,SOMU,1
nutnet,2017,2017-07-07,B1_4,TEGR3,10
nutnet,2017,2017-07-07,B1_7,2LTR,7
nutnet,2017,2017-07-07,B1_7,ALGE,7
nutnet,2017,2017-07-07,B1_7,ARFEF3,2
nutnet,2017,2017-07-07,B1_7,CAPU,10
nutnet,2017,2017-07-07,B1_7,CARO2,20
nutnet,2017,2017-07-07,B1_7,CARUD,20
nutnet,2017,2017-07-07,B1_7,GERO2,3
nutnet,2017,2017-07-07,B1_7,KOMY,35
nutnet,2017,2017-07-07,B1_7,LUSP4,1
nutnet,2017,2017-07-07,B1_7,MELA3,1
nutnet,2017,2017-07-07,B1_7,ORALA,20
nutnet,2017,2017-07-07,B1_7,POA,7
nutnet,2017,2017-07-07,B1_7,POBI6,4
nutnet,2017,2017-07-07,B1_7,POTEN,7
nutnet,2017,2017-07-07,B1_7,SEDES,1
nutnet,2017,2017-07-07,B1_7,SOSIN,2
nutnet,2017,2017-07-07,B1_7,STLO2,4
nutnet,2017,2017-07-07,B1_7,TEGR3,3
nutnet,2017,2017-07-07,B1_7,TRSP2,10
nutnet,2017,2017-07-07,B1_8,2LTR,1
nutnet,2017,2017-07-07,B1_8,ALGE,9
nutnet,2017,2017-07-07,B1_8,ARFEF3,2
nutnet,2017,2017-07-07,B1_8,ARSC,3
nutnet,2017,2017-07-07,B1_8,CARO2,18
nutnet,2017,2017-07-07,B1_8,CARUD,14
nutnet,2017,2017-07-07,B1_8,CASC12,2
nutnet,2017,2017-07-07,B1_8,FEBR,2
nutnet,2017,2017-07-07,B1_8,GERO2,10
nutnet,2017,2017-07-07,B1_8,KOMY,40
nutnet,2017,2017-07-07,B1_8,LLSE,3
nutnet,2017,2017-07-07,B1_8,MELA3,8
nutnet,2017,2017-07-07,B1_8,ORALA,27
nutnet,2017,2017-07-07,B1_8,PEPA3,1
nutnet,2017,2017-07-07,B1_8,PHPU5,5
nutnet,2017,2017-07-07,B1_8,POARG,3
nutnet,2017,2017-07-07,B1_8,POBI6,4
nutnet,2017,2017-07-07,B1_8,PODI2,6
nutnet,2017,2017-07-07,B1_8,POPU3,2
nutnet,2017,2017-07-07,B1_8,SELA,2
nutnet,2017,2017-07-07,B1_8,SOSIN,3
nutnet,2017,2017-07-07,B1_8,TEACC,1
nutnet,2017,2017-07-07,B1_8,TEGR3,3
nutnet,2017,2017-07-07,B1_8,TRSP2,6
nutnet,2017,2017-07-07,B1_9,2LICHN,1
nutnet,2017,2017-07-07,B1_9,2LTR,4
nutnet,2017,2017-07-07,B1_9,2RF,1
nutnet,2017,2017-07-07,B1_9,ALGE,3
nutnet,2017,2017-07-07,B1_9,ARFEF3,1
nutnet,2017,2017-07-07,B1_9,ARSC,4
nutnet,2017,2017-07-07,B1_9,CARO2,6
nutnet,2017,2017-07-07,B1_9,CARUD,24
nutnet,2017,2017-07-07,B1_9,CASC12,14
nutnet,2017,2017-07-07,B1_9,ERSI3,1
nutnet,2017,2017-07-07,B1_9,GERO2,35
nutnet,2017,2017-07-07,B1_9,KOMY,36
nutnet,2017,2017-07-07,B1_9,LLSE,3
nutnet,2017,2017-07-07,B1_9,MELA3,7
nutnet,2017,2017-07-07,B1_9,MIOB2,4
nutnet,2017,2017-07-07,B1_9,PHPU5,10
nutnet,2017,2017-07-07,B1_9,POBI6,1
nutnet,2017,2017-07-07,B1_9,PODI2,4
nutnet,2017,2017-07-07,B1_9,POTEN,3
nutnet,2017,2017-07-07,B1_9,POVI3,1
nutnet,2017,2017-07-07,B1_9,SEDES,4
nutnet,2017,2017-07-07,B1_9,SELA,1
nutnet,2017,2017-07-07,B1_9,SIACS2,2
nutnet,2017,2017-07-07,B1_9,SOMU,3
nutnet,2017,2017-07-07,B1_9,TEGR3,2
nutnet,2017,2017-07-07,B1_9,TRPAP,15
nutnet,2017,2017-07-07,B1_9,TRSP2,2
nutnet,2017,2017-07-07,B1_10,2FORB,1
nutnet,2017,2017-07-07,B1_10,2LTR,8
nutnet,2017,2017-07-07,B1_10,ALGE,26
nutnet,2017,2017-07-07,B1_10,ARFEF3,8
nutnet,2017,2017-07-07,B1_10,CARO2,11
nutnet,2017,2017-07-07,B1_10,CARUD,14
nutnet,2017,2017-07-07,B1_10,CASC12,2
nutnet,2017,2017-07-07,B1_10,CEARS2,6
nutnet,2017,2017-07-07,B1_10,FEBR,5
nutnet,2017,2017-07-07,B1_10,GERO2,5
nutnet,2017,2017-07-07,B1_10,KOMY,6
nutnet,2017,2017-07-07,B1_10,LLSE,4
nutnet,2017,2017-07-07,B1_10,MELA3,7
nutnet,2017,2017-07-07,B1_10,ORALA,21
nutnet,2017,2017-07-07,B1_10,PHPU5,9
nutnet,2017,2017-07-07,B1_10,POA,7
nutnet,2017,2017-07-07,B1_10,POBI6,13
nutnet,2017,2017-07-07,B1_10,PODI2,6
nutnet,2017,2017-07-07,B1_10,POTEN,1
nutnet,2017,2017-07-07,B1_10,POVI,20
nutnet,2017,2017-07-07,B1_10,SELA,4
nutnet,2017,2017-07-07,B1_10,TEACC,4
nutnet,2017,2017-07-07,B1_10,TEGR3,6
nutnet,2017,2017-07-07,B1_10,TRDA2,11
nutnet,2017,2017-07-07,B1_10,TRSP2,3
nutnet,2017,2017-07-07,B2_1,2BARE,3
nutnet,2017,2017-07-07,B2_1,2LICHN,1
nutnet,2017,2017-07-07,B2_1,2LTR,15
nutnet,2017,2017-07-07,B2_1,ALGE,2
nutnet,2017,2017-07-07,B2_1,ANAL4,2
nutnet,2017,2017-07-07,B2_1,ARFEF3,2
nutnet,2017,2017-07-07,B2_1,CARO2,4
nutnet,2017,2017-07-07,B2_1,CARUD,16
nutnet,2017,2017-07-07,B2_1,ERNA,1
nutnet,2017,2017-07-07,B2_1,GERO2,6
nutnet,2017,2017-07-07,B2_1,KOMY,54
nutnet,2017,2017-07-07,B2_1,MELA3,1
nutnet,2017,2017-07-07,B2_1,MIOB2,12
nutnet,2017,2017-07-07,B2_1,ORALA,5
nutnet,2017,2017-07-07,B2_1,POA,3
nutnet,2017,2017-07-07,B2_1,POBI6,1
nutnet,2017,2017-07-07,B2_1,SEDES,6
nutnet,2017,2017-07-07,B2_1,SOMU,2
nutnet,2017,2017-07-07,B2_2,2BARE,8
nutnet,2017,2017-07-07,B2_2,2LTR,3
nutnet,2017,2017-07-07,B2_2,2RF,1
nutnet,2017,2017-07-07,B2_2,ALGE,3
nutnet,2017,2017-07-07,B2_2,ANAL4,1
nutnet,2017,2017-07-07,B2_2,ARSC,9
nutnet,2017,2017-07-07,B2_2,CARO2,4
nutnet,2017,2017-07-07,B2_2,CARUD,32
nutnet,2017,2017-07-07,B2_2,CASC12,1
nutnet,2017,2017-07-07,B2_2,GERO2,21
nutnet,2017,2017-07-07,B2_2,KOMY,19
nutnet,2017,2017-07-07,B2_2,LEPY2,2
nutnet,2017,2017-07-07,B2_2,LLSE,11
nutnet,2017,2017-07-07,B2_2,MELA3,1
nutnet,2017,2017-07-07,B2_2,ORALA,3
nutnet,2017,2017-07-07,B2_2,POA,4
nutnet,2017,2017-07-07,B2_2,POBI6,1
nutnet,2017,2017-07-07,B2_2,SIACS2,3
nutnet,2017,2017-07-07,B2_2,SOMU,10
nutnet,2017,2017-07-07,B2_2,TEGR3,1
nutnet,2017,2017-07-07,B2_4,2BARE,5
nutnet,2017,2017-07-07,B2_4,2LICHN,2
nutnet,2017,2017-07-07,B2_4,2LTR,8
nutnet,2017,2017-07-07,B2_4,2RF,2
nutnet,2017,2017-07-07,B2_4,ARFEF3,5
nutnet,2017,2017-07-07,B2_4,CAPU,1
nutnet,2017,2017-07-07,B2_4,CARO2,4
nutnet,2017,2017-07-07,B2_4,CARUD,33
nutnet,2017,2017-07-07,B2_4,CAUN2,4
nutnet,2017,2017-07-07,B2_4,ERSI3,1
nutnet,2017,2017-07-07,B2_4,GERO2,21
nutnet,2017,2017-07-07,B2_4,KOMY,6
nutnet,2017,2017-07-07,B2_4,LEPY2,1
nutnet,2017,2017-07-07,B2_4,LLSE,5
nutnet,2017,2017-07-07,B2_4,MIOB2,3
nutnet,2017,2017-07-07,B2_4,ORALA,3
nutnet,2017,2017-07-07,B2_4,POBI6,4
nutnet,2017,2017-07-07,B2_4,POVI3,3
nutnet,2017,2017-07-07,B2_4,SEDES,1
nutnet,2017,2017-07-07,B2_4,SELA,2
nutnet,2017,2017-07-07,B2_4,TEACC,3
nutnet,2017,2017-07-07,B2_4,TRDA2,1
nutnet,2017,2017-07-07,B2_4,TRPAP,1
nutnet,2017,2017-07-07,B2_7,2BARE,1
nutnet,2017,2017-07-07,B2_7,2LTR,13
nutnet,2017,2017-07-07,B2_7,ALGE,3
nutnet,2017,2017-07-07,B2_7,ANAL4,2
nutnet,2017,2017-07-07,B2_7,ARFEF3,15
nutnet,2017,2017-07-07,B2_7,CARO2,3
nutnet,2017,2017-07-07,B2_7,CEARS2,5
nutnet,2017,2017-07-07,B2_7,FEBR,5
nutnet,2017,2017-07-07,B2_7,KOMY,31
nutnet,2017,2017-07-07,B2_7,LLSE,2
nutnet,2017,2017-07-07,B2_7,MELA3,6
nutnet,2017,2017-07-07,B2_7,MIOB2,5
nutnet,2017,2017-07-07,B2_7,ORALA,5
nutnet,2017,2017-07-07,B2_7,POA,18
nutnet,2017,2017-07-07,B2_7,POBI6,4
nutnet,2017,2017-07-07,B2_7,SEDES,1
nutnet,2017,2017-07-07,B2_7,SOMU,15
nutnet,2017,2017-07-07,B2_7,TRSP2,9
nutnet,2017,2017-07-07,B2_8,2LTR,8
nutnet,2017,2017-07-07,B2_8,ALGE,4
nutnet,2017,2017-07-07,B2_8,ARFEF3,11
nutnet,2017,2017-07-07,B2_8,ARSC,1
nutnet,2017,2017-07-07,B2_8,CARO2,12
nutnet,2017,2017-07-07,B2_8,CARUD,16
nutnet,2017,2017-07-07,B2_8,CASC12,5
nutnet,2017,2017-07-07,B2_8,CEARS2,7
nutnet,2017,2017-07-07,B2_8,FEBR,3
nutnet,2017,2017-07-07,B2_8,GERO2,19
nutnet,2017,2017-07-07,B2_8,KOMY,11
nutnet,2017,2017-07-07,B2_8,LEPY2,1
nutnet,2017,2017-07-07,B2_8,ORALA,15
nutnet,2017,2017-07-07,B2_8,POA,7
nutnet,2017,2017-07-07,B2_8,POBI6,1
nutnet,2017,2017-07-07,B2_8,POVI,9
nutnet,2017,2017-07-07,B2_8,SELA,1
nutnet,2017,2017-07-07,B2_8,SOMU,21
nutnet,2017,2017-07-07,B2_8,TRSP2,12
nutnet,2017,2017-07-07,B2_9,2BARE,1
nutnet,2017,2017-07-07,B2_9,2LICHN,1
nutnet,2017,2017-07-07,B2_9,2LTR,18
nutnet,2017,2017-07-07,B2_9,ACMIA,2
nutnet,2017,2017-07-07,B2_9,ALGE,3
nutnet,2017,2017-07-07,B2_9,ARFEF3,1
nutnet,2017,2017-07-07,B2_9,CARO2,6
nutnet,2017,2017-07-07,B2_9,CARUD,24
nutnet,2017,2017-07-07,B2_9,CEARS2,1
nutnet,2017,2017-07-07,B2_9,FEBR,1
nutnet,2017,2017-07-07,B2_9,GERO2,15
nutnet,2017,2017-07-07,B2_9,KOMY,56
nutnet,2017,2017-07-07,B2_9,LLSE,2
nutnet,2017,2017-07-07,B2_9,ORALA,3
nutnet,2017,2017-07-07,B2_9,POBI6,2
nutnet,2017,2017-07-07,B2_9,PODI2,4
nutnet,2017,2017-07-07,B2_9,SEDES,1
nutnet,2017,2017-07-07,B2_9,SOMU,3
nutnet,2017,2017-07-07,B2_10,2LICHN,1
nutnet,2017,2017-07-07,B2_10,2LTR,17
nutnet,2017,2017-07-07,B2_10,ALGE,11
nutnet,2017,2017-07-07,B2_10,ANAL4,2
nutnet,2017,2017-07-07,B2_10,ARFEF3,9
nutnet,2017,2017-07-07,B2_10,ARSC,1
nutnet,2017,2017-07-07,B2_10,CARO2,24
nutnet,2017,2017-07-07,B2_10,CARUD,36
nutnet,2017,2017-07-07,B2_10,FEBR,5
nutnet,2017,2017-07-07,B2_10,GERO2,8
nutnet,2017,2017-07-07,B2_10,KOMY,5
nutnet,2017,2017-07-07,B2_10,LEPY2,2
nutnet,2017,2017-07-07,B2_10,LUSP4,9
nutnet,2017,2017-07-07,B2_10,MIOB2,6
nutnet,2017,2017-07-07,B2_10,PHPU5,4
nutnet,2017,2017-07-07,B2_10,POA,2
nutnet,2017,2017-07-07,B2_10,POBI6,2
nutnet,2017,2017-07-07,B2_10,SEDES,1
nutnet,2017,2017-07-07,B2_10,SELA,7
nutnet,2017,2017-07-07,B2_10,SOMU,1
nutnet,2017,2017-07-07,B2_10,TEACC,1
nutnet,2017,2017-06-29,B3_1,2BARE,15
nutnet,2017,2017-06-29,B3_1,2LICHN,3
nutnet,2017,2017-06-29,B3_1,2LTR,22
nutnet,2017,2017-06-29,B3_1,ALGE,1
nutnet,2017,2017-06-29,B3_1,ANAL4,1
nutnet,2017,2017-06-29,B3_1,ARFEF3,2
nutnet,2017,2017-06-29,B3_1,ARSC,2
nutnet,2017,2017-06-29,B3_1,CARO2,7
nutnet,2017,2017-06-29,B3_1,CARUD,10
nutnet,2017,2017-06-29,B3_1,CHJA,4
nutnet,2017,2017-06-29,B3_1,KOMY,30
nutnet,2017,2017-06-29,B3_1,LEPY2,1
nutnet,2017,2017-06-29,B3_1,LLSE,3
nutnet,2017,2017-06-29,B3_1,MIOB2,5
nutnet,2017,2017-06-29,B3_1,POBI6,1
nutnet,2017,2017-06-29,B3_1,SARH2,1
nutnet,2017,2017-06-29,B3_1,SEDES,3
nutnet,2017,2017-06-29,B3_1,SELA,3
nutnet,2017,2017-06-30,B3_2,2BARE,15
nutnet,2017,2017-06-30,B3_2,2LTR,10
nutnet,2017,2017-06-30,B3_2,2RF,2
nutnet,2017,2017-06-30,B3_2,ALGE,1
nutnet,2017,2017-06-30,B3_2,ANAL4,2
nutnet,2017,2017-06-30,B3_2,CARO2,5
nutnet,2017,2017-06-30,B3_2,CARUD,34
nutnet,2017,2017-06-30,B3_2,CAUN2,1
nutnet,2017,2017-06-30,B3_2,DRST4,1
nutnet,2017,2017-06-30,B3_2,KOMY,27
nutnet,2017,2017-06-30,B3_2,LLSE,1
nutnet,2017,2017-06-30,B3_2,LUSP4,2
nutnet,2017,2017-06-30,B3_2,MIOB2,1
nutnet,2017,2017-06-30,B3_2,SEDES,3
nutnet,2017,2017-06-30,B3_2,SELA,3
nutnet,2017,2017-06-30,B3_2,SOMU,3
nutnet,2017,2017-06-30,B3_2,TEACC,3
nutnet,2017,2017-06-30,B3_2,TRSP2,1
nutnet,2017,2017-07-07,B3_4,2LTR,8
nutnet,2017,2017-07-07,B3_4,CARO2,1
nutnet,2017,2017-07-07,B3_4,CARUD,60
nutnet,2017,2017-07-07,B3_4,CAUN2,5
nutnet,2017,2017-07-07,B3_4,CHJA,1
nutnet,2017,2017-07-07,B3_4,KOMY,45
nutnet,2017,2017-07-07,B3_4,LEPY2,1
nutnet,2017,2017-07-07,B3_4,POA,1
nutnet,2017,2017-07-07,B3_4,SEDES,1
nutnet,2017,2017-07-07,B3_4,SOMU,1
nutnet,2017,2017-06-29,B3_7,2LTR,2
nutnet,2017,2017-06-29,B3_7,ALGE,11
nutnet,2017,2017-06-29,B3_7,ARFEF3,3
nutnet,2017,2017-06-29,B3_7,CARO2,11
nutnet,2017,2017-06-29,B3_7,CARUD,3
nutnet,2017,2017-06-29,B3_7,CASC12,4
nutnet,2017,2017-06-29,B3_7,GERO2,67
nutnet,2017,2017-06-29,B3_7,KOMY,6
nutnet,2017,2017-06-29,B3_7,MELA3,7
nutnet,2017,2017-06-29,B3_7,ORALA,2
nutnet,2017,2017-06-29,B3_7,POBI6,3
nutnet,2017,2017-06-29,B3_7,SEDES,1
nutnet,2017,2017-06-29,B3_7,SOMU,3
nutnet,2017,2017-06-29,B3_7,TRSP2,9
nutnet,2017,2017-06-29,B3_8,2BARE,10
nutnet,2017,2017-06-29,B3_8,2LTR,20
nutnet,2017,2017-06-29,B3_8,ALGE,1
nutnet,2017,2017-06-29,B3_8,ARFEF3,4
nutnet,2017,2017-06-29,B3_8,ARSC,14
nutnet,2017,2017-06-29,B3_8,CARO2,11
nutnet,2017,2017-06-29,B3_8,CARUD,11
nutnet,2017,2017-06-29,B3_8,GERO2,23
nutnet,2017,2017-06-29,B3_8,KOMY,1
nutnet,2017,2017-06-29,B3_8,LEPY2,5
nutnet,2017,2017-06-29,B3_8,LUSP4,2
nutnet,2017,2017-06-29,B3_8,MIOB2,9
nutnet,2017,2017-06-29,B3_8,POA,3
nutnet,2017,2017-06-29,B3_8,POBI6,3
nutnet,2017,2017-06-29,B3_8,POVI3,1
nutnet,2017,2017-06-29,B3_8,SELA,3
nutnet,2017,2017-06-29,B3_8,SIPR,1
nutnet,2017,2017-06-29,B3_8,SOMU,6
nutnet,2017,2017-06-29,B3_8,TRSP2,9
nutnet,2017,2017-06-30,B3_9,2BARE,4
nutnet,2017,2017-06-30,B3_9,2LICHN,3
nutnet,2017,2017-06-30,B3_9,2LTR,11
nutnet,2017,2017-06-30,B3_9,2RF,1
nutnet,2017,2017-06-30,B3_9,ALGE,6
nutnet,2017,2017-06-30,B3_9,ARFEF3,9
nutnet,2017,2017-06-30,B3_9,CARUD,14
nutnet,2017,2017-06-30,B3_9,CAUN2,1
nutnet,2017,2017-06-30,B3_9,CEARS2,3
nutnet,2017,2017-06-30,B3_9,GERO2,12
nutnet,2017,2017-06-30,B3_9,KOMY,20
nutnet,2017,2017-06-30,B3_9,LEPY2,1
nutnet,2017,2017-06-30,B3_9,LLSE,1
nutnet,2017,2017-06-30,B3_9,MELA3,1
nutnet,2017,2017-06-30,B3_9,ORALA,2
nutnet,2017,2017-06-30,B3_9,PEPA3,1
nutnet,2017,2017-06-30,B3_9,POBI6,3
nutnet,2017,2017-06-30,B3_9,PODI2,1
nutnet,2017,2017-06-30,B3_9,SARH2,1
nutnet,2017,2017-06-30,B3_9,SEDES,7
nutnet,2017,2017-06-30,B3_9,SELA,3
nutnet,2017,2017-06-30,B3_9,SIACS2,1
nutnet,2017,2017-06-30,B3_9,SOMU,14
nutnet,2017,2017-06-29,B3_10,2BARE,2
nutnet,2017,2017-06-29,B3_10,2LTR,15
nutnet,2017,2017-06-29,B3_10,ALGE,2
nutnet,2017,2017-06-29,B3_10,ANAL4,3
nutnet,2017,2017-06-29,B3_10,ARFEF3,4
nutnet,2017,2017-06-29,B3_10,ARSC,6
nutnet,2017,2017-06-29,B3_10,CARO2,22
nutnet,2017,2017-06-29,B3_10,CARUD,7
nutnet,2017,2017-06-29,B3_10,CEARS2,3
nutnet,2017,2017-06-29,B3_10,FEBR,1
nutnet,2017,2017-06-29,B3_10,GERO2,16
nutnet,2017,2017-06-29,B3_10,KOMY,4
nutnet,2017,2017-06-29,B3_10,LEPY2,3
nutnet,2017,2017-06-29,B3_10,MELA3,1
nutnet,2017,2017-06-29,B3_10,ORALA,4
nutnet,2017,2017-06-29,B3_10,POA,16
nutnet,2017,2017-06-29,B3_10,POBI6,10
nutnet,2017,2017-06-29,B3_10,SELA,3
nutnet,2017,2017-06-29,B3_10,SOMU,3
nutnet,2017,2017-06-29,B3_10,TRSP2,12
nutnet,2017,2017-07-06,B4_1,2BARE,16
nutnet,2017,2017-07-06,B4_1,2LICHN,4
nutnet,2017,2017-07-06,B4_1,2LTR,64
nutnet,2017,2017-07-06,B4_1,ALGE,12
nutnet,2017,2017-07-06,B4_1,ARFEF3,8
nutnet,2017,2017-07-06,B4_1,CARO2,14
nutnet,2017,2017-07-06,B4_1,CARUD,4
nutnet,2017,2017-07-06,B4_1,GERO2,20
nutnet,2017,2017-07-06,B4_1,KOMY,34
nutnet,2017,2017-07-06,B4_1,LEPY2,2
nutnet,2017,2017-07-06,B4_1,LLSE,4
nutnet,2017,2017-07-06,B4_1,MIOB2,2
nutnet,2017,2017-07-06,B4_1,ORALA,6
nutnet,2017,2017-07-06,B4_1,PEPA3,4
nutnet,2017,2017-07-06,B4_1,SEDES,8
nutnet,2017,2017-07-06,B4_1,SOMU,4
nutnet,2017,2017-07-06,B4_2,2BARE,15
nutnet,2017,2017-07-06,B4_2,2LICHN,2
nutnet,2017,2017-07-06,B4_2,2LTR,19
nutnet,2017,2017-07-06,B4_2,2RF,1
nutnet,2017,2017-07-06,B4_2,ALGE,2
nutnet,2017,2017-07-06,B4_2,ARFEF3,1
nutnet,2017,2017-07-06,B4_2,ARSC,1
nutnet,2017,2017-07-06,B4_2,CARO2,4
nutnet,2017,2017-07-06,B4_2,CARUD,10
nutnet,2017,2017-07-06,B4_2,FEBR,1
nutnet,2017,2017-07-06,B4_2,GERO2,8
nutnet,2017,2017-07-06,B4_2,KOMY,23
nutnet,2017,2017-07-06,B4_2,MIOB2,5
nutnet,2017,2017-07-06,B4_2,PEPA3,4
nutnet,2017,2017-07-06,B4_2,POBI6,1
nutnet,2017,2017-07-06,B4_2,SARH2,2
nutnet,2017,2017-07-06,B4_2,SEDES,1
nutnet,2017,2017-07-06,B4_2,SELA,2
nutnet,2017,2017-07-06,B4_2,SOMU,6
nutnet,2017,2017-07-06,B4_2,TRPAP,1
nutnet,2017,2017-07-07,B4_6,2BARE,6
nutnet,2017,2017-07-07,B4_6,2FORB,1
nutnet,2017,2017-07-07,B4_6,2LTR,10
nutnet,2017,2017-07-07,B4_6,ALGE,1
nutnet,2017,2017-07-07,B4_6,ARFEF3,3
nutnet,2017,2017-07-07,B4_6,CARO2,1
