site,yr,date,plotid,clean_code2,hits
nutnet,2013,2013-08-01,B2_8,2LTR,2
nutnet,2013,2013-08-01,B2_8,ALGE,3
nutnet,2013,2013-08-01,B2_8,ANAL4,0.25
nutnet,2013,2013-08-01,B2_8,ANSE4,1
nutnet,2013,2013-08-01,B2_8,ARFEF3,13
nutnet,2013,2013-08-01,B2_8,ARSC,1
nutnet,2013,2013-08-01,B2_8,CARUD,30
nutnet,2013,2013-08-01,B2_8,CAUN2,13
nutnet,2013,2013-08-01,B2_8,CEARS2,16
nutnet,2013,2013-08-01,B2_8,DECE,0.25
nutnet,2013,2013-08-01,B2_8,FEBR,13
nutnet,2013,2013-08-01,B2_8,GERO2,15
nutnet,2013,2013-08-01,B2_8,KOMY,37
nutnet,2013,2013-08-01,B2_8,LEPY2,1
nutnet,2013,2013-08-01,B2_8,MELA3,1
nutnet,2013,2013-08-01,B2_8,MIOB2,10
nutnet,2013,2013-08-01,B2_8,ORALA,17
nutnet,2013,2013-08-01,B2_8,PEPA3,1
nutnet,2013,2013-08-01,B2_8,POARG,0.25
nutnet,2013,2013-08-01,B2_8,POBI6,4
nutnet,2013,2013-08-01,B2_8,POPU3,3
nutnet,2013,2013-08-01,B2_8,SELA,1
nutnet,2013,2013-08-01,B2_8,SOSIN,21
nutnet,2013,2013-08-01,B2_8,TEACC,3
nutnet,2013,2013-08-01,B2_8,TRSP2,11
nutnet,2013,2013-08-01,B2_9,2LICHN,1
nutnet,2013,2013-08-01,B2_9,2LTR,12
nutnet,2013,2013-08-01,B2_9,ALGE,3
nutnet,2013,2013-08-01,B2_9,ANAL4,2
nutnet,2013,2013-08-01,B2_9,ARFEF3,4
nutnet,2013,2013-08-01,B2_9,CARUD,15
nutnet,2013,2013-08-01,B2_9,CAUN2,4
nutnet,2013,2013-08-01,B2_9,DECE,0.25
nutnet,2013,2013-08-01,B2_9,ERNA,0.25
nutnet,2013,2013-08-01,B2_9,FEBR,1
nutnet,2013,2013-08-01,B2_9,GERO2,9
nutnet,2013,2013-08-01,B2_9,KOMY,63
nutnet,2013,2013-08-01,B2_9,LEPY2,3
nutnet,2013,2013-08-01,B2_9,MIOB2,2
nutnet,2013,2013-08-01,B2_9,ORALA,1
nutnet,2013,2013-08-01,B2_9,SEDES,12
nutnet,2013,2013-08-01,B2_9,SELA,1
nutnet,2013,2013-08-01,B2_9,SOSIN,1
nutnet,2013,2013-08-01,B2_9,TEACC,1
nutnet,2013,2013-08-01,B2_9,VIOLA,1
nutnet,2013,2013-08-01,B2_10,2LTR,4
nutnet,2013,2013-08-01,B2_10,ALGE,5
nutnet,2013,2013-08-01,B2_10,ANAL4,1
nutnet,2013,2013-08-01,B2_10,ARFEF3,18
nutnet,2013,2013-08-01,B2_10,CARUD,38
nutnet,2013,2013-08-01,B2_10,CAUN2,27
nutnet,2013,2013-08-01,B2_10,DECE,2
nutnet,2013,2013-08-01,B2_10,FEBR,7
nutnet,2013,2013-08-01,B2_10,GERO2,12
nutnet,2013,2013-08-01,B2_10,KOMY,25
nutnet,2013,2013-08-01,B2_10,LEPY2,3
nutnet,2013,2013-08-01,B2_10,LUSP4,4
nutnet,2013,2013-08-01,B2_10,MIOB2,2
nutnet,2013,2013-08-01,B2_10,PHPU5,1
nutnet,2013,2013-08-01,B2_10,POBI6,5
nutnet,2013,2013-08-01,B2_10,SEDES,5
nutnet,2013,2013-08-01,B2_10,SELA,10
nutnet,2013,2013-08-01,B2_10,SOSIN,2
nutnet,2013,2013-08-01,B2_10,TEACC,2
nutnet,2013,2013-08-01,B2_10,TRSP2,7
nutnet,2013,2013-08-01,B2_10,VIOLA,2
nutnet,2013,2013-08-01,B3_1,2BARE,11
nutnet,2013,2013-08-01,B3_1,2LTR,2
nutnet,2013,2013-08-01,B3_1,2RF,1
nutnet,2013,2013-08-01,B3_1,ALGE,4
nutnet,2013,2013-08-01,B3_1,ANAL4,1
nutnet,2013,2013-08-01,B3_1,ARFEF3,6
nutnet,2013,2013-08-01,B3_1,ARSC,0.25
nutnet,2013,2013-08-01,B3_1,CARO2,1
nutnet,2013,2013-08-01,B3_1,CARUD,22
nutnet,2013,2013-08-01,B3_1,CAUN2,3
nutnet,2013,2013-08-01,B3_1,FEBR,3
nutnet,2013,2013-08-01,B3_1,GERO2,2
nutnet,2013,2013-08-01,B3_1,KOMY,41
nutnet,2013,2013-08-01,B3_1,LEPY2,1
nutnet,2013,2013-08-01,B3_1,LLSE,0.25
nutnet,2013,2013-08-01,B3_1,MIOB2,2
nutnet,2013,2013-08-01,B3_1,POBI6,0.25
nutnet,2013,2013-08-01,B3_1,POVI3,0.25
nutnet,2013,2013-08-01,B3_1,PRAN,0.25
nutnet,2013,2013-08-01,B3_1,SARH2,1
nutnet,2013,2013-08-01,B3_1,SEDES,14
nutnet,2013,2013-08-01,B3_1,SELA,1
nutnet,2013,2013-08-01,B3_1,SOSIN,2
nutnet,2013,2013-08-01,B3_1,TEACC,2
nutnet,2013,2013-08-01,B3_2,2BARE,11
nutnet,2013,2013-08-01,B3_2,2LTR,1
nutnet,2013,2013-08-01,B3_2,ALGE,4
nutnet,2013,2013-08-01,B3_2,ARFEF3,4
nutnet,2013,2013-08-01,B3_2,CARO2,5
nutnet,2013,2013-08-01,B3_2,CARUD,48
nutnet,2013,2013-08-01,B3_2,CAUN2,1
nutnet,2013,2013-08-01,B3_2,FEBR,5
nutnet,2013,2013-08-01,B3_2,KOMY,30
nutnet,2013,2013-08-01,B3_2,LEPY2,0.25
nutnet,2013,2013-08-01,B3_2,LLSE,1
nutnet,2013,2013-08-01,B3_2,MIOB2,7
nutnet,2013,2013-08-01,B3_2,PACA15,1
nutnet,2013,2013-08-01,B3_2,POBI6,0.25
nutnet,2013,2013-08-01,B3_2,POVI3,0.25
nutnet,2013,2013-08-01,B3_2,SEDES,4
nutnet,2013,2013-08-01,B3_2,SOSIN,1
nutnet,2013,2013-08-01,B3_2,TEACC,2
nutnet,2013,2013-08-01,B3_2,TRSP2,0.25
nutnet,2013,2013-08-01,B3_3,2BARE,8
nutnet,2013,2013-08-01,B3_3,2LTR,8
nutnet,2013,2013-08-01,B3_3,ALGE,4
nutnet,2013,2013-08-01,B3_3,ANAL4,2
nutnet,2013,2013-08-01,B3_3,ANSE4,0.25
nutnet,2013,2013-08-01,B3_3,ARFEF3,7
nutnet,2013,2013-08-01,B3_3,CARO2,7
nutnet,2013,2013-08-01,B3_3,CARUD,10
nutnet,2013,2013-08-01,B3_3,DRAU,1
nutnet,2013,2013-08-01,B3_3,FEBR,9
nutnet,2013,2013-08-01,B3_3,GERO2,1
nutnet,2013,2013-08-01,B3_3,KOMY,48
nutnet,2013,2013-08-01,B3_3,LEPY2,1
nutnet,2013,2013-08-01,B3_3,LLSE,2
nutnet,2013,2013-08-01,B3_3,MIOB2,1
nutnet,2013,2013-08-01,B3_3,POARG,0.25
nutnet,2013,2013-08-01,B3_3,POBI6,1
nutnet,2013,2013-08-01,B3_3,POVI3,1
nutnet,2013,2013-08-01,B3_3,PRAN,0.25
nutnet,2013,2013-08-01,B3_3,SARH2,2
nutnet,2013,2013-08-01,B3_3,SEDES,8
nutnet,2013,2013-08-01,B3_3,SELA,7
nutnet,2013,2013-08-01,B3_3,SOSIN,8
nutnet,2013,2013-08-01,B3_3,TEGR3,0.25
nutnet,2013,2013-08-01,B3_3,TRSP2,5
nutnet,2013,2013-08-01,B3_4,2BARE,4
nutnet,2013,2013-08-01,B3_4,2LTR,2
nutnet,2013,2013-08-01,B3_4,ALGE,7
nutnet,2013,2013-08-01,B3_4,ANAL4,2
nutnet,2013,2013-08-01,B3_4,ARFEF3,9
nutnet,2013,2013-08-01,B3_4,CARO2,6
nutnet,2013,2013-08-01,B3_4,CARUD,33
nutnet,2013,2013-08-01,B3_4,CAUN2,2
nutnet,2013,2013-08-01,B3_4,FEBR,4
nutnet,2013,2013-08-01,B3_4,KOMY,75
nutnet,2013,2013-08-01,B3_4,LEPY2,0.25
nutnet,2013,2013-08-01,B3_4,LLSE,1
nutnet,2013,2013-08-01,B3_4,LUSP4,0.25
nutnet,2013,2013-08-01,B3_4,POAL2,1
nutnet,2013,2013-08-01,B3_4,POARG,2
nutnet,2013,2013-08-01,B3_4,POBI6,0.25
nutnet,2013,2013-08-01,B3_4,POVI3,2
nutnet,2013,2013-08-01,B3_4,SEDES,2
nutnet,2013,2013-08-01,B3_4,SELA,5
nutnet,2013,2013-08-01,B3_4,SOSIN,1
nutnet,2013,2013-08-01,B3_4,TEACC,10
nutnet,2013,2013-08-01,B3_4,TRSP2,3
nutnet,2013,2013-08-01,B3_5,2BARE,6
nutnet,2013,2013-08-01,B3_5,2LTR,6
nutnet,2013,2013-08-01,B3_5,2LTRWS,1
nutnet,2013,2013-08-01,B3_5,ALGE,6
nutnet,2013,2013-08-01,B3_5,ANAL4,11
nutnet,2013,2013-08-01,B3_5,ANSE4,2
nutnet,2013,2013-08-01,B3_5,ARFEF3,5
nutnet,2013,2013-08-01,B3_5,CARO2,6
nutnet,2013,2013-08-01,B3_5,CARUD,26
nutnet,2013,2013-08-01,B3_5,CAUN2,3
nutnet,2013,2013-08-01,B3_5,CEARS2,3
nutnet,2013,2013-08-01,B3_5,FEBR,4
nutnet,2013,2013-08-01,B3_5,GERO2,11
nutnet,2013,2013-08-01,B3_5,KOMY,61
nutnet,2013,2013-08-01,B3_5,LEPY2,3
nutnet,2013,2013-08-01,B3_5,ORALA,1
nutnet,2013,2013-08-01,B3_5,POARG,5
nutnet,2013,2013-08-01,B3_5,SEDES,5
nutnet,2013,2013-08-01,B3_5,SELA,2
nutnet,2013,2013-08-01,B3_5,SOSIN,1
nutnet,2013,2013-08-01,B3_5,TRSP2,5
nutnet,2013,2013-08-01,B3_6,2BARE,7
nutnet,2013,2013-08-01,B3_6,2LTR,3
nutnet,2013,2013-08-01,B3_6,ALGE,1
nutnet,2013,2013-08-01,B3_6,ARFEF3,7
nutnet,2013,2013-08-01,B3_6,CAPU,1
nutnet,2013,2013-08-01,B3_6,CARO2,5
nutnet,2013,2013-08-01,B3_6,CARUD,30
nutnet,2013,2013-08-01,B3_6,CAUN2,1
nutnet,2013,2013-08-01,B3_6,FEBR,2
nutnet,2013,2013-08-01,B3_6,KOMY,46
nutnet,2013,2013-08-01,B3_6,LEPY2,2
nutnet,2013,2013-08-01,B3_6,LUSP4,3
nutnet,2013,2013-08-01,B3_6,MIOB2,1
nutnet,2013,2013-08-01,B3_6,POARG,1
nutnet,2013,2013-08-01,B3_6,POBI6,1
nutnet,2013,2013-08-01,B3_6,SARH2,1
nutnet,2013,2013-08-01,B3_6,SEDES,10
nutnet,2013,2013-08-01,B3_6,SELA,6
nutnet,2013,2013-08-01,B3_6,SOSIN,9
nutnet,2013,2013-08-01,B3_6,TEACC,5
nutnet,2013,2013-08-01,B3_6,TRSP2,1
nutnet,2013,2013-08-01,B3_7,2LTR,1
nutnet,2013,2013-08-01,B3_7,ALGE,11
nutnet,2013,2013-08-01,B3_7,ANAL4,5
nutnet,2013,2013-08-01,B3_7,ARFEF3,3
nutnet,2013,2013-08-01,B3_7,ARSC,3
nutnet,2013,2013-08-01,B3_7,CAREX,4
nutnet,2013,2013-08-01,B3_7,CARO2,25
nutnet,2013,2013-08-01,B3_7,CARUD,15
nutnet,2013,2013-08-01,B3_7,CASC12,43
nutnet,2013,2013-08-01,B3_7,CAUN2,8
nutnet,2013,2013-08-01,B3_7,CEARS2,32
nutnet,2013,2013-08-01,B3_7,DECE,3
nutnet,2013,2013-08-01,B3_7,FEBR,4
nutnet,2013,2013-08-01,B3_7,GERO2,43
nutnet,2013,2013-08-01,B3_7,KOMY,26
nutnet,2013,2013-08-01,B3_7,LEPY2,3
nutnet,2013,2013-08-01,B3_7,LLSE,5
nutnet,2013,2013-08-01,B3_7,MELA3,1
nutnet,2013,2013-08-01,B3_7,ORALA,4
nutnet,2013,2013-08-01,B3_7,POAL2,2
nutnet,2013,2013-08-01,B3_7,POARG,17
nutnet,2013,2013-08-01,B3_7,POBI6,4
nutnet,2013,2013-08-01,B3_7,POVI3,1
nutnet,2013,2013-08-01,B3_7,SELA,4
nutnet,2013,2013-08-01,B3_7,SOSIN,5
nutnet,2013,2013-08-01,B3_7,TRSP2,16
nutnet,2013,2013-08-01,B3_8,2LTR,3
nutnet,2013,2013-08-01,B3_8,ALGE,4
nutnet,2013,2013-08-01,B3_8,ANAL4,3
nutnet,2013,2013-08-01,B3_8,ARFEF3,17
nutnet,2013,2013-08-01,B3_8,ARSC,3
nutnet,2013,2013-08-01,B3_8,CARUD,22
nutnet,2013,2013-08-01,B3_8,CAUN2,10
nutnet,2013,2013-08-01,B3_8,CEARS2,3
nutnet,2013,2013-08-01,B3_8,ERSI3,1
nutnet,2013,2013-08-01,B3_8,FEBR,9
nutnet,2013,2013-08-01,B3_8,GERO2,11
nutnet,2013,2013-08-01,B3_8,KOMY,30
nutnet,2013,2013-08-01,B3_8,LUSP4,6
nutnet,2013,2013-08-01,B3_8,MELA3,1
nutnet,2013,2013-08-01,B3_8,MIOB2,12
nutnet,2013,2013-08-01,B3_8,PHPU5,1
nutnet,2013,2013-08-01,B3_8,POARG,1
nutnet,2013,2013-08-01,B3_8,POBI6,1
nutnet,2013,2013-08-01,B3_8,POVI3,3
nutnet,2013,2013-08-01,B3_8,SEDES,10
nutnet,2013,2013-08-01,B3_8,SELA,6
nutnet,2013,2013-08-01,B3_8,SOSIN,7
nutnet,2013,2013-08-01,B3_8,TEACC,3
nutnet,2013,2013-08-01,B3_8,TEGR3,3
nutnet,2013,2013-08-01,B3_8,TRSP2,20
nutnet,2013,2013-08-01,B3_8,VIOLA,1
nutnet,2013,2013-08-01,B3_9,2LTR,10
nutnet,2013,2013-08-01,B3_9,2RF,3
nutnet,2013,2013-08-01,B3_9,ALGE,3
nutnet,2013,2013-08-01,B3_9,ANAL4,1
nutnet,2013,2013-08-01,B3_9,ARFEF3,11
nutnet,2013,2013-08-01,B3_9,CAPU,0.25
nutnet,2013,2013-08-01,B3_9,CARUD,23
nutnet,2013,2013-08-01,B3_9,CASC12,5
nutnet,2013,2013-08-01,B3_9,CAUN2,2
nutnet,2013,2013-08-01,B3_9,CEARS2,1
nutnet,2013,2013-08-01,B3_9,FEBR,0.25
nutnet,2013,2013-08-01,B3_9,GERO2,3
nutnet,2013,2013-08-01,B3_9,KOMY,32
nutnet,2013,2013-08-01,B3_9,LEPY2,2
nutnet,2013,2013-08-01,B3_9,LLSE,3
nutnet,2013,2013-08-01,B3_9,MELA3,1
nutnet,2013,2013-08-01,B3_9,MIOB2,6
nutnet,2013,2013-08-01,B3_9,ORALA,4
nutnet,2013,2013-08-01,B3_9,POBI6,3
nutnet,2013,2013-08-01,B3_9,POVI3,0.25
nutnet,2013,2013-08-01,B3_9,SEDES,10
nutnet,2013,2013-08-01,B3_9,SELA,2
nutnet,2013,2013-08-01,B3_9,SOSIN,23
nutnet,2013,2013-08-01,B3_9,VIOLA,1
nutnet,2013,2013-08-01,B3_10,2LTR,4
nutnet,2013,2013-08-01,B3_10,ANAL4,4
nutnet,2013,2013-08-01,B3_10,ARFEF3,18
nutnet,2013,2013-08-01,B3_10,ARSC,3
nutnet,2013,2013-08-01,B3_10,CARUD,17
nutnet,2013,2013-08-01,B3_10,CAUN2,24
nutnet,2013,2013-08-01,B3_10,CEARS2,12
nutnet,2013,2013-08-01,B3_10,FEBR,24
nutnet,2013,2013-08-01,B3_10,GERO2,1
nutnet,2013,2013-08-01,B3_10,KOMY,23
nutnet,2013,2013-08-01,B3_10,LEPY2,1
nutnet,2013,2013-08-01,B3_10,LUSP4,4
nutnet,2013,2013-08-01,B3_10,MIOB2,2
nutnet,2013,2013-08-01,B3_10,PHPU5,1
nutnet,2013,2013-08-01,B3_10,POARG,14
nutnet,2013,2013-08-01,B3_10,POBI6,3
nutnet,2013,2013-08-01,B3_10,SEDES,3
nutnet,2013,2013-08-01,B3_10,SELA,5
nutnet,2013,2013-08-01,B3_10,SOSIN,4
nutnet,2013,2013-08-01,B3_10,TRSP2,19
nutnet,2013,2013-08-01,B3_10,VIOLA,2
nutnet,2013,2013-08-01,B4_1,2BARE,1
nutnet,2013,2013-08-01,B4_1,2LICHN,2
nutnet,2013,2013-08-01,B4_1,2LTR,20
nutnet,2013,2013-08-01,B4_1,ALGE,6
nutnet,2013,2013-08-01,B4_1,ARFEF3,4
nutnet,2013,2013-08-01,B4_1,CAPU,0.25
nutnet,2013,2013-08-01,B4_1,CARUD,15
nutnet,2013,2013-08-01,B4_1,CAUN2,5
nutnet,2013,2013-08-01,B4_1,ERSI3,2
nutnet,2013,2013-08-01,B4_1,FEBR,1
nutnet,2013,2013-08-01,B4_1,GERO2,5
nutnet,2013,2013-08-01,B4_1,KOMY,32
nutnet,2013,2013-08-01,B4_1,LEPY2,0.25
nutnet,2013,2013-08-01,B4_1,LLSE,16
nutnet,2013,2013-08-01,B4_1,MIOB2,4
nutnet,2013,2013-08-01,B4_1,ORALA,1
nutnet,2013,2013-08-01,B4_1,PEPA3,2
nutnet,2013,2013-08-01,B4_1,PHPU5,0.25
nutnet,2013,2013-08-01,B4_1,POVI3,1
nutnet,2013,2013-08-01,B4_1,SEDES,11
nutnet,2013,2013-08-01,B4_1,SELA,3
nutnet,2013,2013-08-01,B4_1,SOSIN,8
nutnet,2013,2013-08-01,B4_1,TEACC,2
nutnet,2013,2013-08-01,B4_1,VIOLA,1
nutnet,2013,2013-08-01,B4_2,2BARE,5
nutnet,2013,2013-08-01,B4_2,2LTR,2
nutnet,2013,2013-08-01,B4_2,ALGE,1
nutnet,2013,2013-08-01,B4_2,ARFEF3,6
nutnet,2013,2013-08-01,B4_2,CARO2,3
nutnet,2013,2013-08-01,B4_2,CARUD,20
nutnet,2013,2013-08-01,B4_2,CAUN2,1
nutnet,2013,2013-08-01,B4_2,FEBR,2
nutnet,2013,2013-08-01,B4_2,GERO2,3
nutnet,2013,2013-08-01,B4_2,KOMY,62
nutnet,2013,2013-08-01,B4_2,LLSE,3
nutnet,2013,2013-08-01,B4_2,MELA3,3
nutnet,2013,2013-08-01,B4_2,MIOB2,5
nutnet,2013,2013-08-01,B4_2,NOFEG,2
nutnet,2013,2013-08-01,B4_2,ORALA,7
nutnet,2013,2013-08-01,B4_2,PHPU5,1
nutnet,2013,2013-08-01,B4_2,POARG,1
nutnet,2013,2013-08-01,B4_2,POBI6,1
nutnet,2013,2013-08-01,B4_2,PODI2,1
nutnet,2013,2013-08-01,B4_2,POVI3,1
nutnet,2013,2013-08-01,B4_2,SEDES,7
nutnet,2013,2013-08-01,B4_2,SELA,1
nutnet,2013,2013-08-01,B4_2,SOSIN,3
nutnet,2013,2013-08-01,B4_2,TEACC,1
nutnet,2013,2013-08-01,B4_2,TRPAP,1
nutnet,2013,2013-08-01,B4_2,TRSP2,2
nutnet,2013,2013-08-02,B4_3,2LICHN,1
nutnet,2013,2013-08-02,B4_3,2LTR,4
nutnet,2013,2013-08-02,B4_3,ALGE,2
nutnet,2013,2013-08-02,B4_3,ANAL4,2
nutnet,2013,2013-08-02,B4_3,ARFEF3,5
nutnet,2013,2013-08-02,B4_3,ARSC,7
nutnet,2013,2013-08-02,B4_3,CANI2,6
nutnet,2013,2013-08-02,B4_3,CAREX,1
nutnet,2013,2013-08-02,B4_3,CARUD,12
nutnet,2013,2013-08-02,B4_3,CAUN2,3
nutnet,2013,2013-08-02,B4_3,CEARS2,3
nutnet,2013,2013-08-02,B4_3,DECE,1
nutnet,2013,2013-08-02,B4_3,FEBR,4
nutnet,2013,2013-08-02,B4_3,GERO2,17
nutnet,2013,2013-08-02,B4_3,KOMY,38
nutnet,2013,2013-08-02,B4_3,MIOB2,8
nutnet,2013,2013-08-02,B4_3,POARG,6
nutnet,2013,2013-08-02,B4_3,SARH2,0.25
nutnet,2013,2013-08-02,B4_3,SEDES,5
nutnet,2013,2013-08-02,B4_3,SELA,2
nutnet,2013,2013-08-02,B4_3,SOSIN,8
nutnet,2013,2013-08-02,B4_3,TEACC,13
nutnet,2013,2013-08-02,B4_3,TRSP2,1
nutnet,2013,2013-08-02,B4_4,2LTR,6
nutnet,2013,2013-08-02,B4_4,ALGE,7
nutnet,2013,2013-08-02,B4_4,ARFEF3,6
nutnet,2013,2013-08-02,B4_4,CAPU,1
nutnet,2013,2013-08-02,B4_4,CARO2,4
nutnet,2013,2013-08-02,B4_4,CARUD,11
nutnet,2013,2013-08-02,B4_4,CAUN2,7
nutnet,2013,2013-08-02,B4_4,CEARS2,1
nutnet,2013,2013-08-02,B4_4,DECE,1
nutnet,2013,2013-08-02,B4_4,ERSI3,1
nutnet,2013,2013-08-02,B4_4,FEBR,2
nutnet,2013,2013-08-02,B4_4,GERO2,5
nutnet,2013,2013-08-02,B4_4,KOMY,60
nutnet,2013,2013-08-02,B4_4,LEPY2,1
nutnet,2013,2013-08-02,B4_4,LLSE,2
nutnet,2013,2013-08-02,B4_4,MIOB2,5
nutnet,2013,2013-08-02,B4_4,ORALA,5
nutnet,2013,2013-08-02,B4_4,PEPA3,4
nutnet,2013,2013-08-02,B4_4,PHPU5,0.25
nutnet,2013,2013-08-02,B4_4,POBI6,2
nutnet,2013,2013-08-02,B4_4,PRAN,0.25
nutnet,2013,2013-08-02,B4_4,SARH2,2
nutnet,2013,2013-08-02,B4_4,SEDES,6
nutnet,2013,2013-08-02,B4_4,SELA,3
nutnet,2013,2013-08-02,B4_4,SOSIN,3
nutnet,2013,2013-08-02,B4_4,TRPAP,0.25
nutnet,2013,2013-08-02,B4_4,TRSP2,2
nutnet,2013,2013-08-02,B4_5,2BARE,3
nutnet,2013,2013-08-02,B4_5,2LTR,8
nutnet,2013,2013-08-02,B4_5,ALGE,4
nutnet,2013,2013-08-02,B4_5,ANSE4,1
nutnet,2013,2013-08-02,B4_5,ARFEF3,9
nutnet,2013,2013-08-02,B4_5,ARSC,9
nutnet,2013,2013-08-02,B4_5,CAREX,1
nutnet,2013,2013-08-02,B4_5,CARUD,5
nutnet,2013,2013-08-02,B4_5,CAUN2,2
nutnet,2013,2013-08-02,B4_5,CEARS2,0.25
nutnet,2013,2013-08-02,B4_5,FEBR,3
nutnet,2013,2013-08-02,B4_5,GERO2,17
nutnet,2013,2013-08-02,B4_5,KOMY,42
nutnet,2013,2013-08-02,B4_5,LEPY2,0.25
nutnet,2013,2013-08-02,B4_5,LLSE,7
nutnet,2013,2013-08-02,B4_5,MELA3,1
nutnet,2013,2013-08-02,B4_5,MIOB2,5
nutnet,2013,2013-08-02,B4_5,POBI6,3
nutnet,2013,2013-08-02,B4_5,SEDES,2
nutnet,2013,2013-08-02,B4_5,SELA,3
nutnet,2013,2013-08-02,B4_5,SOSIN,16
nutnet,2013,2013-08-02,B4_5,TEACC,2
nutnet,2013,2013-08-02,B4_5,TEGR3,1
nutnet,2013,2013-08-02,B4_5,TRPAP,5
nutnet,2013,2013-08-02,B4_5,TRSP2,5
nutnet,2013,2013-08-02,B4_6,2LTR,7
nutnet,2013,2013-08-02,B4_6,ALGE,3
nutnet,2013,2013-08-02,B4_6,ARFEF3,4
nutnet,2013,2013-08-02,B4_6,ARSC,3
nutnet,2013,2013-08-02,B4_6,CARO2,1
nutnet,2013,2013-08-02,B4_6,CARUD,33
nutnet,2013,2013-08-02,B4_6,CASC12,8
nutnet,2013,2013-08-02,B4_6,CAUN2,6
nutnet,2013,2013-08-02,B4_6,DECE,2
nutnet,2013,2013-08-02,B4_6,ERNA,0.25
nutnet,2013,2013-08-02,B4_6,FEBR,2
nutnet,2013,2013-08-02,B4_6,GERO2,3
nutnet,2013,2013-08-02,B4_6,KOMY,42
nutnet,2013,2013-08-02,B4_6,LLSE,4
nutnet,2013,2013-08-02,B4_6,MELA3,2
nutnet,2013,2013-08-02,B4_6,MIOB2,13
nutnet,2013,2013-08-02,B4_6,ORALA,20
nutnet,2013,2013-08-02,B4_6,PHPU5,4
nutnet,2013,2013-08-02,B4_6,POBI6,2
nutnet,2013,2013-08-02,B4_6,SEDES,2
nutnet,2013,2013-08-02,B4_6,SELA,3
nutnet,2013,2013-08-02,B4_6,SOSIN,21
nutnet,2013,2013-08-02,B4_6,TEACC,6
nutnet,2013,2013-08-02,B4_6,TEGR3,1
nutnet,2013,2013-08-02,B4_6,TRSP2,1
nutnet,2013,2013-08-02,B4_7,2LTR,4
nutnet,2013,2013-08-02,B4_7,ALGE,6
nutnet,2013,2013-08-02,B4_7,ANAL4,2
nutnet,2013,2013-08-02,B4_7,ARFEF3,18
nutnet,2013,2013-08-02,B4_7,CAPU,0.25
nutnet,2013,2013-08-02,B4_7,CARO2,5
nutnet,2013,2013-08-02,B4_7,CARUD,27
nutnet,2013,2013-08-02,B4_7,CAUN2,18
nutnet,2013,2013-08-02,B4_7,CEARS2,24
nutnet,2013,2013-08-02,B4_7,FEBR,15
nutnet,2013,2013-08-02,B4_7,GERO2,1
nutnet,2013,2013-08-02,B4_7,KOMY,31
nutnet,2013,2013-08-02,B4_7,LEPY2,3
nutnet,2013,2013-08-02,B4_7,LLSE,2
nutnet,2013,2013-08-02,B4_7,LUSP4,1
nutnet,2013,2013-08-02,B4_7,ORALA,1
nutnet,2013,2013-08-02,B4_7,PEPA3,13
nutnet,2013,2013-08-02,B4_7,POAL2,0.25
nutnet,2013,2013-08-02,B4_7,POARG,10
nutnet,2013,2013-08-02,B4_7,POBI6,10
nutnet,2013,2013-08-02,B4_7,PODI2,3
nutnet,2013,2013-08-02,B4_7,POPU3,6
nutnet,2013,2013-08-02,B4_7,SEDES,1
nutnet,2013,2013-08-02,B4_7,SELA,6
nutnet,2013,2013-08-02,B4_7,SOSIN,10
nutnet,2013,2013-08-02,B4_7,TRSP2,16
nutnet,2013,2013-08-02,B4_7,VIOLA,1
nutnet,2013,2013-08-02,B4_8,2LTR,3
nutnet,2013,2013-08-02,B4_8,ALGE,5
nutnet,2013,2013-08-02,B4_8,ANAL4,6
nutnet,2013,2013-08-02,B4_8,ARFEF3,16
nutnet,2013,2013-08-02,B4_8,ARSC,1
nutnet,2013,2013-08-02,B4_8,CAPU,4
nutnet,2013,2013-08-02,B4_8,CAREX,4
nutnet,2013,2013-08-02,B4_8,CARO2,9
nutnet,2013,2013-08-02,B4_8,CARUD,14
nutnet,2013,2013-08-02,B4_8,CAUN2,7
nutnet,2013,2013-08-02,B4_8,CEARS2,7
nutnet,2013,2013-08-02,B4_8,FEBR,8
nutnet,2013,2013-08-02,B4_8,KOMY,43
nutnet,2013,2013-08-02,B4_8,LEPY2,1
nutnet,2013,2013-08-02,B4_8,LLSE,4
nutnet,2013,2013-08-02,B4_8,LUSP4,2
nutnet,2013,2013-08-02,B4_8,MELA3,2
nutnet,2013,2013-08-02,B4_8,MIOB2,3
nutnet,2013,2013-08-02,B4_8,ORALA,19
nutnet,2013,2013-08-02,B4_8,PHPU5,2
nutnet,2013,2013-08-02,B4_8,POAL2,17
nutnet,2013,2013-08-02,B4_8,POARG,0.25
nutnet,2013,2013-08-02,B4_8,POBI6,2
nutnet,2013,2013-08-02,B4_8,PODI2,0.25
nutnet,2013,2013-08-02,B4_8,POPU3,1
nutnet,2013,2013-08-02,B4_8,SEDES,2
nutnet,2013,2013-08-02,B4_8,SELA,6
nutnet,2013,2013-08-02,B4_8,SOSIN,11
nutnet,2013,2013-08-02,B4_8,TEACC,2
nutnet,2013,2013-08-02,B4_8,VIOLA,1
nutnet,2013,2013-08-02,B4_9,2BARE,1
nutnet,2013,2013-08-02,B4_9,2LICHN,2
nutnet,2013,2013-08-02,B4_9,2LTR,10
nutnet,2013,2013-08-02,B4_9,2RF,1
nutnet,2013,2013-08-02,B4_9,ALGE,3
nutnet,2013,2013-08-02,B4_9,ANAL4,0.25
