PC1,PC2,variable
1.27791298402098,-0.509501153657138,sum_meanT
-0.717523104986083,-0.997892488302779,sum_precip
0.808242207300402,0.846760256351675,sum_moisturedeficit
1.18448387781423,-0.474658196997128,sum_PET
1.2676418976264,-0.516945333912929,sum_GDD
-0.844962195031937,-0.285774742525857,fivedayrunning5C
-1.09755433386025,-0.0864110499751664,fivedayrunning12C
0.777591746882901,0.557956394692448,GSLthreedayneg3C
-0.983018487170777,0.307161642935676,iceoff_GL4
